;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
9094;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['e il suo pensiero tornava a loris, terribilmente bello in quella caverna, quando le aveva gettato addosso topine, e più terribilmente cattivo dopo con quel sorriso di scherno.'];terribilmente cattivo;und seine Gedanken gingen zurück zu Loris, schrecklich schön in dieser Höhle, als er sie mit Mäusen beworfen hatte, und schrecklich böse hinterher mit diesem Lächeln…;BU;
9161;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['la propria parte di signore, parve giganteggiare fra le massime figure del tempo, tra i visconti e gli scaligeri, così terribilmente trionfanti nella storica realtà.'];terribilmente trionfanto;in seiner eigenen Eigenschaft als Lord schien er unter den größten Persönlichkeiten der Zeit zwischen den Visconti und den Scaligeri zu stehen, die in der historischen Realität so schrecklich triumphierten;BU;
9170;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['l  antica italia dei guelfi e dei ghibellini, così inesaustamente e terribilmente guerriera, non era certo riconoscibile in questa ultima italia di cavalieri serventi e di eserciti inservibili, ove'];terribilmente guerriera;das alte Italien der Guelfen und Ghibellinen, so unerschöpflich und schrecklich kriegerisch, war in diesem letzten Italien der dienenden Ritter und nutzlosen Heere sicher nicht wiederzuerkennen;BU;!
9172;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['già a pietroburgo, ripresa dal bisogno di vivere e di brillare dopo quella lunga solitudine nel castello, ove si era terribilmente annoiata.'];terribilmente annoiato;bereits in Petersburg, erholte sie sich von der Notwendigkeit zu leben und zu glänzen nach dieser langen Einsamkeit im Schloss, wo sie sich schrecklich langweilte;NU;
9176;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 2 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['finalmente dietro l  austria stava l  europa monarchica vigile ed ostile ad ogni mena di rivoluzione, terribilmente armata e pronta a qualunque eccesso.'];terribilmente armato;schließlich stand hinter Österreich das monarchische Europa, wachsam und feindselig gegen jede drohende Revolution, furchtbar gerüstet und zu jedem Exzess bereit;CU;
9178;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;"['egli vedeva sempre il principe, ritto colla faccia gialla di malato terribilmente immobile, girare uno sguardo su tutti quegli invitati contandoli; quanti erano?']";terribilmente immobile;"er sah immer den Prinzen, aufrecht mit dem gelben Gesicht eines schrecklich bewegungslosen Kranken, wie er all diesen Gästen einen Blick zuwandte, sie zählte; wie viele waren es?";BU;
9189;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;"['il suo volto era terribilmente livido; ella balzò in piedi arretrando e questo atto la tradì.']";terribilmente livido;"sein Gesicht war schrecklich fahl; Sie sprang auf und wich zurück, und diese Tat verriet sie";BU;
9191;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['loris rosso, grondante di sudore, colla lanterna, che gli riverberava sul volto, le parve terribilmente sinistro.'];terribilmente sinistro;roter Loris, schweißtriefend, mit der Laterne, die auf seinem Gesicht widerhallte, wirkte er furchtbar unheimlich;BU;!
9192;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Fino a Dogali;1908.0;1901-1950;prosa letteraria;['la figura del suo principe terribilmente sinistra, impassibile e serena, ha sulla fronte i vapori luminosi di un sogno  costituire uno stato nazionale,'];terribilmente sinistro;die Gestalt seines schrecklich unheimlichen, teilnahmslosen und gelassenen Prinzen hat auf seiner Stirn die leuchtenden Dämpfe eines Traums, einen Nationalstaat zu bilden;BU;!
9198;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;"['mai un collo, nè due spalle più voluttuose, ma il seno abilmente impicciolito dal velo aveva ancora un  ampiezza terribilmente lasciva; ma la statura, il portamento, l  imperiale maestà del volto appena appena commosso la facevano un tipo']";terribilmente lascivo;"nie ein Hals, noch zwei weitere üppige Schultern, aber die durch den Schleier kunstvoll verkleinerten Brüste hatten immer noch eine schrecklich lüsterne Weite; aber die Statur, die Haltung, die kaiserliche Majestät des kaum bewegten Gesichts machten sie zum Typus";NU;
9199;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['loris salvo, ella sarebbe morta per lui, terribilmente bella nella gloria di quell  attentato non riuscito, e nel silenzio sui propri complici, su lui, che la vendicherebbe.'];terribilmente bello;...sie wäre für ihn gestorben, furchtbar schön im Ruhm dieses erfolglosen Versuchs und im Schweigen über ihre Komplizen, über ihn, der sie rächen würde;BU;
9200;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;['la ho vista nuda e la sua nudità era allora terribilmente lasciva.'];terribilmente lascivo;Ich habe sie nackt gesehen und ihre Nacktheit war dann furchtbar lasziv;NU;
9207;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['loris ordinò a topine di andare innanzi, e rimase in faccia a tutti, guardandoli così terribilmente che non osarono attaccarlo.'];guardare terribilmente;Loris befahl den Mäusen, vorwärts zu gehen, und stellte sich allen ins Gesicht und sah sie so schrecklich an, dass sie es nicht wagten, ihn anzugreifen;CU;
9218;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Ombre di occaso;1908.0;1901-1950;prosa letteraria;['indarno tante tragedie greche senza accorgersi che ogni cronaca dei nostri comuni era affollata di figure ben più terribilmente belle che nelle corti di tebe e di atene?'];terribilmente bello;vergeblich so viele griechische Tragödien, ohne zu wissen, dass jede Chronik unserer Gemeinden mit viel schrecklich schöneren Gestalten überfüllt war als in den Höfen von Theben und Athen?;BU;!
9227;GBterribilmente.csv;Gutenberg; Antonio Caccianiga;Il bacio della contessa Savina;1908.0;1901-1950;prosa letteraria;['e mi hai fatto terribilmente soffrire.'];terribilmente soffrire;und du hast mich schrecklich leiden lassen;BU;
9234;LLPirandello3.txt;Liber Liber;Luigi Pirandello;I vecchi e i giovani;1909.0;1901-1950;prosa letteraria;"['a poco a poco, i fremiti, le ansie degli antichi leoni congiurati del quarantotto che si riunivano lì in quel camerone attorno al vecchio generale, s erano ridestati in lui a farlo vergognare del suo pianto; le ombre di quei leoni, terribilmente sdegnate, gli eran sorte intorno e gli avevan gridato d accorrere, sì, sì, d accorrere, pur così vecchio com era, a impedire con gli altri vecchi superstiti la distruzione della patria.']";terribilmente sdegnate;die Schatten dieser Löwen hatten sich furchtbar empört um ihn erhoben und ihm zugeschrien, er solle rennen, ja, ja, rennen, so alt er auch sei, um die Zerstörung seiner Heimat mit den anderen alten Überlebenden zu verhindern;CU;
9307;GBterribilmente.csv;Gutenberg; Gerolamo Rovetta;La moglie di Sua Eccellenza;1909.0;1901-1950;prosa letteraria;"['questa zuppa scotta; scotta terribilmente !']";scotta terribilmente;"diese heiße Suppe; furchtbar heiß";NU;
9332;GBterribilmente.csv;Gutenberg; Gerolamo Rovetta;La baraonda;1909.0;1901-1950;prosa letteraria;['il suo caro amico, monsieur le duc, si era terribilmente compromesso!'];;;;
9343;GBterribilmente.csv;Gutenberg; Gaetano Sangiorgio;Le tre valli della Sicilia;1909.0;1901-1950;prosa letteraria;['mi batte terribilmente il cuore.'];;;;
9392;GBterribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['alcuni barcaiuoli, sfidando il fuoco degli insorti che cresceva terribilmente , si slanciarono ai remi, ma caddero a mezzo ponte.'];;;;
9401;GBterribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['sì, e terribilmente .'];;;;
9416;GBterribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['l  odiavi ben terribilmente , fathma.'];;;;
9444;GBterribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;[', dieci giorni fa la cercava ancora, interrogava i guerrieri che venivano dal bahr el abiad, giurava di vendicarsi terribilmente di questa donna che lo aveva indegnamente tradito, ed invece è qui e ancor viva.'];;;;
9501;li1050.txt;CLiGS Ro;Matilde Serao;La mano tagliata;1912.0;1901-1950;prosa letteraria;['pallida e fredda come un cadavere, rachele cabib non aveva vita che negli occhi, i quali guardavano terribilmente innanzi a sè.', 'il piano organizzato da quell uomo è stato così magistralmente combinato, è stato tanto terribilmente condotto, che io sono chiuso in una rete da cui non arrivo a distrigarmi.'];;;;
9565;GBterribilmente.csv;Gutenberg; Giuseppe Vigoni;Abissinia: Giornale di un viaggio;1913.0;1901-1950;prosa letteraria;"['da parecchie notti mi è impossibile dormire, si è terribilmente ingrossato, non sono più dolori, ma spasimi; la natura stessa mi fa sentire il bisogno di aprire una via al male che']";;;;
9667;GBterribilmente.csv;Gutenberg; Luigi Capuana;Rassegnazione: Romanzo;1914.0;1901-1950;prosa letteraria;['di una nuova illusione che prendeva il posto dell  altra, che mi avrebbe ingannato come l  altra, che mi avrebbe fatto terribilmente soffrire e vanamente, come l  altra?'];;;;
9668;GBterribilmente.csv;Gutenberg; Luigi Capuana;Il Benefattore;1914.0;1901-1950;prosa letteraria;['mesi, sotto l  ossessione di quella scena di delusione che aveva offeso il suo amor proprio e il suo amore, e che lo faceva terribilmente soffrire notte e giorno, quantunque egli tentasse ogni mezzo di distrarsi, anche perchè colei non potesse'];;;;
9671;GBterribilmente.csv;Gutenberg; Luigi Capuana;Il nemico è in noi;1914.0;1901-1950;prosa letteraria;['era livido, con la fisonomia contratta, gli occhi terribilmente spalancati.'];;;;
9680;GBavere_randomsample.csv;Gutenberg; Luigi Capuana;Il Benefattore;1914.0;1901-1950;prosa letteraria;['ezio cami, fu per lunghi mesi, sotto l  ossessione di quella scena di delusione che aveva offeso il suo amor proprio e il suo amore, e che lo faceva terribilmente soffrire notte e giorno, quantunque egli tentasse ogni mezzo di distrarsi, anche perchè colei non potesse rallegrarsi degli effetti dell  opera sua, e non lo riputasse sua vittima.'];;;;
9682;GBterribilmente.csv;Gutenberg; Luigi Capuana;Come l''onda... Novelle;1914.0;1901-1950;prosa letteraria;"['io, caro nelli, mi son vendicato più terribilmente ; nessuno di voi immagina come.']";;;;
9701;GBterribilmente.csv;Gutenberg; Luigi Capuana;Fausto Bragia, e altre novelle;1914.0;1901-1950;prosa letteraria;['quando però le vedeva piangere e terribilmente soffrire per le ansietà di un pericolo che le teneva sospese tra la vita e la morte e poteva produrre, tutt  a un tratto,'];;;;
9755;GBterribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;['domando io se sono cose da contare a un capitano di cavalleria, che fa vita monastica e rimpiange terribilmente l  eterno femminino!'];;;;
9756;GBterribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;['la discesa fu terribile e terribilmente lunga.'];;;;
9835;GBterribilmente.csv;Gutenberg; Arrigo Boito;Novelle e riviste drammatiche;1917.0;1901-1950;prosa letteraria;['figlio, immolata la vita di henri a una apparente infamia di alcune ore, avrebbe da vigliacco, da plebeo, compromessa terribilmente la baronessa.'];;;;
9836;GBterribilmente.csv;Gutenberg; Arrigo Boito;Novelle e riviste drammatiche;1917.0;1901-1950;prosa letteraria;['immorali, che paolo e francesca sono immorali, che tutte queste coppie giovani, deliranti, soavi, poetiche peccano terribilmente d  immoralità.'];;;;
9853;GBterribilmente.csv;Gutenberg; Augusto Elia;Ricordi di un garibaldino dal 1847-48 al 1900. vol. I;1918.0;1901-1950;prosa letteraria;"['riaperta agli eserciti di radetzky; milano stessa minacciata; ecco le notizie che dal    al    luglio giungevano terribilmente gravi nella capitale lombarda.']";;;;
9889;GBterribilmente.csv;Gutenberg; marchesa Colombi;Cara Speranza;1919.0;1901-1950;prosa letteraria;[', quell  esaltamento lieve che si attinge in un bicchiere di sciampagna, un  ebbrezza, un esaltamento innocenti, ma terribilmente arrischiati.'];;;;
9895;GBterribilmente.csv;Gutenberg; marchesa Colombi;La cartella N. 4;1919.0;1901-1950;prosa letteraria;['marco doveva accorgersi che qualche cosa di terribilmente penoso accadeva dentro di me.'];;;;
9901;LLZuccoli1.txt;Liber Liber;Luciano Zuccoli;Il designato;1920.0;1901-1950;prosa letteraria;"['il cielo azzurro non era tuttavia lieto e doveva riuscire terribilmente feroce, a quanti soffrivano; di tanto in tanto, dei periodi di vento furioso facevano discendere la temperatura, portavano ancora dei brividi, e disordinavano le abitudini di chi aveva gi salutata quella primavera fallace.']";;;;
9932;GBterribilmente.csv;Gutenberg; Napoleone Colajanni;Gli avvenimenti di Sicilia e le loro cause;1920.0;1901-1950;prosa letteraria;['qualche volta, esasperato dalla perdita, che per lui è un vero disastro, lo cerca, lo insegue, e se lo trova, lo bastona terribilmente .'];;;;
9933;GBterribilmente.csv;Gutenberg; Napoleone Colajanni;Gli avvenimenti di Sicilia e le loro cause;1920.0;1901-1950;prosa letteraria;[', ci vuole molta ingenuità  o molta malignità  per meravigliarsi o fingere sorpresa che i primi tumulti siano stati terribilmente contagiosi.'];;;;
9934;GBterribilmente.csv;Gutenberg; Napoleone Colajanni;Gli avvenimenti di Sicilia e le loro cause;1920.0;1901-1950;prosa letteraria;"['ma da due anni in qua i salar  ribassano terribilmente e c  è una triste concorrenza nel lavoro che i mietitori di una contrada vanno a fare a quelli di un  altra; concorrenza,']";;;;
9941;GBterribilmente.csv;Gutenberg; Ercole Luigi Morselli;Storie da ridere.... e da piangere;1920.0;1901-1950;prosa letteraria;['la fronte dell  inventore si corrugò terribilmente .'];;;;
9942;GBterribilmente.csv;Gutenberg; Napoleone Colajanni;Gli avvenimenti di Sicilia e le loro cause;1920.0;1901-1950;prosa letteraria;"['esse accesero l  incendio, ma non credevano che tanta materia vi fosse da farlo divampare terribilmente ; si videro sorpassate nelle intenzioni e si spaventarono della lava che minacciava travolgere tutto e tutti.']";;;;
9949;it0135.txt;CLiGS Ku;Luigi Capuana;Pensione;1921.0;1901-1950;prosa letteraria;['terribilmente odiato.'];;;;
9953;it0128.txt;CLiGS Ku;Luigi Capuana;Orrori;1921.0;1901-1950;prosa letteraria;['o espiava terribilmente il delitto di un istante?'];;;;
10021;GBterribilmente.csv;Gutenberg; Paolo Valera;Dal cellulare a Finalborgo;1925.0;1901-1950;prosa letteraria;['era una scena terribilmente dantesca.'];;;;
10029;GBterribilmente.csv;Gutenberg; Federico De Roberto;L''Illusione;1926.0;1901-1950;prosa letteraria;['terribilmente !'];;;;
10113;LLAppelius1.txt;Liber Liber;Mario Appelius;Asia gialla;1926.0;1901-1950;espositivo;['quando la nostra automobile si ferma dinanzi al palazzo dei kaporo pendopo sono quasi pentito d aver accettato l invito, tanto è terribilmente olandese l atrio della villa e più olandese ancora il salotto nel quale un domestico bianco ci introduce con la classica alterigia dei lacchè di grande casata: poltrone e divani di cuoio color avana, marina d amsterdam, e canali d utrecht alle pareti, v è perfino un monumentale camino di  polder  batavo con una collezione di vecchie pipe del bramante.', 'i bambù che crescono abbondantemente fra le canne zuccherine ci hanno riempito la biancheria dei loro peletti neri che pizzicano terribilmente.', 'una vecchia gialla, sdentata, scheletrica, infagottata in un cencio senza colore, s era fermata contro un lampione a fissarmi con gli occhietti di smalto che era l unica cosa terribilmente viva in quel corpo terribilmente morto.', 'i gesti delle scimmie morenti sono terribilmente umani.', 'quel grande problema della collaborazione fra occidente ed oriente che giustamente appassiona la società moderna pel tragico contrasto fra il pensiero occidentale e le millenarie coscienze asiatiche, problema che in india, in cina e nel giappone, si presenta confusamente per la stessa vastità di quei paesi e per le innumerevoli inframmettenze politico religiose che intorbidano la visione centrale, si mostra nello stesso annam terribilmente chiaro nella sua semplicità.', 'sono fiumi capricciosi, d origine incerta e di corso irregolare, che scorrazzano attraverso i monti e le pianure tonkinesi, a volte imponenti e gonfi d acqua procellosa, a volte ridotti dalla magra un semplice colaticcio di fango fetente, terribilmente rosso, così rosso da sembrare lo spurgo d un fantastico macello.'];;;;
10150;LLYambo2.txt;Liber Liber;Yambo;L’allevatore di dinosauri;1926.0;1901-1950;prosa letteraria;['in qual modo debbo provarvi che sono sincero, terribilmente sincero?'];;;;
10158;GBdomani.csv;Gutenberg; Federico De Roberto;L''Illusione;1926.0;1901-1950;prosa letteraria;['ma anche il domani , e gli altri giorni che restava a casa, il babbo non parlava con nessuno, sgridava terribilmente le persone di servizio'];;;;
10161;GBterribilmente.csv;Gutenberg; Federico De Roberto;Ermanno Raeli;1926.0;1901-1950;prosa letteraria;"['massimiliana, terribilmente pallida, con le labbra quasi scomparse, le porse una mano che scottava; e tenendola a quel modo, la accompagnò fino al']";;;;
10162;GBterribilmente.csv;Gutenberg; Federico De Roberto;Leopardi;1926.0;1901-1950;prosa letteraria;"['è tale da farmi impossibile ogni godimento: ogni menomo piacere mi ammazzerebbe ; e l  infelice trova un  espressione terribilmente efficace per dipingere la sua miseria:  se non voglio morire, bisogna ch  io non viva.']";;;;
10170;GBterribilmente.csv;Gutenberg; Federico De Roberto;Al rombo del cannone;1926.0;1901-1950;prosa letteraria;[', i contrasti, le divagazioni, le schermaglie non potevano far altro che giovare ai nemici:  pensate che si va addietro terribilmente , che i nostri padroni se ne giovano a riconciliarsi con atti di clemenza in favor di molti, che l  austria conquista più'];;;;
10181;GBterribilmente.csv;Gutenberg; Federico De Roberto;Il colore del tempo;1926.0;1901-1950;prosa letteraria;"['è contro l  amore, dicono, perchè gli antepone la proprietà, il denaro, il ventre; viceversa l  amore si vendica terribilmente , producendo drammi, tragedie, rovine d  ogni sorta e affermando così la propria onnipotenza.']";;;;
10187;LLAppelius3.txt;Liber Liber;Mario Appelius;La sfinge nera;1926.0;1901-1950;espositivo;['ci si sente in complesso terribilmente disgraziati, e dareste tutti i milioni dell amabile lord e tutti gli ingegnosi brevetti del suo fornitore di tende esotiche per un alito di zeffiro primaverile, per un quarto d ora di brezza montanina, per una di quelle soavissime ventate d alpe italica, che scaturiscono dalle profondità cupe di una gola boschiva e vi penetrano in gola con tutti gli aromi umidi della terra fresca.', 'di solito innocui quando sono isolati e lasciati in pace, gli ippopotami diventano terribilmente aggressivi quando sono attaccati in branco.', 'pazzo di dolore l animale si dibatte terribilmente mentre la lama gli dilania le viscere: ogni tanto si rizza sulle zampe scoprendo l enorme ventre sfondato dal quale escono le interiora.', 'però è doloroso, profondamente doloroso per l unico italiano presente ad albertville alla cerimonia ufficiale del comando, come per tutti gli italiani che in patria e fuori dei suoi confini amano la loro terra, è terribilmente doloroso che proprio noi che abbiamo tante braccia disponibili, che dobbiamo pagare a prezzo di sudore amaro, in franchi, in dollari e sterline il pane quotidiano dei nostri telai, laminatoi, alti forni, frantatoi, lambicchi, proprio noi dobbiamo venire come potenza coloniale dopo il belgio, l olanda, il portogallo!', 'siamo ripiegati su noi stessi, malati, terribilmente malati.', 'prendo il fucile per uccidere, ma  sono umani, così terribilmente umani che non so premere il grilletto.'];;;;
10217;LLBisi3.txt;Liber Liber;Camilla Bisi;Il romanzo del liceo;1928.0;1901-1950;prosa letteraria;"['adora i giochi e studia pochissimo; suo padre lo sgrida terribilmente ed io cerco di aiutarlo fin dove posso.', 'è un volto terribilmente bello per l estrema sofferenza che lo affina, per la felicità insostenibile che gli riempie gli occhi di bruciante tenerezza.']";;;;
10219;GBterribilmente.csv;Gutenberg; Luciano Zùccoli;L''amore di Loredana;1928.0;1901-1950;prosa letteraria;"['diffusa; anch  egli si contentava dei pochi viali fiancheggiati da villini brutti, e s  era avvezzo alle costruzioni terribilmente antipatiche di quegli alberghi nei quali si mangiava malissimo e dai quali si vedeva una sfilata di capanne tozze, una']";;;;
10239;LLAppelius2.txt;Liber Liber;Mario Appelius;Le isole del Raggio Verde;1929.0;1901-1950;espositivo;[' mario appelius le isole del raggio verde   a mio padre tra cielo e mare   i grandi volatori transoceanici che con uno o due salti formidabili balzano da un continente all altro stanno rimpicciolendo terribilmente i viaggi  vecchio stile  per mare.', 'ed oggi ancora, dopo aver constatato tutto il vuoto del congresso, domando sinceramente a me stesso se questi congressi della stampa latina non siano nonostante tutto una cosa seria, assai seria, terribilmente seria, precisamente per l esistenza di questo enorme colossale vuoto dietro il paravento splendente della latinità!'];;;;
10249;GBterribilmente.csv;Gutenberg; Umberto Fracchia;Il perduto amore;1929.0;1901-1950;prosa letteraria;['lo zuccone che soffriva terribilmente di gelosia, e sempre, solo a nominargli andromaco o ninotto, copriva egle di sputi, questa volta si contentò di darle'];;;;
10252;LLBertinetti1.txt;Liber Liber;Giovanni Bertinetti;Il gigante dell’Apocalisse;1930.0;1901-1950;prosa letteraria;['bevettero il whisky, ma questo non giovò a rimettere a posto i loro nervi terribilmente scossi.'];;;;
10262;GBpaura_randomsample.csv;Gutenberg; Enrico Corradini;La Patria lontana;1930.0;1901-1950;prosa letteraria;['qualcosa di terribilmente feroce stava nell  occhio torbido sotto i fasci de   muscoli cigliari contratti e fermi'];;;;
10305;LLBisi1.txt;Liber Liber;Camilla Bisi;Essere donna;1934.0;1901-1950;espositivo;['perciò, di lontano, fermo mi appariva come un angelo terribilmente bello, posto a custodia di una porta che dei diavoli in maglia rossa o arancio o azzurra si ostinavano a insidiare.'];;;;
