;;doc;source;author;title;year;period;text_type;sentence
1951-2000;10776;diacorisFrugoni1.txt;DiaCoris;Arsenio Frugoni;Arnaldo da Brescia nelle fonti del secolo XII;1954.0;1951-2000;espositivo;['il discorso su arnaldo si sviluppa da un amaro considerare i casi di molti vescovi del tempo : le decime e le oblazioni dei fedeli che dovevano essere destinate ai   minimi christi ac deo militantes   , ai ministri e ai poveri della chiesa di dio , venivano considerate un   laicale beneficium   e trasformate scandalosamente in mezzi di oppressione : l   interesse mondano   feudale , di quei vescovi , il loro fare   hominium   ai re e riceverlo a loro volta dai vassalli , si inserivano orribilmente nella trama degli affari e delle guerre   quamtumlibet inculpabiliter et innocenter eadem exequi studeant   .']
1951-2000;10795;diacorisJacoviello1.txt;DiaCoris;Alberto Jacoviello / L'Unità;Viaggio da Sopron a Györ e Budapest durante i tragici giorni vissuti dall'Ungheria;1956.0;1951-2000;stampa;['eppure , lo scontro è durato per tutta una giornata e la notte successiva , con perdite di uomini da parte sovietica : io stesso , ripassando il mattino dopo , a poche ore dalla fine del combattimento , ho visto sulla strada i cadaveri di cinque o sei soldati sovietici orribilmente maciullati dalle granate tirate dagli insorti .']
1951-2000;10797;diacorisMalaparte1.txt;DiaCoris;Curzio Malaparte;Maledetti toscani;1956.0;1951-2000;espositivo;['faliero e baldino , che dormivano da piedi , s   erano raccolti i ginocchi sotto il ventre , per paura di quella mano che , muovendosi , faceva scricchiolare orribilmente il gran materasso di foglie di granturco .']
1951-2000;10798;LISJacoviello1.txt;LIS;Alberto Jacoviello;Viaggio da Sopron a Györ e Budapest durante i tragici giorni vissuti dall'Ungheria;1956.0;1951-2000;stampa;['eppure , lo scontro è durato per tutta una giornata e la notte successiva , con perdite di uomini da parte sovietica : io stesso , ripassando il mattino dopo , a poche ore dalla fine del combattimento , ho visto sulla strada i cadaveri di cinque o sei soldati sovietici orribilmente maciullati dalle granate tirate dagli insorti .']
1951-2000;10869;GBorribilmente.csv;Gutenberg; Sibilla Aleramo;Una Donna;1959.0;1951-2000;prosa letteraria;['del mio antico compagno di ufficio, per lo stradone maggiore del paese, con in capo un cappello piumato che mi pesava orribilmente , e la persona impacciata entro un vestito all  ultima moda, mi parve che un abisso di tempo e di cose mi separasse dalla']
1951-2000;10967;diacorisGiovanni1.txt;DiaCoris;Giovanni XXIII;Mater et Magistra;1961.0;1951-2000;espositivo;"['pertanto , come osserva con perspicacia il sommo pontefice ,   alla libertà di mercato è sottentrata l   egemonia economica ; alla bramosia del lucro è seguita la sfrenata cupidigia del predominio ; tutta l   economia è cosi diventata orribilmente dura , inesorabile , crudele          determinando l   asservimento dei poteri pubblici agli interessi di gruppo e sfociando nell   imperialismo internazionale del denaro .']"
1951-2000;10981;diacorisTodisco1.txt;DiaCoris;Alfredo Todisco;Viaggio in India;1962.0;1951-2000;espositivo;['pavimenti , muri , porte , suppellettili , appaiono orribilmente unti , come nei covili , il letto che si intravvede nel fondo è un ammasso informe .']
1951-2000;11011;diacorisZolla1.txt;DiaCoris;Elémire Zolla;Storia del fantasticare;1964.0;1951-2000;espositivo;['bifolchi balordi consumano queste creature orribilmente allegre del proprio sacrificio : una combinazione che ha fatto gridare ad arte hogarthiana , addirittura a teorie del capro espiatorio o del redentore divino i critici più blasfemi .']
1951-2000;11023;diacorisAprino1.txt;DiaCoris;Giovanni Aprino;L'ombra delle colline;1964.0;1951-2000;prosa letteraria;['il porto appariva lurido , tra rugginosi arti in abbandono , un gigante morto che la rigidità cada   verica costringe , tra ginocchi inchiodati , leve nelle brac   cia , pinze di dita , a giacere orribilmente scomposto .', 'piú mi avvicinavo al muro , piú la mia ombra costret   ta a drizzarsi deformata si rivelava leone , il pelo irto , le zampe anteriori orribilmente levate .']
1951-2000;11027;diacorisCaproni1.txt;DiaCoris;Giorgio Caproni;Traduzione di Bel-Ami di Guy de Maupassant;1965.0;1951-2000;prosa letteraria;"['mi sembra d   essere solo sulla tetra , orribilmente solo , ma assediato da oscuri pericoli , da cose sconosciute e terrificanti ; e la parete che mi separa dal vicino che non conosco , me lo rende lontano quanto le stelle che scorgo dalla finestra .', 'lei capì infine di non esser più amata , e soffrì orribilmente .']"
1951-2000;11048;diacorisTornabuoni3.txt;DiaCoris;Lietta Tornabuoni / L'Europeo;Gli indifferenti;1967.0;1951-2000;stampa;['per non parlare del cadavere orribilmente sfigurato di tenco , trasportato via in segreto con fretta indecente , seppellito in solitudine .']
1951-2000;11055;diacorisRomano1.txt;DiaCoris;Lalla Romano;Le parole tra noi leggere;1969.0;1951-2000;prosa letteraria;['incomincio anzi a credere che davvero un io diabolico agisca contro l   io cosciente , cioè contro quello che gli è caro , in difesa e per l   interesse di   qualcosa   che è pure , dentro , orribilmente vitale .']
1951-2000;11062;diacorisVacca1.txt;DiaCoris;Roberto Vacca;Il Medioevo prossimo venturo;1970.0;1951-2000;espositivo;['ellinghaus , non dovrà soltanto migliorare le prestazioni dei dirigenti del gruppo , ma dovrà anche migliorare le prestazioni al livello degli operatori di centrale e dei manutentori , che sono anch   esse deteriorate orribilmente : nel      il    per cento del personale di questo tipo aveva meno di un anno di esperienza nell   attività assegnatagli .']
1951-2000;11103;GBorribilmente.csv;Gutenberg; Aldo Palazzeschi;Il Re bello;1973.0;1951-2000;prosa letteraria;['quando si trovavano dinanzi ad una madre di numerosa prole, e magari orribilmente gonfia di un nuovo essere, le due donne guardavano la povera giovenca con grande ammirazione, la seguivano attonite.']
1951-2000;11113;GBorribilmente.csv;Gutenberg; Aldo Palazzeschi;Il Re bello;1973.0;1951-2000;prosa letteraria;['e siccome sua maestà aveva resistito, pure soffrendo orribilmente , ludovico xii con tutta la furia della sua disperazione la costrinse brutalmente ad un undicesimo fatto del genere che']
1951-2000;11114;GBorribilmente.csv;Gutenberg; Aldo Palazzeschi;Il codice di Perelà;1973.0;1951-2000;prosa letteraria;['accese di dentro, e circolarvi come piombo strutto infuocato, e trasformarvisi in dinamite per scoppiare nel cuore orribilmente in un  enorme pozzanghera di tutta la mia infelice robustezza.']
1951-2000;11152;diacorisCampanile2.txt;DiaCoris;Achille Campanile;Gli asparagi e l'immortalità dell'anima;1974.0;1951-2000;espositivo;['gli racconta che ieri sera un suo fratello è stato investito da un camion ed è rimasto orribilmente sfracellato .']
1951-2000;11179;diacorisCitati1.txt;DiaCoris;Pietro Citati;Tolstoj;1984.0;1951-2000;espositivo;"['mentre pierre e kutuzov provano le gioie contemplative dell   amor fati , anna le ignora : ma il fato di pierre e di kutuzov è una donna o una guerra , che si possono fissare con gli occhi liberi della mente ; e il fato di anna è qualcosa insieme di troppo vicino e imperscrutabile , di esterno e di orribilmente interiore ,   al quale si può soltanto correre incontro , per gettarsi dentro l   abisso che ci ha preparato .']"
1951-2000;14359;LRorribilmente1985.txt;La Repubblica;sconosciuto; Delitto a Parigi. ;1985.0;1951-2000;stampa;['il cadavere aveva il volto  orribilmente  sfigurato .']
1951-2000;14363;LRorribilmente1985.txt;La Repubblica;sconosciuto; Il  prete di Solidarnosc  fu rapito dalla milizia. ;1985.0;1951-2000;stampa;['il suo corpo , gonfio ,  orribilmente  pesto , verrà ritrovato pochi giorni più tardi nel fondo di un lago artificiale formato da una diga che rallenta il corso della vistola .']
1951-2000;14390;LRorribilmente1985.txt;La Repubblica;Paolo Guzzanti; Sui luoghi della tortura e della morte di Popieluszko. ;1985.0;1951-2000;stampa;['questo chmielewski con tutti i suoi svenimenti , i suoi tic nervosi , la sua frenesia di fornire particolari minimi , fa un racconto  orribilmente  ricco .']
1951-2000;14392;LRorribilmente1985.txt;La Repubblica;Irene Bignardi; Il regista, da otto anni francese di New York, parla del suo film  Alamo Bay  sui vietnamiti in America. ;1985.0;1951-2000;stampa;['me ne sono andato perché trovavo  orribilmente  noiosa e senza vita la francia di giscard .']
1951-2000;14399;LRorribilmente1985.txt;La Repubblica;Irene Bignardi; Sta per uscire in traduzione italiana l' ultimo best-seller di Larry Collins: una avvincente storia di spionaggio alla vigilia dello sbarco in Normandia.;1985.0;1951-2000;stampa;"['una storia d  amore destinata a concludersi tragicamente : la   ragion di stato   , manovrata da londra , fa cadere catherine in mano ai tedeschi , che la tortureranno  orribilmente  fino a strapparle il segreto    il finto segreto dell  invasione    cui il martirio della ragazza darà la forza della verità ; paul verrà abbattuto dalla resistenza che non vuole credere alla sua lealtà all  inghilterra .']"
1951-2000;14408;LRorribilmente1985.txt;La Repubblica;Giuseppe Cerasa; L' edificio, del '700, era in restauro.;1985.0;1951-2000;stampa;['per primo è stato estratto il corpo senza vita di maria morsello ,  orribilmente  sfigurato .']
1951-2000;14409;LRorribilmente1985.txt;La Repubblica;sconosciuto; Sposata con un funzionario di Ps, si occupò dell' inchiesta nel giugno del 1981. ;1985.0;1951-2000;stampa;['nella notte tra il    e il    ottobre del      furono uccisi e  orribilmente  straziati susanna cambi e stefano baldi .']
1951-2000;14415;LRorribilmente1985.txt;La Repubblica;Pantaleone Sergi; L' obiettivo dell' auto -- bomba ( 3 morti ) era Antonino Imerti, capo di una delle cosche emergenti. ;1985.0;1951-2000;stampa;"['fino a tarda notte il suo nome era stato dato tra quelli dei morti ; poi nelle prime ore del mattino di ieri l  equivoco è stato chiarito :  orribilmente  sfigurati dalla terribile esplosione   la bomba radiocomandata    per la prima volta usata in calabria    era stata sistemata in una fiat     parcheggiata davanti agli uffici dell  italia assicurazioni di cui imerti sarebbe il titolare ombra   sono deceduti tre suoi gregari , i fratelli angelo e vincenzo palermo , incensurato il primo e con alcuni precedenti penali il secondo , e umberto spinelli con precedenti irrilevanti .']"
1951-2000;14501;LRorribilmente1985.txt;La Repubblica;Massimo Bucchi;CAVE CINEM.;1985.0;1951-2000;stampa;['forsennati inseguimenti , all  arena , da parte di persone dai vestiti  orribilmente  macchiati nei confronti di alcuni giovani sorpresi ad abbandonare sulle sedie la carta dei panini .']
1951-2000;14583;LRorribilmente1985.txt;La Repubblica;sconosciuto; Commemorato il giorno della bomba alla presenza del premier giapponese. ;1985.0;1951-2000;stampa;['poi , a ricordo di quel che ha significato la bomba davanti al monumento ai morti sono sfilati centinaia di sopravvissuti  orribilmente  segnati nel corpo dall  esplosione .']
1951-2000;14588;LRorribilmente1985.txt;La Repubblica;Michelangelo Zurletti; In San Marco con i complessi della Scala e la regia di Juri Ljubimov, dirigeva Pesko. ;1985.0;1951-2000;stampa;['invece ci mostra la testa di cristo che si reclina , il cappio di giuda , fornito , inopinatamente , dall  evangelista : e come quel cappio tocca l  albero , tutti i fiori , oh simbolo , cadono di colpo e perfino ,  orribilmente  , il gallo che fa piangere amaramente pietro .']
1951-2000;14593;LRorribilmente1985.txt;La Repubblica;Fabrizio Ravelli; La donna, una tedesca di 31 anni che per drogarsi si prostituiva, è stata trovata sanguinante in una via di Milano. ;1985.0;1951-2000;stampa;['l  altro occhio era  orribilmente  schiacciato , pesto , sanguinolento .']
1951-2000;14606;LRorribilmente1985.txt;La Repubblica;Piera Ferrante; Impressionante serie di incidenti in 48 ore, mentre i tecnici cercano una spiegazione al disastro in Inghilterra. ;1985.0;1951-2000;stampa;['la fusoliera  orribilmente  mutilata del boeing       river orrin   , ricomposta nell  hangar   a , è stata ispezionata dai periti della pratt and whitney , costruttrice dei motori del veivolo .']
1951-2000;14618;LRorribilmente1985.txt;La Repubblica;sconosciuto; Salite a dieci le vittime delle violenze dopo l' eccidio di Langa. ;1985.0;1951-2000;stampa;['tra sabato e domenica altri dieci negri sono morti , alcuni abbattuti dalla polizia , altri linciati  orribilmente  dalla folla perché esponenti dei consigli municipali , considerati un  emanazione del potere bianco .']
1951-2000;14620;LRorribilmente1985.txt;La Repubblica;sconosciuto; Verrà pubblicato da una rivista. ;1985.0;1951-2000;stampa;"['nell  elenco che sarà pubblicato figurano il caso di agata kobylinska , arrestata in stato di gravidanza , piacchiata in prigione e morta dopo aver perso il figlio ; il caso di emil barchanski , un giovane di    anni il cui corpo è stato ritrovato  orribilmente  sfigurato nella vistola , e quello di tadeusz wolski , morto in seguito ad un pestaggio nel carcere di biala podlaska .']"
1951-2000;14631;LRorribilmente1985.txt;La Repubblica;Alberto Jacovello;UNA VERGOGNA PER L' OCCIDENTE.;1985.0;1951-2000;stampa;['sette uomini di spicco dell  opposizione rapiti , tre di essi barbaramente uccisi , altri quattro rilasciati dopo essere stati  orribilmente  torturati .']
1951-2000;14632;LRorribilmente1985.txt;La Repubblica;Italo Alighiero Chiusano; Pubblicata la tesi di laurea dell' uomo destinato a diventare il  profeta  del Sessantotto. ;1985.0;1951-2000;stampa;['la società , vista come gretta e filistea , dedita al lucro , nemica delle muse , dà  orribilmente  ai nervi a chi vede il mondo come fiaba , sogno , atto gratuito , eros tra sensuale e platonico , idealismo , rifiuto di ogni canone .']
1951-2000;14634;LRorribilmente1985.txt;La Repubblica;Elena Guicciardi; Gli  immateriali : una mostra -- labirinto dedicata alla sfida della della tecnologia alla  vecchia  cultura. ;1985.0;1951-2000;stampa;['poco più in là , l  immagine dell  ermafrodito primitivo , che zeus crudele spezzò in due , e la fotografia di un corpo  orribilmente  coperto di cicatrici , come potrebbe concepirlo salvador dalì : forse rinvia alle metamorfosi transessuali operate dai chirurghi d  oggi .']
1951-2000;14641;LRorribilmente1985.txt;La Repubblica;Guido Almansi; Una mostra dei suoi quadri a Londra, mentre in Italia esce  Il bello del brutto  di Chesterton, dove si lodano le sue celebri filastrocche. ;1985.0;1951-2000;stampa;['carroll sarebbe solo un   escapista   : per questo docente   eccezionalmente scrupoloso e ligio alle convenzioni   , l  universo squinternato di alice offrirebbe un ideale di evasione ,   una sorta di fuga in un mondo in cui le cose non sono  orribilmente  fisse nella loro appropriatezza   .']
1951-2000;14642;LRorribilmente1985.txt;La Repubblica;Elena Guicciardi; Ritratto di un uomo difficile IL MISTERIOSO SIGNOR SIMENON. ;1985.0;1951-2000;stampa;['nel suo libro autobiografico un oiseau pour le chat , denise descrive il marito come un uomo  orribilmente  presuntuoso , egocentrico e ubriacone .']
1951-2000;14649;LRorribilmente1985.txt;La Repubblica;Laura Laurenzi; Il locale romano che ha segnato un' epoca ha festeggiato il ventennale.;1985.0;1951-2000;stampa;['i genitori erano ,  orribilmente  , i   matusa   , capaci soltanto di proibire .']
1951-2000;16187;LRorribilmente.txt;La Repubblica;Paolo Vagheggi;IL MOSTRO SFIDA I MAGISTRATI PER VOI QUESTI TRE PROIETTILI.;1986.0;1951-2000;stampa;['il mostro di firenze , l  inafferrabile assassino che ha ucciso e  orribilmente  massacrato otto giovani coppie , sei mesi fa ha scritto ai tre magistrati che si occupano di questa difficile indagine .']
1951-2000;16351;LRorribilmente.txt;La Repubblica;Fabrizio Ravelli;ALLA TEDESCA CHE HA ACCECATO ORA VUOLE DONARE UN OCCHIO.;1986.0;1951-2000;stampa;['sul ciglio di una strada di desio , nella sterpaglia che separa i capannoni , c  era una donna smunta e sanguinante : teneva in mano l  occhio destro , l  altro era  orribilmente  schiacciato nell  orbita .']
1951-2000;16388;LRorribilmente.txt;La Repubblica;Ugo Volli; Primeteatro -- Prima mondiale per ' El publico ', regia di Lluis Pasqual, dal testo ritrovato di Garcia Lorca. ;1986.0;1951-2000;stampa;['le nude panche progettate da zanuso saranno anche belle , ma dopo un  ora diventano  orribilmente  scomode .']
1951-2000;16413;LRorribilmente.txt;La Repubblica;sconosciuto; Firenze, per la Procura è stato uno smarrimento. ;1986.0;1951-2000;stampa;['la raccoglie , la guarda , e non può trattenere la paura : è il cadavere di una donna ,  orribilmente  straziato , mutilato .']
1951-2000;16431;LRorribilmente.txt;La Repubblica;Eugenio Scalfari;LA CADUTA DI RAMBO.;1986.0;1951-2000;stampa;['ora che la doppiezza è stata scoperta , ora che gli amici di rambo sparsi in tutto il mondo sono stati  orribilmente  spiazzati dal loro stesso eroe , la sua credibilità giace in frantumi e tarderà un bel pezzo a ritrovare la saldezza d  un tempo .']
1951-2000;16447;LRorribilmente.txt;La Repubblica;Paolo Vagheggi;" Pisa, nel 25 & ordm; anniversario della tragedia la cerimonia ufficiale e le proteste. ";1986.0;1951-2000;stampa;['l     novembre del      furono massacrati , i corpi furono  orribilmente  straziati .']
1951-2000;17701;LRorribilmente.txt;La Repubblica;sconosciuto; Nasce un coordinamento nazionale. ;1987.0;1951-2000;stampa;['a chiedere l  aiuto di associazioni come la milanese aga arrivano da qualche tempo anche familiari dei nuovi cocainomani , quelli che non si limitano alla sniffata da night , ma alla cocaina arrivano dopo essere stati assuefatti all  eroina , se la iniettano , ne fanno un modo di vita  orribilmente  angoscioso .']
1951-2000;17725;LRorribilmente.txt;La Repubblica;Lucia Annunziata; Durante la notte, le squadre armate dei tonton macoutes hanno sparso il terrore nella capitale dell' isola caraibica.;1987.0;1951-2000;stampa;['chiuse col sangue le urne elettorali a port au prince cadaveri freddati al suolo corpi  orribilmente  mutilati a colpi di machete una violenza che non ha risparmiato né donne né giovani .']
1951-2000;17730;LRorribilmente.txt;La Repubblica;Emanuela Audisio; MARADONA Questo argentino piace perché ha l' estro di pochi e i difetti di tutti.;1987.0;1951-2000;stampa;['orribilmente  grassoccio ed allegro cammina come camminano i vagabondi : gente che non ha una meta precisa .']
1951-2000;17754;LRorribilmente.txt;La Repubblica;Carlo Chianura; Dopo la morte di Jean Louis Nater, trovato decapitato nel faro di San Domino, gli inquirenti puntano la loro attenzione sul suo amico.;1987.0;1951-2000;stampa;['trentanove anni , nato a fraunenfeld ma residente a martignj , jean louis nater giaceva da qualche ora  orribilmente  mutilato sotto un cumulo di macerie , all  interno del faro di san domino .']
1951-2000;17768;LRorribilmente.txt;La Repubblica;sconosciuto; Primefilm  Il grande imbroglio  di Cassavetes con Falk e Arkin. ;1987.0;1951-2000;stampa;['lei gli dice che il marito ha una settimana di vita , che soffre  orribilmente  e che lei vorrebbe compiere un atto di eutanasia dichiarandosi però decisa a firmare una polizza sulla vita del coniuge e pronta a dividere con lui i soldi dell  assicurazione .']
1951-2000;18197;LRorribilmente.txt;La Repubblica;Renato Caprile; Assurdo delitto a Mondragone, in provincia di Caserta.;1987.0;1951-2000;stampa;['e alla luce delle fotoelettriche , in un giardino pieno di sterpi , un piccolo corpo  orribilmente  sfigurato si para agli occhi degli investigatori .']
1951-2000;18276;diacorisTimpanaro1.txt;DiaCoris;Sebastiano Timpanaro;Belfagor;1987.0;1951-2000;stampa;"['oggi il comunismo   a chi non si culli nella beata illusione di una vita indefinitamente   tranquilla   della società democratico   liberale , un   illusione , oltretutto , orribilmente   occidentalista   e razzista anche se nutrita da uomini dotti e privatamente onesti   appare più che mai necessario in quanto , altrimenti , non avremo soltanto l   ingiustizia sociale e l   alienazione , ma la fine dell   umanità ; ma non possiamo più considerarlo necessario in quanto il suo avvento sia garantito da una dialettica di matrice hegeliana che , per quanto   riformata   o   capovolta   in senso materialistico , rimane pur sempre una traduzione laica della divina provvidenza']"
1951-2000;18454;LRorribilmente.txt;La Repubblica;Ugo Volli; A Torino la deludente messa in scena di Cobelli del prelibretto che Beaumarchais scrisse per l' opera di Mozart. ;1987.0;1951-2000;stampa;['ha poi suggerito a tutti gli attori un timbro di voce  orribilmente  ingolato   quello , per intenderci , che viene spontaneo a lia tanzi   e ha in genere lasciato che involgarissero tutti molto i loro ruoli .']
1951-2000;19616;LRorribilmente.txt;La Repubblica;Vanna Gazzola Stacchini; In  Storie di bimbe, di donne, di streghe  Elizabeth Gaskell, autrice della nota biografia di Charlotte Bronte, ricostruisce il clima di sospetti e persecuzioni che prese origine dai fatti di Salem. ;1988.0;1951-2000;stampa;"['                                                                                                                      malato e un po  andato di mente , è affettuoso ma muore di lì a poco ; sua moglie è di quelle donne pie e soldatesche , inesorabili garanti della reputazione di famiglia , soprattutto di quella religiosa   è fieramente antipapista   ; il figlio manasseh , cupo personaggio , fanatico , profeta delirante ; la figlia faith , piena di ostilità verso il mondo e soprattutto verso il pastore tappau , che è riuscito a far cacciare il più giovane pastore nolan , di cui lei è innamorata ; e infine la figlia minore prudence , una bambina  orribilmente  maligna , che per attirare su di sé un  attenzione pari a quella che avevano ottenuto hester e abigail , non trova di meglio che fingersi irrigidita come un pezzo di legno e indicare , fra gli spasimi , proprio nella mite e amorevole lois la strega che l  ha in suo potere .']"
1951-2000;19618;LRorribilmente.txt;La Repubblica;JOAN MIRO'; Si apre sabato al Castello di Rivoli una mostra del celebre pittore: ecco che cosa diceva di sé in una conversazione del 1928. ;1988.0;1951-2000;stampa;['soffrii terribilmente ,  orribilmente  , come un condannato .']
1951-2000;19669;LRorribilmente.txt;La Repubblica;Antonio Cederna;UN GRIDO DAL NORD  DELENDA ROMA ...;1988.0;1951-2000;stampa;['e tuttavia in una cosa almeno luigi firpo ha ragione : se non si elimina il traffico dal centro storico , i suoi miasmi ritorneranno a corrodere  orribilmente  i monumenti appena restaurati .']
1951-2000;19706;LRorribilmente.txt;La Repubblica;Elena Guicciardi; Il giovane  terzetto diabolico  ieri davanti alla corte d' assise di Parigi. ;1988.0;1951-2000;stampa;['questi viziava  orribilmente  il suo rampollo , bel ragazzo ma buono a nulla : gli aveva comprato l  alfa romeo , gli passava quindicimila franchi al mese .']
1951-2000;19708;LRorribilmente.txt;La Repubblica;Umberto Rosso; Giocavano a carte sulla spiaggia. ;1988.0;1951-2000;stampa;['tre giovani turiste sono morte sul colpo  orribilmente  schiacciate .']
1951-2000;19738;LRorribilmente.txt;La Repubblica;PIERANGELO MAURIZIO; L' attrice rapinata nella sua casa romana.;1988.0;1951-2000;stampa;"['la legano e la imbavagliano nella camera da letto ; minacciano di ucciderla o di sfregiarla  orribilmente  .']"
1951-2000;19795;LRorribilmente.txt;La Repubblica;Auro Bernardi; Cremona, arrestato col complice che l' aveva aiutato a nascondere il cadavere. ;1988.0;1951-2000;stampa;['prima o dopo il delitto   questo lo appurerà l  autopsia   , spelta infierisce  orribilmente  sul cadavere .']
1951-2000;19809;LRorribilmente.txt;La Repubblica;Lidia Storoni; Riproposto il ventiduesimo canto dell' Iliade, dove Omero racconta la fine di Ettore. ;1988.0;1951-2000;stampa;['ettore è là , armato di lancia e spada , lo scudo imbracciato con la sinistra e sul capo il cimiero che di chiome equine   alto su l  elmo  orribilmente  ondeggia   cito i versi sonanti del monti , nella traduzione del        .']
1951-2000;19836;LRorribilmente.txt;La Repubblica;Pier Giorgio Pinna; Altri due morti nella faida di Oniferi, le vittime sono ora quattordici. ;1988.0;1951-2000;stampa;['i corpi ,  orribilmente  sfigurati , sono stati trovati dai carabinieri soltanto nelle prime ore del mattino .']
1951-2000;19877;LRorribilmente.txt;La Repubblica;r c; Napoli, le donne crivellate dai colpi. ;1988.0;1951-2000;stampa;['napoli giovani , sui    anni , la faccia  orribilmente  sfigurata dai proiettili , supine , le hanno trovate ai margini di un canalone a pochi chilometri dallo svincolo autostradale di contursi terme , nel salernitano .']
1951-2000;19879;LRorribilmente.txt;La Repubblica;Roberto Bianchin; Roberto Succo, 26 anni, ricercato in tutt ' Europa, era il terrore di Lione. ;1988.0;1951-2000;stampa;['condannato a dieci anni di manicomio criminale per l  assassinio dei suoi genitori , maria lamon di    anni e nazario succo di    ,  orribilmente  massacrati a coltellate , roberto era scappato in francia nel maggio dell     , dove ha lasciato una lunga striscia di sangue e di terrore .']
1951-2000;19896;LRorribilmente.txt;La Repubblica;ELPIDIO STORTINI; Senigallia: la donna era sparita in mare con il suo catamarano. ;1988.0;1951-2000;stampa;['ancona il corpo nudo di una giovane donna , con il volto  orribilmente  sfigurato , è stato recuperato a sei miglia dalla costa di senigallia , dall  equipaggio di un motopeschereccio .']
1951-2000;20187;LRorribilmente.txt;La Repubblica;sconosciuto; Massacrato mentre teneva in braccio la figlia. ;1988.0;1951-2000;stampa;['palermo all  ucciardone vincenzo puccio ,  orribilmente  assassinato , scontava soltanto la condanna per associazione mafiosa inflitta al maxi processo .']
1951-2000;21998;LRorribilmente.txt;La Repubblica;p g;SESSANT' ANNI DI DISFATTE LAICHE.;1989.0;1951-2000;stampa;['dicembre      il ministro della pubblica istruzione franca falcucci e il presidente della conferenza episcopale , cardinale ugo poletti , stipulano un  intesa che non stabilisce però che cosa dovranno fare nell  ora di religione quegli alunni che saranno d  ora in poi  orribilmente  chiamati i non avvalentisi , cioè quelli che non intendono avvalersi della facoltà di frequentare un corso di religione cattolica nelle aule della scuola di stato .']
1951-2000;22005;LRorribilmente.txt;La Repubblica;sconosciuto; Una mostra a Londra per il centenario della nascita del mitico Chaplin CARO CHARLOT Negli stessi giorni nasceva anche Hitler. ;1989.0;1951-2000;stampa;['entrambi rispecchiano la realtà dell  uomo comune nella società moderna , ed entrambi lo fanno distorcendola : l  uno in senso positivo , l  altro in senso  orribilmente  negativo .']
1951-2000;22011;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; Fili spinati per non far distruggere gli allevamenti dagli agenti. ;1989.0;1951-2000;stampa;['gli inglesi protestanti che costituiscono la stragrande maggioranza del paese , sono sempre  orribilmente  blasfemi quando si tratta di parlare di san pietro e di tutto il mondo cattolico .']
1951-2000;22012;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; L' editore del Daily Mirror: ' Italia corrotta e politicizzata '. ;1989.0;1951-2000;stampa;['il finanziere a auletta , siglienti , zandano e zurzolo :   il vostro sistema bancario è  orribilmente  marcio   .', 'londra il vostro paese è profondamente corrotto , avete un sistema bancario orribilmente marcio , fare affari in italia è una tortura : tutto è politicizzato .']
1951-2000;22017;LRorribilmente.txt;La Repubblica;sconosciuto; E la polizia cerca il padrino della setta. ;1989.0;1951-2000;stampa;['citta  del messico altri quattro templi dedicati a riti satanici , spaccio e consumo di stupefacenti sono stati trovati a matamoros , la città messicana al confine con gli stati uniti dove nei giorni scorsi , in una fattoria , erano stati scoperti i corpi di    persone  orribilmente  mutilate .']
1951-2000;22021;LRorribilmente.txt;La Repubblica;Franco Scottoni; Roma, i giudici hanno scoperto una rete clandestina.;1989.0;1951-2000;stampa;['c  è da aggiungere un altro aspetto  orribilmente  disumano .']
1951-2000;22022;LRorribilmente.txt;La Repubblica;Paolo Filo Della Torre; Due vittime, 50 feriti.;1989.0;1951-2000;stampa;['ed il corpo del passeggero deceduto era  orribilmente  sfigurato dalle lamiere accartocciate dopo l  urto .']
1951-2000;22098;LRorribilmente.txt;La Repubblica;Oscar Cosulich; Del suo  Tin Toy , primo cartone in computer grafica tridimensionale vincere il premio, ci parla il regista John Lasseter. ;1989.0;1951-2000;stampa;['la sua vita serena è turbata dall  arrivo di billy , un bambino di pochi mesi che , dal punto di vista di tinny , è più mostruoso di king kong , sbava e sbatacchia  orribilmente  tutti i giocattoli che trova sulla sua strada .']
1951-2000;22103;LRorribilmente.txt;La Repubblica;Natalia Aspesi; Ristampate in Francia le  Memorie  di Elisabeth Vigée Le Brun, autric fra Settecento e Ottocento dei ritratti di tutti i maggiori sovrani europei. ;1989.0;1951-2000;stampa;['trovai questa andromaca enorme , perché era  orribilmente  ingrassata .']
1951-2000;25289;LRorribilmente.txt;La Repubblica;Paolo D' Agostini; MYSTFEST '90. ;1990.0;1951-2000;stampa;['piegando il feuilleton romantico , soprattutto nella prima parte , a forzature umoristiche e perfino caricaturali , il regista ex giovane arrabbiato della swinging london ha affidato il vero ruolo da protagonista alla ragazza christine di cui il fantasma si invaghisce   la debuttante teri polo   , mentre l  uomo che abita i sotterranei dell  opéra di parigi che è charles dance , non scoprirà mai , neanche alla fine come lon chaney nella scena che ha fatto tremare una generazione , il suo volto  orribilmente  sfigurato .']
1951-2000;25309;LRorribilmente.txt;La Repubblica;Anna Maria Mori; LA 40 MA EDIZIONE DEL FESTIVAL DI BERLINO. ;1990.0;1951-2000;stampa;['per non parlare dei maschi del film di joffé sulla bomba atomica : tutti e solo  orribilmente  tesi al potere .']
