;doc;source;author;title;year;period;text_type;sentence
8294;GBterribilmente.csv;Gutenberg; Maria S. (Maria Susanna) Cummins;Il lampionaio;1865.0;1851-1900;prosa letteraria;"['un momento a guardarci con curiosità; io, s  intende, non ne facevo caso, ma la mia dama sembrava credere che ne fossi terribilmente mortificato, e, passate alfine tutte quante, ha rilodato il mio  spirito di cortesia : sua espressione favorita.']"
8295;GBterribilmente.csv;Gutenberg; Maria S. (Maria Susanna) Cummins;Il lampionaio;1865.0;1851-1900;prosa letteraria;['la notte è fredda, terribilmente .']
8296;GBterribilmente.csv;Gutenberg; Maria S. (Maria Susanna) Cummins;Il lampionaio;1865.0;1851-1900;prosa letteraria;['e per giunta una persona così terribilmente virtuosa, che tutti sono in obbligo d  idolatrarla, ammirarla e servirla.']
8303;GBterribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;Racconti fantastici;1868.0;1851-1900;prosa letteraria;['era vero  bisognava crederlo  era terribilmente vero!']
8304;LLBersezio1.txt;Liber Liber;Vittorio Bersezio;La carità del prossimo;1868.0;1851-1900;prosa letteraria;"['gli si erano allividite e contratte vieppi le sue guancie, e il suo sguardo non aveva potuto reggere a quello avvampante di gina; ma il furore in lui non era stato tardo a sovraggiungere, si slanci su di lei, la afferr alle braccia, le serr i polsi e scuotendola senza un riguardo, rugg, accostando a quello di lei il suo volto terribilmente impresso dall ira:   sciagurata!', 'era s terribilmente turbato che lisa comprese di botto una suprema sciagura essere avvenuta; venne innanzi al padre bianca pi che cadavere, le labbra illividite, e senza potere articolar parola fiss con ansia il volto del capitano, ponendogli la destra sopra il braccio.']"
8308;GBterribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;Racconti fantastici;1868.0;1851-1900;prosa letteraria;['che vi guardano immobili, che si guardano immobili  quelle delle due lineette che ne troncano inesorabilmente, terribilmente le cime  quell  arco inferiore, sul quale la lettera oscilla e si dondola sogghignando  e nell  interno quel nero,']
8311;BibItTarchetti1.txt;BibIt;Ugo Iginio Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['una cosa mi conforta e mi inorgoglisce, il sentimento della mia freddezza   perché il mio cuore è freddo, terribilmente freddo.']
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['una cosa mi conforta e mi inorgoglisce, il sentimento della mia freddezza  perché il mio cuore è freddo, terribilmente freddo.']
8317;li0211.txt;CLiGS Ro;Giuseppe Garibaldi;Clelia ovvero Il governo dei preti;1870.0;1851-1900;prosa letteraria;"['né qui è tutto   continuò il vecchio corrugando terribilmente la fronte;   quel demonio trasse fuori di tasca una funicella e colla fredda e spietata tranquillità del carnefice che applica la tortura assicurò alle verdi piante le membra della vittima a cui intanto ripeteva:  vedi alba!']"
8328;GBa_randomsample.csv;Gutenberg; Francesco Domenico Guerrazzi;"Pasquale Paoli; ossia, la rotta di Ponte Nuovo";1872.0;1851-1900;prosa letteraria;"[', e colà messo su in fretta alcune trincere faceva mostra di finire quanti si attentassero di avventurarci il piede: e poichè nei francesi non è per certo l  ardire quello che manca, ci si provarono, e non una volta, nè due: però toccarono troppi morti per non invilirsi; al fiume non avevano avvertito molto; che sguazzarlo mentre lo cavalcava un ponte parve inonorato; adesso lo arieno fatto più che volentieri, ma lo videro terribilmente gonfio, nè minacciatore di morte meno sicura, che il ponte; e il tempo a deliberare stringeva; perchè dai parapetti c rsi fioccavano moschettate fitte come grandine.']"
8329;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Traduzioni;1872.0;1851-1900;prosa letteraria;['batte terribilmente il messo della giustizia, più terribilmente il mio cuore.']
8330;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. I;1872.0;1851-1900;prosa letteraria;['la barbarie dilaga terribilmente e ci trascina tutti senza che quasi ce ne accorgiamo.']
8331;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;"Pasquale Paoli; ossia, la rotta di Ponte Nuovo";1872.0;1851-1900;prosa letteraria;['là su quel vertice, benchè il fiato gli uscisse affannoso dal petto e le tempie e i polsi gli battessero terribilmente , altobello volse gli occhi dintorno per contemplare lo spettacolo che gli si parava davanti.']
8332;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Lo assedio di Roma;1872.0;1851-1900;prosa letteraria;"['dignità di assioma nella scienza ha voluto aggravare la tassa del caffè, del tè, e degli spiriti, e tre vide percossa terribilmente questa rendita della finanza; nella sola irlanda scapitò l  erario centodiciassette milioni, e']"
8333;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;La battaglia di Benevento: Storia del secolo XIII;1872.0;1851-1900;prosa letteraria;['non rammentarli, mi risponde terribilmente berardo, tu ne sei diventato indegno dal momento che ti facesti traditore.']
8334;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;"Pasquale Paoli; ossia, la rotta di Ponte Nuovo";1872.0;1851-1900;prosa letteraria;"['; che sguazzarlo mentre lo cavalcava un ponte parve inonorato; adesso lo arieno fatto più che volentieri, ma lo videro terribilmente gonfio, nè minacciatore di morte meno sicura, che il ponte; e il tempo a deliberare stringeva; perchè dai parapetti']"
8335;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Paolo Pelliccioni, Volume 2 (of 2);1872.0;1851-1900;prosa letteraria;"['sempre grondante sangue cagliato, con le chiome grommose; ma poi mutata vicenda toccò al capo di tuda comparire terribilmente miserabile, mentre la testa del prete guercino si affacciava ora con la sua bella chierica candida come fiore di latte,']"
8336;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. III;1872.0;1851-1900;prosa letteraria;['la solennità dell  ora, la voce terribilmente arcana delle acque, anche quando addormentate respirano, la distesa dei cieli, la dimostrazione parlante, continua']
8337;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. IV;1872.0;1851-1900;prosa letteraria;"[', trassero fuori delle tasche il bowieknife, ovvero _coltello piegatoio_, che gli americani maneggiano con maestria terribilmente celebre: non era tempo di gingillarsi cotesto; però filippo e curio, recatesi in mano le rivoltelle a sei colpi, le']"
8338;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. IV;1872.0;1851-1900;prosa letteraria;"['alla fine liberano da morte sicura la bianca, terribilmente malconcia; aveva gli occhi fuori come gatto arrabbiato; le impronte sanguigne intorno al collo le durarono più di un']"
8339;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. II;1872.0;1851-1900;prosa letteraria;['tardi questo essere stato astuto consiglio per ispossarmi: cessato che io mi ebbi di parlare, ella, ineccitabile, a me terribilmente palpitante rispose in questi accenti:   arria non ha potuto resistere alla voce che le venne dal paradiso di']
8340;GBfare_randomsample.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 2;1872.0;1851-1900;prosa letteraria;['appena cessarono di farsi udire le trombe che avevan sonata la partenza d  un reggimento, un nuovo squillo dall  altra parte annunziava terribilmente l  arrivo di altra simile, anzi peggiore brigata.']
8341;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;I promessi sposi. Opere di Alessando Manzoni, vol. 1;1872.0;1851-1900;prosa letteraria;[', l  innominato pensò subito a rispondere a questa che s  era fatta lui stesso, o piuttosto quel nuovo lui, che cresciuto terribilmente a un tratto, sorgeva come a giudicare l  antico.']
8342;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 2;1872.0;1851-1900;prosa letteraria;['a porsi a canto una parete, tenendo colla destra il cane e il grilletto, colla sinistra la canna d  una sua carabina, terribilmente famosa al pari di lui.']
8354;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Traduzioni;1872.0;1851-1900;prosa letteraria;['batte terribilmente il messo della giustizia, più terribilmente il mio cuore.']
8355;GBterribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Traduzioni;1872.0;1851-1900;prosa letteraria;['qual cosa rompe l  aere silenzioso così forsennatamente squillante, così terribilmente selvaggio?']
8356;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 2;1872.0;1851-1900;prosa letteraria;"['che lo traggono a disperare, e l  altro che gli arresta la mano; tutta quella notte infine offrono un tal che di sì terribilmente vero, misterioso e solenne, che a noi sembra poco il dire che negli altri lavori di simil genere non v  ha brano che possa']"
8357;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 2;1872.0;1851-1900;prosa letteraria;"['era terribilmente in forse di fermo: agnese non le aveva potuto dire se non quello ch  ella stessa sapeva confusamente; che fermo, cioè,']"
8358;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 2;1872.0;1851-1900;prosa letteraria;['di farsi udire le trombe che avevan sonata la partenza d  un reggimento, un nuovo squillo dall  altra parte annunziava terribilmente l  arrivo di altra simile, anzi peggiore brigata.']
8359;GBterribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 1;1872.0;1851-1900;prosa letteraria;"['contegno sentiva talvolta orrore e disprezzo, ne riceveva una specie di scandalo; ma questi sentimenti ricadevano terribilmente su la sua coscienza, perchè ad ogni volta geltrude era costretta a ricordarsi che dessa era quella che aveva fatto far']"
8435;GBterribilmente.csv;Gutenberg; Niccolò Tommaseo;Il segreto dei fatti palesi seguiti nel 1859;1873.0;1851-1900;prosa letteraria;['qui la risposta è terribilmente facile e pronta: può perchè può.']
8437;GBterribilmente.csv;Gutenberg; Niccolò Tommaseo;Il segreto dei fatti palesi seguiti nel 1859;1873.0;1851-1900;prosa letteraria;['la soluzione da taluni proposta concilia molte contrarietà, che la guerra non potrebbe se non più terribilmente aggravare.']
8440;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['; quell  intimazione del termine perentorio di tre dì, cui a tutta prima non aveva posto mente, ora le sconvolse l  animo terribilmente , ora che, misurate le distanze gli parve essere difficile che in tre giorni, senza una gran sollecitudine, il']"
8442;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['e di congiungerla al palavicino, tanto la prima che questa volta fece nascere in lei delle vaghe speranze, ella era così terribilmente oppressa, così insopportabile era la ragione di sua vita, che non le parea vero non volesse iddio prepararle un']
8444;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['il lautrec era terribilmente abbattuto.']
8445;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['ogni gioconda esaltazione era in lei cessata; le parole di manfredo la percossero terribilmente , quantunque non le potesse comprendere.']"
8446;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['a un miglio dalle mura, pensò bene di liberarnelo, ma ebbe a sgomentarsi terribilmente , vedendo ch  esso era livido e non dava parole.']
8447;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['odioso, che ad arrovesciargli l  animo non v  era cosa più pronta che nominargli quel ma l  anno      fu per lui ben più terribilmente memorabile.']
8448;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['le nozze imminenti le richiamavano le prime, poi le seconde che s  erano tanto terribilmente interrotte; gl  insistenti rimorsi, come da lontano, facevano sentire la loro voce; il timore del lautrec tornava a']"
8449;GBterribilmente.csv;Gutenberg; Emilio Praga;Memorie del Presbiterio: Scene di Provincia;1874.0;1851-1900;prosa letteraria;['e quello del medico, corrucciato prima terribilmente , poscia d  un subito rassegnato:  pur troppo!']
8453;LLGhislanzoni11.txt;Liber Liber;Antonio Ghislanzoni;Racconti politici;1876.0;1851-1900;prosa letteraria;"['poich tutto vuoi sapere, ti dir tutto; e giudicherai se la mia posizione non sia terribilmente dolorosa, se io non m abbia ragione d essere stanco della vita!']"
8464;LLSerao1.txt;Liber Liber;Matilde Serao;Leggende napoletane;1881.0;1851-1900;prosa letteraria;['infelicissimo, terribilmente doloroso il primo.']
8471;GBterribilmente.csv;Gutenberg; Ambrogio Bazzero;Ugo: Scene del secolo X;1881.0;1851-1900;prosa letteraria;['lo squassa terribilmente .']
8472;GBterribilmente.csv;Gutenberg; Ambrogio Bazzero;Ugo: Scene del secolo X;1881.0;1851-1900;prosa letteraria;['imprecò terribilmente ugo.']
8473;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['ma si scosse terribilmente quando poté avere un punto d  appoggio sullo straniero, come vedremo in seguito.']
8474;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['cercando di ridurmi a mente gli oggetti che contenevano le carte sequestrate, fui terribilmente addolorato quando mi sovvenne che in roma nel     , quando successero gli sconvolgimenti di vienna, io d  accordo con']
8476;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['credevasi, era sulle mosse per ritornarsene a roma, quando un fatto per sé stesso non grave cambiò d  improvviso e terribilmente la condizione delle cose.']
8479;GBterribilmente.csv;Gutenberg; Giuseppe Garibaldi;Clelia: Il governo dei preti - Romanzo storico politico;1881.0;1851-1900;prosa letteraria;"['né qui è tutto  continuò il vecchio corrugando terribilmente la fronte;  quel demonio trasse fuori di tasca una funicella e colla fredda e spietata tranquillità del carnefice che']"
8484;diacorisPraga1.txt;DiaCoris;Emilio Praga;Memorie del presbiterio. Scene di provincia;1881.0;1851-1900;prosa letteraria;['e quello del medico , corrucciato prima terribilmente , poscia d   un subito rassegnato :   pur troppo !']
8488;GBterribilmente.csv;Gutenberg; Alberto Mario;La camicia rossa: Episodi - Terza edizione riveduta e corretta;1882.0;1851-1900;prosa letteraria;['e udii storie pietose di domestici lutti incredibili e ignorati, perchè la mano di ferdinando ii arrivava terribilmente ove l  occhio sempre non arrivava.']
8492;ITBI1623.txt;ELTeC;Boito Camillo;Senso;1883.0;1851-1900;prosa letteraria;"['la lettera mi lasciò sconcertata e disgustata, così mi parve volgare; ma poi, nel tornarvi su, a poco a poco mi persuasi che il tono in cui era scritta fosse affettatamente leggiero e gaio, e che l amante avesse fatto un crudele, ma nobilissimo sforzo nel contenere l impeto del suo cuore, tanto per non gettare nuova esca nella mia passione, che era già un incendio, e per quietarmi un poco l animo, ch egli sapeva terribilmente ansioso.']"
8495;BibItBoito1.txt;BibIt;Camillo Boito;Senso. Nuove storielle vane;1883.0;1851-1900;prosa letteraria;"['il prete pigliò la lettera, la guardò; le dita gli bruciavano, le mani gli tremavano; una visione terribilmente allettevole di donna mezza nuda gli passò nella fantasia, e gli parve di udire nelle orecchie l eco seducente e paurosa di una voce che bisbigliasse: datemi il vostro amore, don giuseppe, il vostro amore!', 'è l angelo buono   mormorò, e questo pensiero gli richiamò nella fantasia con la rapidità del fulmine l angelo cattivo, il demonio terribilmente bello: allora, scoperto dal drappo verde sdruscito il volto sanguinoso del cristo che teneva sotto l ascella, gli impresse un bacio disperato, come se invocasse da quel legno la propria salvezza.', 'la lettera mi lasciò sconcertata e disgustata, così mi parve volgare; ma poi, nel tornarvi su, a poco a poco mi persuasi che il tono in cui era scritta fosse affettatamente leggiero e gaio, e che l amante avesse fatto un crudele, ma nobilissimo sforzo nel contenere l impeto del suo cuore, tanto per non gettare nuova esca nella mia passione, che era già un incendio, e per quietarmi un poco l animo, ch egli sapeva terribilmente ansioso.']"
8496;diacorisMemini1.txt;DiaCoris;Memini;Mia;1884.0;1851-1900;prosa letteraria;"['alla sera di quel giorno memorabile , il signor damelli , terribilmente imbrogliato e coll   aria d   un cane che ha lasciata scappar la lepre , si presentò al cospetto del signor duca .', 'ora , la semplicità nella donna , era cosa affatto nuova per giuliano ; egli la confondeva facilmente colla povertà e mentre trovava che l   amore d   una cara e ingenua donnina era pur qualcosa di terribilmente elementare , non gli veniva mai la voglia o la curiosità di studiare le profondità possibili e i probabili congegni di questo sentimento elementare .', 'milla era terribilmente impacciata nella sua lunghissima gonnella di amazzone , e non sapeva raccapezzarsi in nulla .']"
8507;LLCollodi3.txt;Liber Liber;Carlo Collodi;Storie allegre;1885.0;1851-1900;prosa letteraria;['aveva in piedi le sue scarpettine scollate e portava la testa ritta e impalata, perch il fazzoletto da collo, moltissimo inamidato, gli segava terribilmente la gola.']
8509;GBterribilmente.csv;Gutenberg; Caterina Percoto;Racconti;1886.0;1851-1900;prosa letteraria;"['la sola religione potè indurre questa a non negarle soccorso; ma era uno sforzo di virtù, a cui il cuore terribilmente ripugnava, e il beneficio stesso, fatto senza affetto, senza nessuna compassione, diveniva tanto amaro, che pareva']"
8510;GBterribilmente.csv;Gutenberg; Caterina Percoto;Racconti;1886.0;1851-1900;prosa letteraria;['nella sua camera, quelle robe di lei le stavano lì negli occhi come un vivente rimorso, e le facevano passare le notti terribilmente insonni.']
8511;LLChelli2.txt;Liber Liber;Gaetano Carlo Chelli;Fabia;1886.0;1851-1900;prosa letteraria;['certo, la era terribilmente pallida ed il solo vederla avrebbe provato come il suo cuore fosse ormai familiare ad ogni maniera di affanno.']
8515;Teatro.V.28.Testo.txt;MIDIA;Arrigo Boito;Otello;1887.0;1851-1900;teatro;['otello  ergendosi e rivolto alla folla, terribilmente   fuggite!']
8522;diacorisVerdinois1.txt;DiaCoris;Federigo Verdinois (traduttore) / C. Dickens;Canticvo di Natale;1888.0;1851-1900;prosa letteraria;['anzi il nostro scrooge , che per verità il triste evento non aveva fatto terribilmente spasimare , si mostrò sottile uomo d   affari il giorno stesso dei funerali e lo solennizzò con un negozio co   fiocchi .', 'udendo queste parole , lo spettro mise un altro strido e così terribilmente fece suonar la catena nel silenzio della notte , che la guardia avrebbe avuto ragione di multarlo come disturbatore notturno .', 'indietreggiò dal terrore , perché la scena era mutata ed ei toccava quasi un letto , un letto nudo , senza cortinaggio , sul quale , sotto un lenzuolo sdrucito , giaceva qualche cosa d   avviluppato , il cui silenzio stesso parlava terribilmente .']
8530;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['io era terribilmente triste.']
8534;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['ma la corda penetrava nella carne ai polsi e martorizzava terribilmente le cavicchie.']
8535;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['dopo aver terribilmente chiusi i denti fino a smussarli, egli aperse la bocca come un antro.']
8536;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;['sergio la seguì degli occhi, aggrottando terribilmente le sopracciglia, e sclamò lentamente:   se avessi potuto dubitare ancora, questa parola sarebbe bastata per']
8537;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['essi non ignoravano i rumori che correvano sull  assassinio della contessa, gli ordini di francesco iv sì terribilmente motivati.']
8538;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. II;1889.0;1851-1900;prosa letteraria;['diede in un grido ed accompagnata dai vicini che le facevano visita, si avanzò verso il rabbì che mi parve terribilmente preoccupato.']
8542;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['incontravo sui margini delle strade dei gruppi di giovani, che ritornavano dall  esercito, laceri, dimagriti, terribilmente consumati dalla febbre, tremanti sotto un sole pesante, denso, giallastro, che divorava tutto ciò che toccava,']
8543;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['arrivavano dunque terribilmente affamati ed esasperati da un digiuno di due mesi.']
8548;diacorisCapuana1.txt;DiaCoris;Luigi Capuana;Giacinta;1889.0;1851-1900;prosa letteraria;['la sua fanciullezza abbandonata le si aggravava sul cuore terribilmente , coi piú vivi particolari , rimescolandola tutta .', 'lottava dentro di sé , terribilmente .', 'e mentre la gentile figura d   elvira gli sorrideva pietosamente nella fantasia , come una bella visione inondata di mite luce argentea , ecco l   altra , quella di giacinta , che gli si piantava di faccia , muta , senza un gesto , terribilmente irta di rimproveri     che colpa n   aveva lui ?']
8549;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. I;1889.0;1851-1900;prosa letteraria;['alzando il capo, vidi nel vano della porta pilato in piedi, gli occhi fissi e divaricati, terribilmente pallido, immobile.']
8550;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. I;1889.0;1851-1900;prosa letteraria;['quando il suo liberto spagnuolo venne ad annunziargli che sua moglie toccava le mura di gerusalemme, pilato era terribilmente occupato.']
8552;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['eravamo scossi terribilmente .']
8554;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I moribondi del Palazzo Carignano;1889.0;1851-1900;prosa letteraria;['il suo naso terribilmente rosso  diventava un carbone infiammato per beatitudine.']
8555;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Concilio;1889.0;1851-1900;prosa letteraria;['essi erano già stati terribilmente trattati al concilio di reims       , in cui s. bernardo, divinamente feroce, aveva fatto condannare gilberto de la']
8557;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;[', a sua volta, anch  essa in furore, si metteva in moto di un sol pezzo, di un sol tratto, brontolava sordamente e poi terribilmente , si screpolava, si fiaccava, e delle montagne, sollevate dalle onde, portate sul loro dorso, solcavano lo spazio,']
8559;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['lì, una siepe spessa, terribilmente irta di ronchi, mi concesse un ricovero.']
8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;['il cronometro del sergente è terribilmente in ritardo.']
8565;GBterribilmente.csv;Gutenberg; Ferdinand Gregorovius;Passeggiate per l''Italia, vol. 2;1890.0;1851-1900;prosa letteraria;['di cose durò fino all  anno     , nel quale gli abati, sino allora arbitri della forza e giurisdizione feudale, e di essa terribilmente armati, perdettero anche questo diritto.']
8585;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;AbrakadabraL Storia dell''avvenire;1892.0;1851-1900;prosa letteraria;['quell  uomo era il nembo che si condensa per esplodere terribilmente .']
8587;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;Racconti politici;1892.0;1851-1900;prosa letteraria;"['poichè tutto vuoi sapere, ti dirò tutto; e giudicherai se la mia posizione non sia terribilmente dolorosa, se io non m  abbia ragione d  essere stanco della vita!']"
8589;BibItArdigo1.txt;BibIt;Roberto Ardigò;La morale dei positivisti;1892.0;1851-1900;espositivo;"['e così è tolta via anche l obiezione terribilmente speciosa, mossa contro il positivismo dai metafisici; i quali argomentano dal principio, che all atto morale è essenziale il carattere della responsabilità.']"
8594;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;Libro segreto;1892.0;1851-1900;prosa letteraria;['la leonessa ferita ruggì terribilmente , e tutta l  assemblea mascolina n  ebbe terrore.']
8595;GBterribilmente.csv;Gutenberg; Michele Lessona;Carlo Darwin;1893.0;1851-1900;prosa letteraria;['la giornata, dice egli, era terribilmente calda, e nello attraversare i boschi ogni cosa era immobile, tranne le grandi e splendide farfalle che svolazzavano']
