;doc;source;author;title;year;period;text_type;sentence
7602;GBorribilmente.csv;Gutenberg;Viaggi di Ali Bey el-Abbassi in Africa ed in Asia Ali Bey; v. 3;1817.0;1801-1850;prosa letteraria;"['di far acquisto di un corano scritto alla mecca; ma difficilmente se ne trovano, ed anche trovandone, sono così orribilmente scritti, e scorretti, che non possono valere ad alcun uso.']"
7605;BibItFoscolo24.txt;BibIt;Ugo Foscolo;Epoche della lingua italiana;1819.0;1801-1850;espositivo;['il breve trattato che quel filosofo lasciò, non saprei dire se compito o abbozzato, sulla poesia essendo stato da lui scritto con oscurissima brevità, ed essendo inoltre arrivato a  nostri avi orribilmente sfigurato dagli anni, fu opportunissimo all intento de  critici di fondare un codice di leggi per incatenare il genio, e per giudicare i poeti.']
7606;BibItLeopardi42.txt;BibIt;Giacomo Leopardi;Il Diluvio Universale;1820.0;1801-1850;poesia;"['il ciglio infosca, col possente braccio tende l arco di foco, e balenando tutte del suo furor l ardenti freccie orribilmente scuote; alto dolore il cuor gli preme, e l uomo iniquo, e stolto quasi gli spiace aver tratto dal nulla.', 'così talor de  folgori di guerra, che in ferrei globi il cavo bronzo scaglia il misto s ode rimbombar suonante, ch orribilmente sovra il cor piombando la pavid alma di terror percuote.']"
7612;BibItLeopardi6.txt;BibIt;Giacomo Leopardi;Discorso di un italiano intorno alla poesia romantica;1820.0;1801-1850;espositivo;"['e oltrechè l imitazione dell incivilimento e dell arte a petto all imitazione della natura è soprammodo grossolana per se medesima, e perciò meglio atta a fare impressione in quei cuori e in quelle immaginative, i romantici poi, cercando avidamente, e scegliendo con infinito amore le cose straordinarie e pellegrine, e le sterminatezze e gli eccessi anche dove imitano veramente la natura, menano a quelle fantasie manrovesci tali che la crosta ch hanno dintorno, per dura che sia, non ci può reggere che non ne sbalzi via qualche pezzo, restandone scoperto il vivo, o più tosto, quantunque gli oggetti sieno lontani, tuttavia con quelle stranezze a marcia forza le spoltroniscono, e comechè sia ce le tirano: onde quelle immaginazioni che resistono eccellentemente ai sospiri d un poeta tenero e infelice per una donna di avignone, non può far che non cedano tanto o quanto ai ruggiti d un assassino per una turca; e chi non batte palpebra se il poeta proccura di mostrargli una riga di sangue sul petto d un guerriero giovane e valoroso, è forza che dia segni di vita allo spettacolo d un soldato ubbriaco, sfondato e sviscerato da una palla di cannone; e chi non piega punto il viso a un collicello verde e battuto dal sole, bisogna pure che di filo dia qualche occhiata a una gran roccia stagliata e nuda che sporge al fianco d una montagna, e pende orribilmente sopra un abisso cupo non so quante miglia.']"
7613;BibItLeopardi44.txt;BibIt;Giacomo Leopardi;Il trionfo della Croce;1820.0;1801-1850;poesia;['maledetto, intuonano orribilmente i sacerdoti volgendo all hebal la fronte, maledetto lo sprezzator dei divini precetti, maledetto l amator di sangue, maledetto l empio, l adultero, l ingiusto.']
7615;BibItLeopardi38.txt;BibIt;Giacomo Leopardi;Guerra de' topi e delle rane (1821-1822);1821.0;1801-1850;poesia;"['disse, e giove acconsente e un dardo afferra; avventa prima il tuon ch assordi e scota da  più robusti cardini la terra; indi lo strale orribilmente rota, lo scaglia, e fu quel campo in un momento pien di confusione e di spavento.']"
7616;GBorribilmente.csv;Gutenberg; Ann Ward Radcliffe;I misteri del castello d''Udolfo, vol. 1;1822.0;1801-1850;prosa letteraria;"['e si mise a correre senza aspettar risposta; ma sant  aubert lo richiamò dicendogli:  io sono orribilmente stanco, ho bisogno di pronto riposo; andiamo tutti al convento; il vostro robusto aspetto sventerebbe i nostri']"
7617;GBorribilmente.csv;Gutenberg; Ann Ward Radcliffe;I misteri del castello d''Udolfo, vol. 4;1822.0;1801-1850;prosa letteraria;"['disse il primo, bestemmiando orribilmente ;  andrebbero a dire ciò che abbiamo fatto dei loro padroni, verrebbero le truppe reali, e ci trarrebbero al supplizio.']"
7658;BibItLeopardi39.txt;BibIt;Giacomo Leopardi;Guerra dei topi e delle rane (1826);1826.0;1801-1850;poesia;"['disse; e giove acconsente, e un dardo afferra: avventa prima il tuon, ch assordi e scota e trabalzi da  cardini la terra; indi lo strale orribilmente rota; lo scaglia; e fu quel campo in un momento pien di confusione e di spavento.']"
7659;BibItFoscolo9.txt;BibIt;Ugo Foscolo;Della poesia lirica;1827.0;1801-1850;espositivo;['a la feral confus on succede spaventoso silenzio, e sol di fumo di polve e di faville immensa nube e formidabil ombra l ampie ruine orribilmente ingombra.']
7660;BibItMonti6.txt;BibIt;Vincenzo Monti;Le poesie liriche;1828.0;1801-1850;poesia;"['di fè quindi più degna cosa vi torna il comparir d orrendo spettro sul dorso di corsier morello venuto a via portar nel pianto eterno disperata d amor cieca donzella; che, abbracciar si credendo il suo diletto, stringe uno scheltro spaventoso armato d un oriuolo a polve e d una ronca; mentre a raggio di luna oscene larve danzano a tondo, e orribilmente urlando gridano   pazienza, pazienza.']"
7851;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia della Guerra della Independenza degli Stati Uniti di America, vol. 3;1836.0;1801-1850;prosa letteraria;"['dal forte arma poi sino a quel d  edoardo  distanza non maggiore di sedici miglia , la contrada è di per sè stessa orribilmente aspra, deserta e selvaggia; il suolo rotto ed ineguale tramezzato da spessi torrenti, e da profonde e larghe paludi.']"
7881;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo V;1836.0;1801-1850;prosa letteraria;"['certo i soldati napoleonici difesero ragusi, dico la città, perciocchè i montenegrini orribilmente saccheggiavano il territorio; ma napoleone spense la repubblica congiungendola all  italico regno; singolar modo']"
7888;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo IV;1836.0;1801-1850;prosa letteraria;[', e del monte oliveto, partorivano uno strepito tale, che e corfù tutta ne era intronata, e le vicine coste dell  epiro orribilmente echeggiavano.']
7890;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia della Guerra della Independenza degli Stati Uniti di America, vol. 2;1836.0;1801-1850;prosa letteraria;['in questo mezzo la battaglia si era sboglientata orribilmente tra le altre quattro navi ed il forte, il fulmine dopo di aver gettato meglio di sessanta bombe, si trovò talmente']
7894;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo II;1836.0;1801-1850;prosa letteraria;"['garreau: essere i soldati senza scarpe, senza presto, senz  abiti; gli ospedali penuriosissimi; giacere i feriti orribilmente nudi sulla nuda terra; pure essersi testè trovati quattro milioni in livorno; essere in pronto merci di gran valore a']"
7895;GBorribilmente.csv;Gutenberg; Giacomo Leopardi;I Canti;1836.0;1801-1850;prosa letteraria;"['rugghiando orribilmente e senza posa; e cresceva la pioggia e la bufera.']"
7896;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia della Guerra della Independenza degli Stati Uniti di America, vol. 4;1836.0;1801-1850;prosa letteraria;['battaglia, che già da dieci ore durava, nissuna sembianza faceva di volersi piegare e tuttavia continuava a tronare orribilmente ed a rispondere da ogni parte.']
7897;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo VI;1836.0;1801-1850;prosa letteraria;['fuvvi chi ebbe le membra tirate dalla colla orribilmente , e chi la pelle tagliata fino al cranio da funicelle strettissimamente avvinte.']
7899;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo III;1836.0;1801-1850;prosa letteraria;['viva il popolo, incontratosi in una folla di carbonari, e non sapendo più oltre, diede tal grido, e ne fu malconcio orribilmente .']
7902;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo I;1836.0;1801-1850;prosa letteraria;[', pel lume sinistro che spandevano ad ora ad ora le artiglierìe, e per l  eco, che in quelle cave montagne rispondeva orribilmente da vicino e da lontano al rimbombar loro così spesso, e così strepitoso.']
7904;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo V;1836.0;1801-1850;prosa letteraria;['non potevano restar capaci del come un esercito intero con tutti gl  impedimenti avesse potuto farsi strada per luoghi orribilmente disordinati da sconvolgimenti antichi, e potentemente chiusi da perpetui rigori d  inverno.']
7907;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo IV;1836.0;1801-1850;prosa letteraria;['a fuoco lento arsi, altri gettati a furia a rompersi sugli scogli, altri precipitati nelle profonde valli, altri orribilmente mutilati e lasciati vivere di una vita peggiore che la morte.']
7911;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia d''Italia dal 1789 al 1814, tomo II;1836.0;1801-1850;prosa letteraria;['tempo di far passaggio dall  avarizia degl  involatori al furore degli armati: incominciarono le armi a suonare più orribilmente che prima sulle italiane terre.']
7915;GBorribilmente.csv;Gutenberg; Carlo Botta;Storia della Guerra della Independenza degli Stati Uniti di America, vol. 3;1836.0;1801-1850;prosa letteraria;['mentre deliberavano le palle nemiche frullando orribilmente , andavano qua e là traforando la tenda, dove si teneva il consiglio.']
7924;GBorribilmente.csv;Gutenberg; Defendente Sacchi;La pianta dei sospiri: con alcuni cenni su la vita e su le opere dell''autore;1839.0;1801-1850;prosa letteraria;['guidone che gemea sulla sorte del figlio e ne fremea orribilmente in suono di pietà e di rabbia, vedendolo improvvisamente libero, e stringendolo fra le sue braccia, pianse di paterno']
8175;Poesia.V.5.Testo.txt;MIDIA;Giovanni Prati;Edmenegarda;1842.0;1801-1850;poesia;['un istante     che allentato si fosse il tempestoso     urto di quella ebbrezza, avria sentito     tremar sotto gli amplessi orribilmente     le colpevoli membra, e sotto i baci     farsi di gelo la convulsa bocca.']
8184;GBorribilmente.csv;Gutenberg; Carlo Bianco;Della guerra nazionale d''insurrezione per bande, applicata all''Italia: Trattato dedicato ai buoni Italiani da un amico del Paese;1842.0;1801-1850;prosa letteraria;"['per tutto il tempo della campagna non si spoliano mai, nè si mutano la camicia; sono quindi orribilmente sucidi.']"
8202;BibItGioberti1.txt;BibIt;Vincenzo Gioberti;Del primato morale e civile degli Italiani;1843.0;1801-1850;espositivo;"['io credo ancora che, atteso l intima parentela dell estetica e dell immaginazione colle altre facoltà dell animo umano, quel correre quasi continuo sulle onde velivole, e non veder altro che mare e terra contribuisca ad aggrandire il cuore e la mente; perché si può dir che i nocchieri vivono in mezzo al sublime matematico, e come gli alpigiani accasati sulle aeree creste dei monti, hanno assiduamente dinanzi agli occhi una scena amplissima, che richiama allo spirito l idea dell infinito; e quando l oceano infuria agitato, ed entra orribilmente in rotta per la forza delle bufere e l impeto degli uragani, lo spettacolo che ne risulta tocca il più alto segno del sublime dinamico.']"
8203;LLAmari1.txt;Liber Liber;Michele Amari;La guerra del Vespro siciliano;1843.0;1801-1850;espositivo;"['vinto corradino, il dicemmo, orribilmente vendicavasi il re; ma al superbo animo non bastava.', 'dall una banda il dirupo e il fiume; dall altra corre infino a citt la pianura, la quale in oggi ingombrasi per gran tratto di muri e d orti, e un chiuso, negro di cipressi, tutto scavato di tombe, e sparso d urne e di lapidi rinserra la chiesa con giusto spazio in quadro; cimitero pubblico, che si costru al cader del decimottavo secolo, e la dura      pestilenza del milleottocentotrentasette, esiziale a sicilia, in tre settimane orribilmente il colm.', 'ripartirono; ma soffi s atroce il tre dicembre, che la flotta tra sardegna e le baleari e su per lo golfo del lione per tre d orribilmente fortuneggiava.', 'il montaner, che nella sua memoria confuse orribilmente la cronologia di questo periodo del regno di giacomo in sicilia, porta la tempesta sofferta dall armata siciliana nel      o     , con manifesto anacronismo.']"
8206;LLBarla2.txt;Liber Liber;Teofilo Barla;Lettere a mamma Margherita;1848.0;1801-1850;personale;['nell istesso giorno, fattasi notte, ugo maccagno precipitò se medesimo dalle finestre del dormitorio delle regie cucine e agli appropinquatisi a lui al fine di dissuaderlo dall insano gesto il derelitto asserì che non eravi nulla da temere inquantochè egli era in grado di volare al pari di pipistrello ma ahimè, in luogo di librarsi per l aere e ascendere, poscia pochi istanti egli giaccue al suolo orribilmente sfracellato al pari di un novello icaro.']
8223;LLBelgioioso4.txt;Liber Liber;Cristina Belgioioso;La vita intima e la vita nomade in Oriente;1849.0;1801-1850;personale;"['l indomani ricevetti la visita della principale sposa del patriarca; era un bel donnone, ma orribilmente impiastricciata di rosso e di nero; vi sarà stato anche del bianco, ma non lo si vedeva.']"
