;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
8298;GBorribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;"Racconti umoristici: In cerca di morte; Re per ventiquattrore";1868.0;1851-1900;prosa letteraria;['parevano fatti per afferrare, per mordere, per lacerare la carne viva, palpitante  davano ai loro visi un  apparenza orribilmente ferina.'];orribilmente ferino;sie schienen dazu geschaffen zu sein, das lebendige, pochende Fleisch zu packen, zu beißen, zu zerreißen, sie gaben ihren Gesichtern ein schrecklich wildes Aussehen;CU
8299;GBorribilmente.csv;Gutenberg; Giovanni Cairoli;Villa Glori - Ricordi ed aneddoti dell''autunno 1867;1868.0;1851-1900;prosa letteraria;['pallido in viso e macchiato orribilmente di sangue che era colato dalla testa fasciata con un cencio e coperta da un cappellaccio.'];macchiare orribilmente;blass im Gesicht und schrecklich blutbefleckt, das von dem mit einem Lappen verbundenen und mit einem Hut bedeckten Kopf getropft war;CU
8302;GBorribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;"Racconti umoristici: In cerca di morte; Re per ventiquattrore";1868.0;1851-1900;prosa letteraria;"['maestà reale, ma era molto se non attentavano essi medesimi alla mia vita; quando intesi che il tumulto popolare andava orribilmente crescendo, e che i denti bianchi erano già penetrati in alcune sale della reggia, deliberai di cercare salvezza nella']";orribilmente crescere;"...aber es war viel, wenn sie nicht selbst mein Leben versuchten; als ich verstand, dass der Volksaufruhr fürchterlich zunahm und die weißen Zähne bereits in einige Räume des Palastes eingedrungen waren, beschloss ich, im Palast mein Heil zu suchen";BU
8304;LLBersezio1.txt;Liber Liber;Vittorio Bersezio;La carità del prossimo;1868.0;1851-1900;prosa letteraria;['orsacchio l afferr per le due braccia, la tir violentemente a s, la strinse riluttante al suo petto, le pose innanzi al volto il suo orribilmente contratto, e con accento crudelissimo le disse spiccato:   s. .'];orribilmente contratto;Orsacchio packte sie an den beiden Armen, zog sie heftig an sich, drückte sie widerwillig an ihre Brust, hielt ihr sein schrecklich zusammengezogenes Gesicht vors Gesicht und sprach sie mit dem grausamsten Akzent scharf an;CU
8305;GBorribilmente.csv;Gutenberg; Giovanni Cairoli;Villa Glori - Ricordi ed aneddoti dell''autunno 1867;1868.0;1851-1900;prosa letteraria;['due giorni interi spasimò orribilmente , aggomitolandosi e distendendosi, contraendo convulsivamente i muscoli del volto ad un terribile sorriso'];spasimare orribilmente;Zwei volle Tage lang verkrampfte er sich fürchterlich, rollte sich zusammen und entspannte sich, krampfhaft spannte er die Muskeln seines Gesichts zu einem schrecklichen Lächeln an;CU
8306;GBorribilmente.csv;Gutenberg; Iginio Ugo Tarchetti;"Racconti umoristici: In cerca di morte; Re per ventiquattrore";1868.0;1851-1900;prosa letteraria;['quei denti lunghi, affilati, bianchi, orribilmente bianchi, scoperti fino alla radice dal labbro un po   rovesciato, acuminati e curvi verso la punta come i canini,'];orribilmente bianco;diese langen, scharfen, weißen, schrecklich weißen Zähne, die durch die leicht nach oben gebogene Lippe bis zur Wurzel entblößt sind, scharf und zur Spitze gebogen wie die Eckzähne;BU
8307;GBorribilmente.csv;Gutenberg; Giovanni Cairoli;Villa Glori - Ricordi ed aneddoti dell''autunno 1867;1868.0;1851-1900;prosa letteraria;['lo credevo bianco, mentr  era orribilmente insanguinato.'];orribilmente insanguinato;Ich dachte, er sei weiß, während er schrecklich blutig war;BU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['io non vi aveva potuto portare che le memorie di una gioventú ricca di molte passioni, di una vita lungamente e orribilmente angosciata.'];orribilmente angosciato;Ich könnte Ihnen nur die Erinnerungen an eine an vielen Leidenschaften reiche Jugend, an ein langes und schrecklich betrübtes Leben bringen;NU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;"['non solo quelle grida erano orribilmente acute, orribilmente strazianti e prolungate, ma io non aveva immaginato mai che vi potesse essere qualche cosa di simile nella voce umana; o essendovi, non mi pareva possibile che l uomo da cui era uscito una volta un tal grido potesse vivere ancora.']";orribilmente acuto;"Diese Schreie waren nicht nur schrecklich schrill, schrecklich herzzerreißend und lang anhaltend, sondern ich hätte nie gedacht, dass es so etwas in der menschlichen Stimme geben könnte; während ich dort war schien es mir unmöglich, dass der Mann, von dem einst solch ein Schrei ausgegangen war, noch leben könnte";BU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;"['non solo quelle grida erano orribilmente acute, orribilmente strazianti e prolungate, ma io non aveva immaginato mai che vi potesse essere qualche cosa di simile nella voce umana; o essendovi, non mi pareva possibile che l uomo da cui era uscito una volta un tal grido potesse vivere ancora.']";orribilmente strazianto;"Diese Schreie waren nicht nur schrecklich schrill, schrecklich herzzerreißend und lang anhaltend, sondern ich hätte nie gedacht, dass es so etwas in der menschlichen Stimme geben könnte; während ich dort war schien es mir unmöglich, dass der Mann, von dem einst solch ein Schrei ausgegangen war, noch leben könnte";BU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['che quella donna fosse poi brutta, orribilmente brutta, non ci pensava.'];orribilmente brutto;dass diese Frau hässlich war, schrecklich hässlich, daran dachte er nicht;NU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['era facile accorgersi che ella soffriva orribilmente, e faceva violenza a se stessa per contenersi.'];soffrire orribilmente;es war leicht zu sehen, dass sie schrecklich litt und sich selbst Gewalt antat, um sich zu beherrschen;BU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['gli occhi   la sola beltà di quel viso   erano come arrossati dal piangere e dal vegliare, e un cerchio orribilmente livido pareva ingrandirne le orbite.'];orribilmente livido;die Augen, die einzige Schönheit dieses Gesichts, waren so rot vom Weinen und Erwachen, und ein schrecklich fahler Kreis schien seine Augenhöhlen zu vergrößern;BU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;"['era un luogo orribilmente incantevole; il suolo a roccie, a borri, a dirupi, ad avvallamenti; il torrente scorreva nel fondo di una forra in un letto di selci terse e bianchissime; querce e castagni secolari sporgevano da una riva e dall altra le loro braccia che si intrecciavano; il sole vicino a declinare gettava sulla superficie dell acqua alcuni raggi che sembravano convertirla in tante lame d oro e d argento.']";orribilmente incantevole;"es war ein schrecklich bezaubernder Ort; der Boden mit Felsen, Schluchten, Klippen, Mulden; der Strom floss am Grund einer Schlucht in einem Bett aus klaren und sehr weißen Feuersteinen; uralte Eichen und Kastanienbäume ragten von einem Ufer und dem anderen mit ihren ineinander verschlungenen Armen hervor...";NU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['io mi sentiva orribilmente tediato da quelle domande.'];orribilmente tediato;Ich fühlte mich schrecklich gelangweilt von diesen Fragen;NU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['e poi, ella ne avrebbe certo sofferto, ne avrebbe sofferto orribilmente, avrebbe potuto morirne!'];soffrire orribilmente;und dann hätte sie bestimmt darunter gelitten, sie hätte schrecklich gelitten, sie hätte daran sterben können!;NU
8314;li0477.txt;CLiGS Ro;Iginio Ugo Tarchetti;Fosca;1869.0;1851-1900;prosa letteraria;['i suoi capelli erano scomposti, le sue fattezze orribilmente alterate, il pallore del suo volto cadaverico.'];orribilmente alterato;sein Haar war zerzaust, seine Gesichtszüge schrecklich verändert, die Blässe seines Leichengesichts;BU
8315;li0166.txt;CLiGS Ro;Giuseppe Garibaldi;Cantoni il volontario;1870.0;1851-1900;prosa letteraria;['poi come si poteva difendere quella povera roma, che avea nel suo grembo tutto quanto c è di orribilmente retrogrado nell universo, tanto nei maschi che nelle femmine?'];orribilmente retrogrado;wie könnte dann das arme Rom verteidigt werden, das alles in seinem Schoß hatte, was im Universum schrecklich rückläufig ist, sowohl bei Männern als auch bei Frauen?;NU
8401;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;"['suo padre, non ardiva avventarsi a cagione dell  antico terrore; solo brontolava cupo e digrignava le mascelle orribilmente .']";digrignare orribilmente;"sein Vater wagte es nicht, sich auf den alten Schrecken zu stürzen; er grunzte nur hohl und knirschte fürchterlich mit den Kiefern";BU
8402;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Il secolo che muore, vol. III;1872.0;1851-1900;prosa letteraria;"['al letto dove giaceva omobono, con l  indice e il pollice sollevargli le ciglia scrutandogli le pupille, che riscontrò orribilmente contratte; lo chiamò eziandio più volte:  omobono, caro omobono.']";orribilmente contratto;"an dem Bett, wo Omobono lag, seine Wimpern mit Zeigefinger und Daumen anheben und seine Pupillen untersuchend, die er fürchterlich verengt fand; er nannte ihn auch mehrmals: Omobono, lieber Omobono";BU
8404;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;"['dante non rispondeva, ma digrignava i denti da mettere ai meglio animosi spavento, le sopracciglia orribilmente stringeva, gli erano diventati ritti i capelli;   non pertanto fermo osservava con risguardo il nemico.']";orribilmente stringere;Dante antwortete nicht, aber er knirschte mit den Zähnen, um die beste temperamentvolle Angst aufzusetzen, seine Augenbrauen zogen sich fürchterlich zusammen, sein Haar war glatt geworden…;BU
8405;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Beatrice Cenci: Storia del secolo XVI;1872.0;1851-1900;prosa letteraria;"['egli agita lieve lieve la bocca nelle estreme convulsioni; i suoi occhi stanno orribilmente fissi nella immobilità della morte.']";orribilmente fisso;"er schüttelt leicht seinen Mund in extremen Krämpfen; seine Augen sind schrecklich auf die Stille des Todes gerichtet";CU
8406;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Lo assedio di Roma;1872.0;1851-1900;prosa letteraria;['rado, e ristretto la natura agitandosi muta mari in deserti, e viceversa, e monti in valli o valli in monti trasformando orribilmente l  aspetto delle cose, pure gli uomini assai più tenaci delle formiche non isgomentandosi tornarono indefessi al'];trasformare orribilmente;Selten und begrenzt verwandelt die Natur Meere in Wüsten und umgekehrt, und Berge in Täler oder Täler in Berge, wodurch das Erscheinungsbild der Natur schrecklich verändert wird;BU
8408;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Beatrice Cenci: Storia del secolo XVI;1872.0;1851-1900;prosa letteraria;['so bene queste essere le mie ultime ore, e chi sa come orribilmente dolorose!'];orribilmente doloroso;Ich weiß, das sind meine letzten Stunden, und wer weiß, wie furchtbar schmerzhaft sie sein werden!;BU
8409;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;"Pasquale Paoli; ossia, la rotta di Ponte Nuovo";1872.0;1851-1900;prosa letteraria;['il cuore ti palpita orribilmente sempre.'];palpitare orribilmente;Dein Herz schlägt immer fürchterlich;NU
8410;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;La battaglia di Benevento: Storia del secolo XIII;1872.0;1851-1900;prosa letteraria;"['alla divinità; onde la mente del lettore sarà percossa da quella sentenza, che sembra assurda, e suona pur troppo orribilmente vera: lo stesso delitto che manda l  uomo al patibolo, rendere illustri le nazioni nella memoria dei posteri.']";orribilmente vero;"zur Göttlichkeit; so wird dem Leser dieser Satz in den Sinn kommen, der absurd erscheint und leider zu schrecklich wahr klingt: das gleiche Verbrechen, das den Menschen an den Galgen schickt und die Nationen in der Erinnerung der Nachwelt berühmt macht";BU
8411;GBspavento.csv;Gutenberg; Francesco Domenico Guerrazzi;Pensieri, Discorsi, Illustrazioni;1872.0;1851-1900;prosa letteraria;['il sepolcro, rompendo orribilmente il cadavere per assicurarsi meglio:   nè ciò bastando  chè la tomba stessa metteva spavento  , si congregarono un  altra volta per seppellirne il sepolcro.'];rompere orribilmente;...sie zerschmetterten den Leichnam fürchterlich, um eine bessere Sicherheit zu gewährleisten: Es reichte nicht aus, dass das Grab selbst Angst machte, sie versammelten sich noch einmal, um das Grab zu begraben;CU
8412;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Beatrice Cenci: Storia del secolo XVI;1872.0;1851-1900;prosa letteraria;"['la mano della necessità, di cui le dita erano rabbia, spavento, amore, furore, e pietà, tese orribilmente l  arco della intelligenza di beatrice; e se non lo ruppe, lo stupidì.']";tesare orribilmente;"die Hand der Notwendigkeit, deren Finger Zorn, Angst, Liebe, Wut und Mitleid waren, dehnte den Bogen von Beatrices Intelligenz schrecklich aus; und wenn er ihn nicht brach, machte er ihn dumm";NU
8414;GBangoscia.csv;Gutenberg; Francesco Domenico Guerrazzi;Isabella Orsini, duchessa di Bracciano;1872.0;1851-1900;prosa letteraria;['isabella proruppe in un grido così pieno di angoscia disperata, da disgradarne quello che avrebbe gittato lelio, se il cuore fesso orribilmente in due parti non gli avesse'];;Isabella brach in einen Schrei aus, der so voller verzweifelter Angst war, dass es entwürdigend war, was sie in das Helium geworfen hätte, wenn das Herz nicht schrecklich in zwei Teile gespalten worden wäre;CU
8420;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Isabella Orsini, duchessa di Bracciano;1872.0;1851-1900;prosa letteraria;['avete voi veduto quel feroce animale chiamato giaguaro come si lanci orribilmente dal suo nascondiglio sopra la preda aspettata?'];lancersi orribilmente;Haben Sie das wilde Tier namens Jaguar gesehen, wie es fürchterlich aus seinem Versteck über die erwartete Beute springt?;CU
8421;GBorribilmente.csv;Gutenberg; Alessandro Manzoni;Brani inediti dei Promessi Sposi. Opere di Alessando Manzoni vol. 2 parte 1;1872.0;1851-1900;prosa letteraria;"['origliare alla porta; intese il colpo, e fuggì ella pure a rannicchiarsi nell  angolo il più lontano della sua stanza, orribilmente agitata tra il terrore del misfatto e il terrore che non fosse ben consumato.']";orribilmente agitato;"an der Tür lauschen; hörte den Schlag, und sie floh auch, um sich in der entferntesten Ecke ihres Zimmers zusammenzurollen, schrecklich aufgeregt zwischen dem Schrecken des Verbrechens und dem Schrecken, dass es nicht gut vollendet wurde";BU
8424;GBavere_randomsample.csv;Gutenberg; Alessandro Manzoni;Le tragedie, gl''inni sacri e le odi di Alessandro Manzoni;1872.0;1851-1900;prosa letteraria;"['una riconciliazione segreta con un uomo che gli era stato orribilmente ingrato, e che aveva tentato di farlo ammazzare; un patto di far la guerra da stracco, anzi di      lasciarsi battere, non s  accordano con l  animo impetuoso, attivo, avido di gloria del carmagnola.']";orribilmente ingrato;eine heimliche Versöhnung mit einem Mann, der ihm gegenüber schrecklich undankbar gewesen war und versucht hatte, ihn töten zu lassen…;NU
8426;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;La battaglia di Benevento: Storia del secolo XIII;1872.0;1851-1900;prosa letteraria;['dalla improvvisa ventura, non manco a me   stesso, e paro i colpi: in mezzo al fragore dei ferri che si cozzavano orribilmente tra loro, si udiva la mia voce gridante:  che è questo, berardo?'];cozzarsi orribilmente;Von dem plötzlichen Glück verfehle ich mich nicht und pariere die Schläge: Inmitten des Dröhnens der Eisen, die fürchterlich aufeinanderprallten, war meine schreiende Stimme zu hören: Was ist das, Berardo?;CU
8427;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Beatrice Cenci: Storia del secolo XVI;1872.0;1851-1900;prosa letteraria;['ma nel sollevare lo sguardo ecco li, proprio seduto a mensa dirimpetto a lui, gli apparisce uno spettro pallido, lungo, orribilmente scarno, con occhi spenti a guisa di pesce morto, il quale, poichè l  ebbe fissato in volto, gli parve che presentasse, e'];orribilmente scarno;aber als er aufschaut, da, direkt vor ihm am Tisch sitzend, erscheint ihm ein bleiches, langes, schrecklich hageres Gespenst, mit stumpfen Augen wie ein toter Fisch…;BU
8429;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Lo assedio di Roma;1872.0;1851-1900;prosa letteraria;['fuvvi un  ufficiale, ma non ne trovo il nome, che trasportato su di una barella all  ospedale col ventre orribilmente lacero, strappava il fazzoletto dalla ferita e gittandolo ai compagni rimasti, con forte voce gridava:  addio,'];orribilmente lacero;da war ein Offizier, aber ich kann seinen Namen nicht finden, der auf einer Bahre mit schrecklich aufgerissenem Bauch ins Lazarett transportiert wurde, das Taschentuch von der Wunde riß und es den verbliebenen Kameraden zuwarf, mit lauter Stimme rief: Auf Wiedersehen;BU
8430;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;L''assedio di Firenze;1872.0;1851-1900;prosa letteraria;['urla dante, e gli occhi dilata orribilmente , il volto pel subito moto gli diventa pavonazzo, e dalle ferite torna a sgorgargli vivido il sangue.'];dilare orribilmente;schreit er, und seine Augen weiten sich fürchterlich, sein Gesicht wird durch seine plötzliche Bewegung ?purpurrot?, und sein Blut spritzt hell aus seinen Wunden;BU
8431;GBorribilmente.csv;Gutenberg; Francesco Domenico Guerrazzi;Veronica Cybo;1872.0;1851-1900;prosa letteraria;"['fregandosi gli occhi, aprendoli, e richiudendoli con mirabile celerità, temendo di allucinazione; ma giomo con voce orribilmente pacata replicava:  avete sentito?']";orribilmente pacato;"er rieb sich die Augen, öffnete sie und schloss sie mit bewundernswerter Geschwindigkeit, aus Angst vor Halluzinationen; aber heute antwortete er mit schrecklich ruhiger Stimme: hast du gehört?";BU
8439;li0431.txt;CLiGS Ro;Giovanni Verga;Eva;1873.0;1851-1900;prosa letteraria;['c era tal suono di verità nella sua voce, e così schietta e dignitosa franchezza nelle sue parole, nei suoi occhi, e nel suo gesto, che mi facevano soffrire orribilmente per tutte le sciagurate contraddizioni della vita.'];soffrire orribilmente;in seiner Stimme lag so ein Klang der Wahrheit, und in seinen Worten, in seinen Augen und in seiner Geste so eine aufrichtige und würdevolle Offenheit, dass ich unter all den elenden Widersprüchen des Lebens schrecklich leiden musste;NU
8439;li0431.txt;CLiGS Ro;Giovanni Verga;Eva;1873.0;1851-1900;prosa letteraria;['ma soffro orribilmente!'];soffrire orribilmente;aber ich leide schrecklich!;BU
8439;li0431.txt;CLiGS Ro;Giovanni Verga;Eva;1873.0;1851-1900;prosa letteraria;"['io dovevo avere l aria orribilmente stralunata; ma ella era così compresa della gioia del suo trionfo che non se ne avvide.']";orribilmente stralunato;"Ich muss schrecklich benommen ausgesehen haben; aber sie war so von der Freude über seinen Triumph ergriffen, dass sie es nicht bemerkte";NU
8439;li0431.txt;CLiGS Ro;Giovanni Verga;Eva;1873.0;1851-1900;prosa letteraria;['orribilmente geloso!'];orribilmente geloso;schrecklich neidisch!;NU
8450;LLGhislanzoni10.txt;Liber Liber;Antonio Ghislanzoni;Racconti e Novelle;1874.0;1851-1900;prosa letteraria;['desidero che i miei contemporanei siano informati, come e qualmente abbia esistito a milano un esercente di caff restaurant, il quale ad un giovane orribilmente compromesso nella opinione pubblica dalla sua duplice professione di giornalista e di poeta, per oltre un anno diede a credenza il pranzo e la cena, trattandolo con quella lautezza e garbatezza, che ordinariamente vien riserbata ai consumatori milionari.'];orribilmente compromesso;Ich möchte, dass meine Zeitgenossen darüber informiert werden, wie und inwieweit es in Mailand einen Kaffeerestaurantbetreiber gab, der einem jungen Mann, der durch seinen Doppelberuf als Journalist und Dichter in der öffentlichen Meinung schrecklich kompromittiert war, über ein Jahr lang Mittagessen und Abendessen gab, es mit jener Verschwendung und Sanftheit zu behandeln, die normalerweise millionenschweren Verbrauchern vorbehalten ist;NU
8452;LLArchinti1.txt;Liber Liber;Luigi Archinti;Per pigliar sonno;1875.0;1851-1900;prosa letteraria;['tutto era cangiato orribilmente nella sua vita.'];cangiare orribilmente;alles hatte sich in seinem Leben fürchterlich verändert;BU
8453;LLGhislanzoni11.txt;Liber Liber;Antonio Ghislanzoni;Racconti politici;1876.0;1851-1900;prosa letteraria;['la societ  orribilmente viziata e incadaverita.'];orribilmente viziato;die schrecklich verwöhnte und entmündigte Gesellschaft;NU
8453;LLGhislanzoni11.txt;Liber Liber;Antonio Ghislanzoni;Racconti politici;1876.0;1851-1900;prosa letteraria;['accreditata la voce che garibaldi in quelle remote regioni venisse orribilmente torturato dai nemici della libert.'];orribilmente torturato;...das Gerücht, dass Garibaldi in diesen abgelegenen Regionen von den Feinden der Freiheit schrecklich gefoltert wurde;BU
8457;GBorribilmente.csv;Gutenberg; Giuseppe Garibaldi;Memorie: Edizione diplomatica dall''autografo definitivo;1881.0;1851-1900;prosa letteraria;[', e si cominciò a ripiegare destra e sinistra della strada maestra   per scansare i tiri diretti, che la solcavano orribilmente   il nostro assalto delle posizioni di dijon, cominciò verso le   p. m.   era oscurissimo, e piovigginava   tutte'];solcare orribilmente;und wir fingen an, uns rechts und links von der Hauptstraße zurückzuziehen, um den direkten Schüssen auszuweichen, die unseren Angriff auf die Stellungen von Dijon schrecklich zerfurchten…;BU
8462;GBorribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;"['strettamente alla presenza degli esseri i piú cari al suo cuore; e per accrescerne lo strazio le maltrattavano orribilmente , onde le urla, i gemiti, i pianti echeggiavano d  ogni intorno.']";maltrattare orribilmente;"ausschließlich in Anwesenheit der Wesen, die ihm am liebsten sind; und um die Qual zu steigern, misshandelten sie sie schrecklich, so dass die Schreie, das Stöhnen, die Tränen von überall widerhallten";BU
8464;LLSerao1.txt;Liber Liber;Matilde Serao;Leggende napoletane;1881.0;1851-1900;prosa letteraria;['il bel corpo di stefano mariconda giacque, orribilmente sfracellato, nella fetida via per una notte ed un giorno: fino a che lo raccolse di l la piet dei parenti, dandogli onorata sepoltura.'];orribilmente sfracellato;Der schöne Körper von Stefano Mariconda lag schrecklich zerschmettert eine Nacht und einen Tag lang in der stinkenden Straße, bis das Mitleid seiner Verwandten ihn von dort abholte und ihm ein ehrenvolles Begräbnis gab;BU
8465;GBorribilmente.csv;Gutenberg; Giuseppe Garibaldi;I Mille;1881.0;1851-1900;prosa letteraria;['dunque quello delle barelle, costrutte come si poteva, e con grande spreco di gente per portarle  ciocchè menomava orribilmente il numero dei combattenti.'];menomare orribilmente;daher die der Tragen, gebaut, wie sie konnten, und mit großer Verschwendung von Menschen, um sie zu tragen, was die Zahl der Kämpfer schrecklich reduzierte;BU
