;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
48319;IWterribilmente.csv;itWaC;http://web.tiscali.it/poesiavita/romanzi/rhpositivo.htm;http://web.tiscali.it/poesiavita/romanzi/rhpositivo.htm;2006.0;2001-2021;web;['terribilmente innamorato?'];terribilmente innamorato;schrecklich verliebt?;PU;
48321;IWterribilmente.csv;itWaC;http://www.psychiatryonline.it/ital/egiziano.htm;http://www.psychiatryonline.it/ital/egiziano.htm;2006.0;2001-2021;web;['mi sentivo terribilmente solo, tutto mi sembrava ostile.'];terribilmente solo;Ich fühlte mich schrecklich allein, alles kam mir feindlich vor;NU;
48345;IWterribilmente.csv;itWaC;http://www.ondarock.it/forum/viewtopic.php?t=1074&postdays=0&postorder=asc&start=20;http://www.ondarock.it/forum/viewtopic.php?t=1074&postdays=0&postorder=asc&start=20;2006.0;2001-2021;web;['tutto è ora assorbito dal fattore b. e questo sta impoverendo terribilmente la cultura critica e intellettuale del nostro paese.'];impoverare terribilmente;alles wird jetzt von Faktor B. absorbiert und das verarmt die kritische und intellektuelle Kultur unseres Landes fürchterlich;NU;
48349;LIT3.txt;LIT;Rai4;"Cartone animato Superdog ""Zio Streghetto supereroe""";2006.0;2001-2021;dialogo;['sono terribilmente spiacente   ma purtroppo al momento non sono in casa   siete pregati di passare'];terribilmente spiacente ;Es tut mir schrecklich leid, aber leider bin ich gerade nicht zu Hause…;NU;
48358;LIT2.txt;LIT;Rai3;Cartone animato Krypto - Superdog “Un robot mega extra extra super”;2006.0;2001-2021;dialogo;['oh oh sono terribilmente in ritardo le faccio le mie scuse signora ma devo andare'];terribilmente in ritardo;Oh oh, ich bin schrecklich spät, ich entschuldige mich, Signora, aber ich muss gehen;NU;
48364;IWterribilmente.csv;itWaC;http://www.omero.it/nucleus/plugins/print/print.php?itemid=160;http://www.omero.it/nucleus/plugins/print/print.php?itemid=160;2006.0;2001-2021;web;['poi è terribilmente triste perché suo padre muore da artista incompiuto, perciò parecchia della sua tristezza è proprio per suo padre.'];terribilmente triste;dann ist er furchtbar traurig, weil sein Vater als unvollendeter Künstler stirbt, also ist ein Großteil seiner Traurigkeit nur für seinen Vater;NU;
48378;IWterribilmente.csv;itWaC;http://www.20thfox.it/FoxFront/news/schedaNews.asp?idNews=145;http://www.20thfox.it/FoxFront/news/schedaNews.asp?idNews=145;2006.0;2001-2021;web;['anche se ai genitori ashoke e ashima  irfan khan e tabu  mancano terribilmente la cultura e la famiglia che li circondava e li proteggeva in india, essi sono molto fieri delle grandi opportunità che,'];mancare terribilmente;Auch wenn ihre Eltern Ashoke und Ashima Irfan Khan und Tabu die Kultur und Familie, die sie in Indien umgab und beschützte, schrecklich vermissen, sind sie sehr stolz auf die großartigen Möglichkeiten, die sich daraus ergeben;NU;
48380;IWterribilmente.csv;itWaC;http://www.diario.it/index.php?page=bn000066;http://www.diario.it/index.php?page=bn000066;2006.0;2001-2021;web;['ma nonostante ciò  anzi, proprio per questo  terribilmente pericolosi.'];terribilmente pericolosi;aber trotzdem eben gerade deswegen furchtbar gefährlich;NU;
48384;IWterribilmente.csv;itWaC;http://www.film.it/articoli/2003/09/04/461622.php?ppid=483298;http://www.film.it/articoli/2003/09/04/461622.php?ppid=483298;2006.0;2001-2021;web;['amico che in fondo nessuno al mondo è un perfetto umano, ma che leth, come lui stesso, sono semplicemente degli esseri terribilmente limitati che   capiranno qualcosa forse fra due giorni  .'];terribilmente limitato;...aber dass Leth, wie er selbst, einfach schrecklich begrenzte Wesen sind, die etwas vielleicht in zwei Tagen verstehen werden;NU;
48392;IWterribilmente.csv;itWaC;http://blog.virgilio.it/bloggers/xnoemy90x/weblog.php?idPostZoom=P3ff2acf99d96e&PHPSESSID=5804ebc96fb9ae85fbcc9b4dd2d04df3;http://blog.virgilio.it/bloggers/xnoemy90x/weblog.php?idPostZoom=P3ff2acf99d96e&PHPSESSID=5804ebc96fb9ae85fbcc9b4dd2d04df3;2006.0;2001-2021;web;['mi sentivo sola, terribilmente sola.'];terribilmente solo;Ich fühlte mich allein, schrecklich allein;NU;
48395;IWterribilmente.csv;itWaC;http://www.cronologia.it/storia/aa1002b.htm;http://www.cronologia.it/storia/aa1002b.htm;2006.0;2001-2021;web;['ostrogoti ed infine i longobardi, i quali nel     rappresentarono il colpo di grazia inferto ad una terra che era uscita terribilmente stremata da questa serie di lotte, con l   economia rovinata e le sue pianure completamente devastate e spopolate.'];terribilmente stremato;Ostgoten und schließlich die Langobarden, die mit der ruinierten Wirtschaft und ihren völlig verwüsteten und entvölkerten Ebenen den Gnadenstoß darstellten, der einem Land zugefügt wurde, das von dieser Reihe von Kämpfen schrecklich erschöpft war;BU;
48409;IWterribilmente.csv;itWaC;http://www.chiesadimilano.it/or4/or?uid=ADMIesy.main.index&oid=104167;http://www.chiesadimilano.it/or4/or?uid=ADMIesy.main.index&oid=104167;2006.0;2001-2021;web;['credo che molti giornalisti americani siano terribilmente delusi dal comportamento del governo e molto seccati che imponga la propaganda a tutti e scoraggi quelli che cercano di'];terribilmente deluso;Ich glaube, dass viele amerikanische Journalisten furchtbar enttäuscht über das Verhalten der Regierung und sehr verärgert darüber sind…;NU;
48414;IWterribilmente.csv;itWaC;http://www.turistipercaso.it/stampa.asp?tipo=itinerario&id=4822&link=www%2Eturistipercaso%2Eit%2Fviaggi%2Fitinerari%2Ftesto%2Easp;http://www.turistipercaso.it/stampa.asp?tipo=itinerario&id=4822&link=www%2Eturistipercaso%2Eit%2Fviaggi%2Fitinerari%2Ftesto%2Easp;2006.0;2001-2021;web;['la cosa invece si complica terribilmente da ulan batar a pechino.'];complicarsi terribilmente;stattdessen wird die Sache von Ulan Batar nach Peking furchtbar kompliziert;NU;
48422;IWterribilmente.csv;itWaC;"http://www.centomovimenti.it/yabbse/index.php?board=2;action=display;threadid=1386";"http://www.centomovimenti.it/yabbse/index.php?board=2;action=display;threadid=1386";2006.0;2001-2021;web;['il ensiero di altri   anni di governo formigoni mi deprime terribilmente , mi deprime vedere che vanno decadendo gli ideali di solidarietà che sono stati sempre tanto forti in lombardia.'];deprimersi terribilmente;die folgenden Jahre der Formigoni-Regierung bedrücken mich furchtbar, es bedrückt mich zu sehen, dass die Ideale der Solidarität, die in der Lombardei immer so stark waren, verfallen;NU;
48424;IWterribilmente.csv;itWaC;http://blog.repubblica.it/rblog/comment.do?method=edit&entryid=40289e98ffdfeea600fffb4339631884;http://blog.repubblica.it/rblog/comment.do?method=edit&entryid=40289e98ffdfeea600fffb4339631884;2006.0;2001-2021;web;['comunque chirac è un uomo terribilmente intelligente, incredibilmente affascinante, ed è nato come uomo di sinistra, peccato che ha già    anni       cavolo, se'];terribilmente intelligente;Chirac ist ein schrecklich intelligenter Mann, wahnsinnig charmant…;PU;
48427;IWterribilmente.csv;itWaC;http://blog.mrwebmaster.it/hellyboy/6910/;http://blog.mrwebmaster.it/hellyboy/6910/;2006.0;2001-2021;web;['latte, le api spontaneamente portavano alle sue labbra il miele e i sacerdoti di cibele  i cureti o coribanti  facevano terribilmente risuonare armi e scudi, battendoli fra loro con gran forza ogni volta che il piccolo piangeva, perché cronos non lo'];terribilmente risuonare;Milch, die Bienen brachten spontan Honig an seine Lippen und die Kybelepriester, die Kureten oder Koribanten, ließen Waffen und Schilde schrecklich erschallen und schlugen sie jedes Mal mit großer Kraft, wenn der Kleine weinte, weil Cronos es nicht tut;CU;
48432;IWterribilmente.csv;itWaC;http://www.educational.rai.it/railibro/articoli.asp?id=438;http://www.educational.rai.it/railibro/articoli.asp?id=438;2006.0;2001-2021;web;['i passi dell   agente addetto alla consegna sembrano terribilmente lenti.'];terribilmente lento;Die Schritte des Zustellers wirken furchtbar langsam;NU;
48436;IWterribilmente.csv;itWaC;http://redazione.romaone.it/4Daction/Web_StampaArticolo?ID=56951&doc=si;http://redazione.romaone.it/4Daction/Web_StampaArticolo?ID=56951&doc=si;2006.0;2001-2021;web;['diversa solo per far spazio a un italiano perchè tale, nonostante fossero tutti di qualità, ammettiamolo, terribilmente media  .'];terribilmente medio;anders, nur um Platz für einen Italiener zu machen, weil solche, obwohl sie alle von, seien wir ehrlich, schrecklich durchschnittlicher Qualität waren;NU;
48442;IWterribilmente.csv;itWaC;http://www.satyrnet.it/satyr/steghe.htm;http://www.satyrnet.it/satyr/steghe.htm;2006.0;2001-2021;web;['la strega aveva una gobba ad uncino, era terribilmente orrenda, aveva un solo dente, puzzava di acqua di fogna e spesso faceva anche dei rumori osceni!'];terribilmente orrendo;die Hexe hatte einen Hakenbuckel, war furchtbar grauenhaft, hatte nur einen Zahn, roch nach Abwasser und machte oft sogar obszöne Geräusche!;BU;!
48445;IWterribilmente.csv;itWaC;http://www.exbaba.it/texts/la_conferenza_dell_unesco.htm;http://www.exbaba.it/texts/la_conferenza_dell_unesco.htm;2006.0;2001-2021;web;['ero terribilmente spiacente non potendo dar loro alcuna informazione che potesse soddisfare le loro aspettative.'];terribilmente spiacente;Es tat mir schrecklich leid, ihnen keine Informationen geben zu können, die ihren Erwartungen entsprachen;NU;
48446;IWterribilmente.csv;itWaC;http://www.rockol.it/recensione.php?idrecensione=2483;http://www.rockol.it/recensione.php?idrecensione=2483;2006.0;2001-2021;web;['ma furba, terribilmente furba, nello sfruttare il sistema dei media.'];terribilmente furbo;aber schlau, furchtbar schlau, das Mediensystem auszunutzen;NU;
59642;TT10terribilmente_randomsample.csv;itTenten2010;classicitaliani.it;classicitaliani.it;2010.0;2001-2021;web;['chi sa perché, il vedermi diventare di punto in bianco un marito esemplare, le diede terribilmente ai nervi.'];dare terribilmente ai nervi;wer weiß warum, mich plötzlich zu einem vorbildlichen Ehemann werden zu sehen, ging ihr furchtbar auf die Nerven;NU;
59687;TT10terribilmente_randomsample.csv;itTenten2010;italialaica.it;italialaica.it;2010.0;2001-2021;web;['i preti che hanno ottenuto tali riconoscimenti sono così terribilmente reazionari e di destra che sono anche negazionisti della shoah.'];terribilmente reazionare;Die Priester, die solche Auszeichnungen erhalten haben, sind so schrecklich reaktionär und rechts, dass sie auch Holocaustleugner sind;NU;
59859;TT10terribilmente_randomsample.csv;itTenten2010;adusbef.it;adusbef.it;2010.0;2001-2021;web;['che gira a davos è questa, la strada per  liberarsi  del governatore di via nazionale è una partita internazionale terribilmente complessa.'];terribilmente complesso;Was sich in Davos dreht, ist, dass der Weg, den Gouverneur der Via Nazionale loszuwerden, ein schrecklich komplexes Länderspiel ist;NU;
59900;TT10terribilmente_randomsample.csv;itTenten2010;letterealdirettore.it;letterealdirettore.it;2010.0;2001-2021;web;['mi dispiace terribilmente per quello che ti è successo, davvero.'];dispiacersi terribilmente;Es tut mir schrecklich leid, was dir passiert ist, wirklich.;NU;
59909;TT10terribilmente_randomsample.csv;itTenten2010;cinemavvenire.it;cinemavvenire.it;2010.0;2001-2021;web;['immagini che si materializzano davanti a noi come cartoline in bianco e nero di una new york viva, struggente e terribilmente affascinante.'];terribilmente affascinante;Bilder, die sich vor uns materialisieren wie schwarz-weiße Postkarten eines lebendigen, ergreifenden und unheimlich faszinierenden New York.;PU;
59939;TT10terribilmente_randomsample.csv;itTenten2010;cataniapolitica.it;cataniapolitica.it;2010.0;2001-2021;web;['la seconda parte del film poi è ancora peggiore perché con la sua prevedibilità rende la storia scontata e la pellicola terribilmente lenta.'];terribilmente lenta;Der zweite Teil des Films ist noch schlimmer, weil er mit seiner Vorhersehbarkeit die Geschichte offensichtlich und den Film furchtbar langsam macht.;NU;
59949;TT10terribilmente_randomsample.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['mi sentivo terribilmente in colpa.'];sentire terribilmente in colpa;Ich fühlte mich schrecklich schuldig;NU;
59956;TT10terribilmente_randomsample.csv;itTenten2010;peacelink.it;peacelink.it;2010.0;2001-2021;web;['e migliaia di industrie di guerra si raccoglie in una bomba di sovraterrena potenza, che mette al bivio: o essere terribilmente violenti o essere inferiori sul piano della forza.'];terribilmente violento;und Tausende von Kriegsindustrien versammeln sich in einer Bombe von überirdischer Macht, die uns an den Scheideweg bringt: entweder schrecklich gewalttätig zu sein oder in Bezug auf Stärke unterlegen zu sein;CU;
60041;TT10terribilmente_randomsample.csv;itTenten2010;peacelink.it;peacelink.it;2010.0;2001-2021;web;[', le ho risposto  e sono atea ,  qualcosa deve essere andato terribilmente male .'];terribilmente male;Ich antwortete und ich bin Atheist, irgendetwas muss furchtbar schief gelaufen sein;NU;
60090;TT10terribilmente_randomsample.csv;itTenten2010;tiscali.it;tiscali.it;2010.0;2001-2021;web;['della televisione italiana sia stata partorita iniziativa più insulsa ed inutile, dispendiosa per i contribuenti e terribilmente poco educativa, anche sotto l aspetto dell intrattenimento.'];terribilmente poco educativo;Eine langweiligere und nutzlosere Initiative entstand aus dem italienischen Fernsehen, teuer für die Steuerzahler und schrecklich unlehrreich, selbst in Bezug auf die Unterhaltung;NU;
60109;TT10terribilmente_randomsample.csv;itTenten2010;dogwelcome.it;dogwelcome.it;2010.0;2001-2021;web;['questa deliziosa cagnolina sta soffrendo terribilmente la reclusione.'];soffrire terribilmente;Dieser hübsche kleine Hund leidet schrecklich unter der Gefangenschaft;BU;
60114;TT10terribilmente_randomsample.csv;itTenten2010;giovani.it;giovani.it;2010.0;2001-2021;web;['un blog emo questo blog è diventato terribilmente passivo.'];terribilmente passivo;…dieser Blog ist furchtbar passiv geworden;NU;
61311;TT10terribilmente_randomsample.csv;itTenten2010;crepuscolo.it;crepuscolo.it;2010.0;2001-2021;web;['gli uomini che il marchese aveva messo a sua disposizione erano circa un migliaio, terribilmente pochi, per lui che conosceva la minaccia da affrontare.'];terribilmente poco;Die Männer, die der Marquis ihm zur Verfügung gestellt hatte, waren ungefähr tausend, schrecklich wenige für den, der die Bedrohung kannte, der er sich stellen musste;BU;
61365;LLAgaraff2.txt;Liber Liber;Paolo Agaraff;Il quinto cilindro;2010.0;2001-2021;prosa letteraria;['non scherzate su queste cose  la voce di bulgheroni si era fatta terribilmente seria.'];terribilmente serio;Machen Sie keine Witze über diese Dinge, die Stimme des Bulgheroni war schrecklich ernst geworden;NU;
61437;TT10terribilmente_randomsample.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['saluti fb il milan invece, non fosse stato per ibra sul quale mi soffermerò dopo, mi sembra terribilmente uguale a se stesso, immutabile nei suoi equivoci, irritante nella sua lentezza, incomprensibile in alcune non'];terribilmente uguale;grüße FB Mailand stattdessen, wenn es nicht Ibra gegeben hätte, auf das ich mich später konzentrieren werde, es scheint sich selbst schrecklich gleich zu sein, unveränderlich in seinen Missverständnissen, irritierend in seiner Langsamkeit...;NU;
61460;TT10terribilmente_randomsample.csv;itTenten2010;fumettidicarta.it;fumettidicarta.it;2010.0;2001-2021;web;['all  inizio si capisce bene che nexus sarà anche temuto e potente, ma è anche terribilmente solo.'];terribilmente solo;Zunächst ist klar, dass Nexus auch gefürchtet und mächtig sein wird, aber es ist auch schrecklich einsam;NU;
61465;TT10terribilmente_randomsample.csv;itTenten2010;club.it;club.it;2010.0;2001-2021;web;['perfino ogni volta che starnutiva, gli veniva il mestolino qualunque notizia sentisse alla radio e si affliggeva terribilmente quando guardava tramontare il sole.'];affliggersi terribilmente;sogar jedes Mal, wenn er nieste, schöpfte er jede Nachricht, die er im Radio hörte, und er trauerte schrecklich, wenn er sah, wie die Sonne unterging;BU;
61487;TT10terribilmente_randomsample.csv;itTenten2010;prometheo.it;prometheo.it;2010.0;2001-2021;web;['che va calcolare più e più volte gli stessi valori in una maniera terribilmente inefficiente!'];terribilmente inefficiente;das führt dazu, dass die gleichen Werte immer und immer wieder auf schrecklich ineffiziente Weise berechnet werden!;NU;
61548;TT10terribilmente_randomsample.csv;itTenten2010;lastampa.it;lastampa.it;2010.0;2001-2021;web;['rimane lucido, terribilmente lucido.'];terribilmente lucido;es bleibt glänzend, schrecklich glänzend;PU;
61578;TT10terribilmente_randomsample.csv;itTenten2010;xagena.it;xagena.it;2010.0;2001-2021;web;['mia madre infatti soffre terribilmente di dolori alle ginocchia ma i dottori finora interpellati  facendo anche la tac  si sono limitati a dare cure senza'];soffrire terribilmente;tatsächlich leidet meine Mutter schrecklich unter Schmerzen in den Knien, aber die bisher konsultierten Ärzte, die auch den CT-Scan durchführen…;NU;
61596;TT10terribilmente_randomsample.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['la battuta ha un fondo di verità anche perché i libri sono terribilmente costosi, rapportati ai miseri salari di qui.'];terribilmente costoso;der Witz hat auch ein Körnchen Wahrheit, weil die Bücher furchtbar teuer sind, verglichen mit den dürftigen Löhnen hier;NU;
61597;TT10terribilmente_randomsample.csv;itTenten2010;universitadelledonne.it;universitadelledonne.it;2010.0;2001-2021;web;['trovo il passato terribilmente doloroso sebbene ci sia legata.'];terribilmente doloroso;Ich finde die Vergangenheit schrecklich schmerzhaft, obwohl sie damit verbunden ist;NU;
61690;TT10terribilmente_randomsample.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['strutturati  detti volgarmente spazzatura  è pieno di difetti che il congresso ha cercato di ridurre: è un piano terribilmente opaco, per curare una crisi nata proprio dall opacità.'];terribilmente opaco;…es ist ein schrecklich undurchsichtiger Plan, um eine Krise zu heilen, die aus der Undurchsichtigkeit entstanden ist;NU;
61791;TT10terribilmente_randomsample.csv;itTenten2010;terranauta.it;terranauta.it;2010.0;2001-2021;web;['nostro futuro più prossimo, dando così vita ad un  analisi serrata e per tanti versi catastrofica, ma al tempo stessa terribilmente veritiera e ben documentata.'];terribilmente veritiero;unsere nächste Zukunft, was zu einer genauen und in vielerlei Hinsicht katastrophalen Analyse führt, die aber gleichzeitig schrecklich wahrheitsgemäß und gut dokumentiert is;NU;
61844;TT10terribilmente_randomsample.csv;itTenten2010;corea.it;corea.it;2010.0;2001-2021;web;['insolito per noi, il poggiatesta che faceva le veci del nostro cuscino, e si sarà chiesto se questo non risultasse terribilmente scomodo.'];terribilmente scomodo;ungewöhnlich für uns, die Kopfstütze, die unser Kissen ersetzte, und Sie werden sich gefragt haben, ob dies nicht furchtbar unbequem war;NU;
61847;TT10terribilmente_randomsample.csv;itTenten2010;festivaletteratura.it;festivaletteratura.it;2010.0;2001-2021;web;['la velocità con cui i mutamenti avvengono è infatti terribilmente aumentata  .'];terribilmente aumentato;die Geschwindigkeit, mit der Veränderungen stattfinden, hat in der Tat furchtbar zugenommen;NU;
70171;JSIterribilmente_randomsample.csv;JSI;corriere.it;corriere.it;2015.0;2001-2021;web;['comunque sono terribilmente snob e formali ma rispetto all  italiano medio si vestono piuttosto male.']; terribilmente snob;Sie sind jedoch schrecklich snobistisch und formell, aber im Vergleich zum durchschnittlichen Italiener kleiden sie sich ziemlich schlecht;NU;
70455;LLAgaraff1.txt;Liber Liber;Paolo Agaraff;Misteri & Efferatezze;2015.0;2001-2021;prosa letteraria;['dall atteggiamento degli operai e dalla loro postura curva appariva chiaro che il contenitore era terribilmente pesante nonostante le ridotte dimensioni.'];terribilmente pesante;An der Haltung der Arbeiter und ihrer gebeugten Körperhaltung war zu erkennen, dass der Container trotz seiner geringen Größe furchtbar schwer war;NU;!
85183;TT16terribilmente_randomsample.csv;itTenten2016;falundafa.it;falundafa.it;2016.0;2001-2021;web;['se un uomo non attribuisce valore alla virtù, è capace di fare ogni genere di cose cattive, il che è terribilmente pericoloso per il genere umano.'];terribilmente pericoloso;wenn ein Mensch die Tugend nicht schätzt, ist er in der Lage, alle möglichen schlechten Dinge zu tun, was für die Menschheit schrecklich gefährlich ist;NU;
85238;TT16terribilmente_randomsample.csv;itTenten2016;albertomelis.it;albertomelis.it;2016.0;2001-2021;web;['ma gracie miller non cadde forse nel focolare e non si bruciò terribilmente proprio il sabato seguente?'];bruciarsi terribilmente;aber ist Gracie Miller nicht am darauffolgenden Samstag in den Kamin gefallen und hat sich fürchterlich verbrannt?;BU;
85264;TT16terribilmente_randomsample.csv;itTenten2016;libreriatrittico.it;libreriatrittico.it;2016.0;2001-2021;web;['convinto che il contatto con i  pagani  contribuirà a  bruciare il popolo ebraico nel forno dell  esilio    parole terribilmente profetiche in un libro pubblicato per la prima volta nel       , solo alla morte del vecchio il bambino torna dai'];terribilmente profetico;überzeugt, dass der Kontakt mit den Heiden dazu beitragen wird, das jüdische Volk im Ofen des Exils zu verbrennen, schrecklich prophetische Worte in einem erstmals veröffentlichten Buch, zu dem das Kind erst zurückkehrt, wenn der alte Mann stirbt;BU;
85347;TT16terribilmente_randomsample.csv;itTenten2016;repubblica.it;repubblica.it;2016.0;2001-2021;web;['la risposta sembra essere in uno strano morbo, in grado di indebolire terribilmente chi ne viene colpito.'];indebolire terribilmente;Die Antwort scheint in einer seltsamen Krankheit zu liegen, die in der Lage ist, die Betroffenen schrecklich zu schwächen;BU;
85357;TT16terribilmente_randomsample.csv;itTenten2016;comune.fe.it;comune.fe.it;2016.0;2001-2021;web;['ed inquietudine, tanto che, durante un momento di sconforto, afferma che roma sia una città stupenda, ma   terribilmente inconoscibile.'];terribilmente inconoscibile;und Unruhe, so sehr, dass er in einem Moment der Verzweiflung behauptet, Rom sei eine wunderbare Stadt, aber schrecklich unbekannt;NU;
85361;TT16terribilmente_randomsample.csv;itTenten2016;mondocriceto.it;mondocriceto.it;2016.0;2001-2021;web;['io stesso soffro terribilmente per la morte di ogni mio animale, e la addebito a me personalmente.'];soffrire terribilmente;Ich selbst leide furchtbar unter dem Tod jedes meiner Tiere und gebe mir persönlich die Schuld daran;NU;
85378;TT16terribilmente_randomsample.csv;itTenten2016;torinofilmfest.it;torinofilmfest.it;2016.0;2001-2021;web;['amniotico e terribilmente inquietante, un racconto di iniziazione ed evoluzione impastato di surrealismo, dolore della nascita, incubi di'];terribilmente inquietante;Fruchtwasser und schrecklich verstörend, eine Geschichte von Initiation und Evolution gemischt mit Surrealismus, Geburtsschmerz, Alpträumen;BU;
85388;ita_newscrawl_2016_1M-sentences.txt;Corpora Italian;http://www.gazzetta.it/Calcio/Squadre/Roma/30-09-2013/wenger-gervinho-giocatore-qualita-ma-stato-giusto-venderlo-roma-201266540993.shtml?utm_source=gazzetta=boxartcorr=correlati;http://www.gazzetta.it/Calcio/Squadre/Roma/30-09-2013/wenger-gervinho-giocatore-qualita-ma-stato-giusto-venderlo-roma-201266540993.shtml?utm_source=gazzetta=boxartcorr=correlati;2016.0;2001-2021;stampa;['dialogare, anche perché il problema, terribilmente reale, da cui partire è quello del lavoro.'];terribilmente reale;...auch weil das furchtbar reale Problem zunächst einmal das der Arbeit ist;NU;
85419;TT16terribilmente_randomsample.csv;itTenten2016;screenweek.it;screenweek.it;2016.0;2001-2021;web;['questo perchè piace terribilmente alle persone comuni criticare chi è troppo famoso.'];piacere terribilmente;Das liegt daran, dass gewöhnliche Menschen es schrecklich lieben, diejenigen zu kritisieren, die zu berühmt sind.;NU;
85432;TT16terribilmente_randomsample.csv;itTenten2016;ctsantacristina.it;ctsantacristina.it;2016.0;2001-2021;web;['quel sistema di rapporti inquietanti, terribilmente inquietanti perché generano tensioni mai dichiarate, mai esplicitate, mai dette, fa in qualche modo da contrappeso'];terribilmente inquietante;dieses System störender Beziehungen, furchtbar störend, weil sie Spannungen erzeugen, die nie ausgesprochen, nie explizit, nie ausgesprochen werden, wirkt gewissermaßen als Gegengewicht;NU;!
