;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
11027;diacorisCaproni1.txt;DiaCoris;Giorgio Caproni;Traduzione di Bel-Ami di Guy de Maupassant;1965.0;1951-2000;prosa letteraria;['lei capì infine di non esser più amata , e soffrì orribilmente .'];soffrire orribilmente;Sie erkannte schließlich, dass sie nicht mehr geliebt wurde, und sie litt schrecklich;NU;
11048;diacorisTornabuoni3.txt;DiaCoris;Lietta Tornabuoni / L'Europeo;Gli indifferenti;1967.0;1951-2000;stampa;['per non parlare del cadavere orribilmente sfigurato di tenco , trasportato via in segreto con fretta indecente , seppellito in solitudine .'];orribilmente sfigurato;ganz zu schweigen von der schrecklich entstellten Leiche des Tenco, der heimlich mit unanständiger Hast weggetragen und in Einsamkeit begraben wurde;BU;
11055;diacorisRomano1.txt;DiaCoris;Lalla Romano;Le parole tra noi leggere;1969.0;1951-2000;prosa letteraria;['incomincio anzi a credere che davvero un io diabolico agisca contro l   io cosciente , cioè contro quello che gli è caro , in difesa e per l   interesse di   qualcosa   che è pure , dentro , orribilmente vitale .'];orribilmente vitale;im Gegenteil, ich beginne zu glauben, dass ein teuflisches Ego wirklich gegen das bewusste Ego handelt, das heißt gegen das, was ihm lieb ist, zur Verteidigung und im Interesse von etwas, das auch innerlich schrecklich lebenswichtig ist;NU;
11062;diacorisVacca1.txt;DiaCoris;Roberto Vacca;Il Medioevo prossimo venturo;1970.0;1951-2000;espositivo;['ellinghaus , non dovrà soltanto migliorare le prestazioni dei dirigenti del gruppo , ma dovrà anche migliorare le prestazioni al livello degli operatori di centrale e dei manutentori , che sono anch   esse deteriorate orribilmente : nel      il    per cento del personale di questo tipo aveva meno di un anno di esperienza nell   attività assegnatagli .'];deteriorato orribilmente;Ellinghaus, wird nicht nur die Leistung der Konzernführungskräfte verbessern müssen, sondern auch die Leistung auf der Ebene der Anlagenfahrer und Instandhalter, die sich ebenfalls furchtbar verschlechtert haben: in Prozent des Personals dieser Art sie weniger als ein Jahr alt sind und Erfahrung in der ihm übertragenen Tätigkeit haben;NU;
11113;GBorribilmente.csv;Gutenberg; Aldo Palazzeschi;Il Re bello;1973.0;1951-2000;prosa letteraria;['e siccome sua maestà aveva resistito, pure soffrendo orribilmente , ludovico xii con tutta la furia della sua disperazione la costrinse brutalmente ad un undicesimo fatto del genere che'];soffrire orribilmente;und da sich Seine Majestät trotz entsetzlicher Leiden gewehrt hatte, zwang Ludwig XII. sie mit der ganzen Wut seiner Verzweiflung brutal zu einer elften Veranstaltung dieser Art;BU;
11114;GBorribilmente.csv;Gutenberg; Aldo Palazzeschi;Il codice di Perelà;1973.0;1951-2000;prosa letteraria;['accese di dentro, e circolarvi come piombo strutto infuocato, e trasformarvisi in dinamite per scoppiare nel cuore orribilmente in un  enorme pozzanghera di tutta la mia infelice robustezza.'];scoppiare orribilmente;von innen entzündet und wie bleiverbrennendes Schmalz zirkulieren und sich in Dynamit verwandeln, um in einer riesigen Pfütze all meiner unglücklichen Kraft fürchterlich im Herzen zu platzen;CU;
11152;diacorisCampanile2.txt;DiaCoris;Achille Campanile;Gli asparagi e l'immortalità dell'anima;1974.0;1951-2000;espositivo;['gli racconta che ieri sera un suo fratello è stato investito da un camion ed è rimasto orribilmente sfracellato .'];orribilmente sfracellato;Er erzählt ihm, dass einer seiner Brüder letzte Nacht von einem Lastwagen angefahren und fürchterlich zerschmettert wurde;CU;
11179;diacorisCitati1.txt;DiaCoris;Pietro Citati;Tolstoj;1984.0;1951-2000;espositivo;"['mentre pierre e kutuzov provano le gioie contemplative dell   amor fati , anna le ignora : ma il fato di pierre e di kutuzov è una donna o una guerra , che si possono fissare con gli occhi liberi della mente ; e il fato di anna è qualcosa insieme di troppo vicino e imperscrutabile , di esterno e di orribilmente interiore ,   al quale si può soltanto correre incontro , per gettarsi dentro l   abisso che ci ha preparato .']";orribilmente interiore;"Während Pierre und Kutuzov die kontemplativen Freuden von Amor Fati erleben, ignoriert Anna sie: Aber das Schicksal von Pierre und Kutuzov ist ein Weib oder ein Krieg, das mit den freien Augen des Geistes betrachtet werden kann; und Annas Schicksal ist etwas zu Nahes und Unergründliches, Äußeres und schrecklich Inneres, dem man nur entgegenlaufen, sich in den Abgrund stürzen kann, der uns bereitet hat";BU;
14359;LRorribilmente1985.txt;La Repubblica;sconosciuto; Delitto a Parigi. ;1985.0;1951-2000;stampa;['il cadavere aveva il volto  orribilmente  sfigurato .'];orribilmente sfigurato;Die Leiche hatte ein schrecklich entstelltes Gesicht;BU;!
14363;LRorribilmente1985.txt;La Repubblica;sconosciuto; Il  prete di Solidarnosc  fu rapito dalla milizia. ;1985.0;1951-2000;stampa;['il suo corpo , gonfio ,  orribilmente  pesto , verrà ritrovato pochi giorni più tardi nel fondo di un lago artificiale formato da una diga che rallenta il corso della vistola .'];orribilmente pesto;sein Körper, aufgequollen, schrecklich zerschlagen, wird einige Tage später auf dem Grund eines künstlichen Sees gefunden, der durch einen Damm gebildet wurde, der den Lauf der Weichsel verlangsamt;BU;
14390;LRorribilmente1985.txt;La Repubblica;Paolo Guzzanti; Sui luoghi della tortura e della morte di Popieluszko. ;1985.0;1951-2000;stampa;['questo chmielewski con tutti i suoi svenimenti , i suoi tic nervosi , la sua frenesia di fornire particolari minimi , fa un racconto  orribilmente  ricco .'];orribilmente ricco;Dieser Chmielewski mit all seinen Ohnmachtsanfällen, seinen nervösen Ticks, seiner Raserei, kleinste Details zu geben, ergibt eine schrecklich reichhaltige Geschichte;NU;
14392;LRorribilmente1985.txt;La Repubblica;Irene Bignardi; Il regista, da otto anni francese di New York, parla del suo film  Alamo Bay  sui vietnamiti in America. ;1985.0;1951-2000;stampa;['me ne sono andato perché trovavo  orribilmente  noiosa e senza vita la francia di giscard .'];orribilmente noioso;Ich bin gegangen, weil ich Giscards Frankreich schrecklich langweilig und leblos fand;NU;
14399;LRorribilmente1985.txt;La Repubblica;Irene Bignardi; Sta per uscire in traduzione italiana l' ultimo best-seller di Larry Collins: una avvincente storia di spionaggio alla vigilia dello sbarco in Normandia.;1985.0;1951-2000;stampa;"['una storia d  amore destinata a concludersi tragicamente : la   ragion di stato   , manovrata da londra , fa cadere catherine in mano ai tedeschi , che la tortureranno  orribilmente  fino a strapparle il segreto    il finto segreto dell  invasione    cui il martirio della ragazza darà la forza della verità ; paul verrà abbattuto dalla resistenza che non vuole credere alla sua lealtà all  inghilterra .']";torturerare orribilmente;"eine Liebesgeschichte, die tragisch enden soll: Die von London manövrierte Staatsräson führt dazu, dass Catherine in die Hände der Deutschen fällt, die sie schrecklich foltern, bis sie ihr das falsche Geheimnis der Invasion entreißen dem das Martyrium des Mädchens die Kraft der Wahrheit geben wird; Paul wird vom Widerstand gestürzt, der nicht an seine Treue zu England glauben will";BU;!
14408;LRorribilmente1985.txt;La Repubblica;Giuseppe Cerasa; L' edificio, del '700, era in restauro.;1985.0;1951-2000;stampa;['per primo è stato estratto il corpo senza vita di maria morsello ,  orribilmente  sfigurato .'];orribilmente sfigurato;Zuerst wurde der leblose Körper von Maria Morsello entfernt, schrecklich entstellt;BU;!
14409;LRorribilmente1985.txt;La Repubblica;sconosciuto; Sposata con un funzionario di Ps, si occupò dell' inchiesta nel giugno del 1981. ;1985.0;1951-2000;stampa;['nella notte tra il    e il    ottobre del      furono uccisi e  orribilmente  straziati susanna cambi e stefano baldi .'];orribilmente straziato;…wurden Susanna Cambio und Stefano Baldi getötet und fürchterlich verstümmelt;CU;
14415;LRorribilmente1985.txt;La Repubblica;Pantaleone Sergi; L' obiettivo dell' auto -- bomba ( 3 morti ) era Antonino Imerti, capo di una delle cosche emergenti. ;1985.0;1951-2000;stampa;"['fino a tarda notte il suo nome era stato dato tra quelli dei morti ; poi nelle prime ore del mattino di ieri l  equivoco è stato chiarito :  orribilmente  sfigurati dalla terribile esplosione   la bomba radiocomandata    per la prima volta usata in calabria    era stata sistemata in una fiat     parcheggiata davanti agli uffici dell  italia assicurazioni di cui imerti sarebbe il titolare ombra   sono deceduti tre suoi gregari , i fratelli angelo e vincenzo palermo , incensurato il primo e con alcuni precedenti penali il secondo , e umberto spinelli con precedenti irrilevanti .']";orribilmente sfigurato;"bis spät in die Nacht war sein Name unter denen der Toten genannt worden; In den frühen Morgenstunden des gestrigen Morgens klärte sich dann das Missverständnis auf: Schrecklich entstellt durch die furchtbare Explosion war die erstmals in Kalabrien eingesetzte Funkbombe in einem Fiat platziert worden, der vor den italienischen Versicherungsbüros geparkt war...";BU;
14501;LRorribilmente1985.txt;La Repubblica;Massimo Bucchi;CAVE CINEM.;1985.0;1951-2000;stampa;['forsennati inseguimenti , all  arena , da parte di persone dai vestiti  orribilmente  macchiati nei confronti di alcuni giovani sorpresi ad abbandonare sulle sedie la carta dei panini .'];orribilmente macchiato;Wahnsinnige Verfolgungsjagden in der Arena von Leuten mit schrecklich fleckigen Kleidern gegen einige junge Leute, die überrascht waren, die Sandwichkarte auf ihren Stühlen liegen zu lassen;NU;
14583;LRorribilmente1985.txt;La Repubblica;sconosciuto; Commemorato il giorno della bomba alla presenza del premier giapponese. ;1985.0;1951-2000;stampa;['poi , a ricordo di quel che ha significato la bomba davanti al monumento ai morti sono sfilati centinaia di sopravvissuti  orribilmente  segnati nel corpo dall  esplosione .'];orribilmente segnato;dann, in Erinnerung an die Bedeutung der Bombe, vor dem Denkmal für die Toten, paradierten Hunderte von Überlebenden, die von der Explosion an den Körpern schrecklich gezeichnet waren;CU;
14593;LRorribilmente1985.txt;La Repubblica;Fabrizio Ravelli; La donna, una tedesca di 31 anni che per drogarsi si prostituiva, è stata trovata sanguinante in una via di Milano. ;1985.0;1951-2000;stampa;['l  altro occhio era  orribilmente  schiacciato , pesto , sanguinolento .'];orribilmente schiacciato;das andere Auge war fürchterlich gequetscht, geprellt, blutig;BU;
14606;LRorribilmente1985.txt;La Repubblica;Piera Ferrante; Impressionante serie di incidenti in 48 ore, mentre i tecnici cercano una spiegazione al disastro in Inghilterra. ;1985.0;1951-2000;stampa;['la fusoliera  orribilmente  mutilata del boeing       river orrin   , ricomposta nell  hangar   a , è stata ispezionata dai periti della pratt and whitney , costruttrice dei motori del veivolo .'];orribilmente mutilata;Der schrecklich verstümmelte Rumpf der Boeing River Orrin, der im Hangar wieder zusammengesetzt wurde, wurde von den Experten von Pratt and Whitney, dem Hersteller der Flugzeugtriebwerke, inspiziert;NU;!
14618;LRorribilmente1985.txt;La Repubblica;sconosciuto; Salite a dieci le vittime delle violenze dopo l' eccidio di Langa. ;1985.0;1951-2000;stampa;['tra sabato e domenica altri dieci negri sono morti , alcuni abbattuti dalla polizia , altri linciati  orribilmente  dalla folla perché esponenti dei consigli municipali , considerati un  emanazione del potere bianco .'];linciare orribilmente;zwischen Samstag und Sonntag starben zehn weitere Schwarze, einige von der Polizei erschossen, andere von der Menge schrecklich gelyncht, weil sie Mitglieder der Gemeinderäte waren, die als Ausfluss der weißen Macht galten;CU;
14620;LRorribilmente1985.txt;La Repubblica;sconosciuto; Verrà pubblicato da una rivista. ;1985.0;1951-2000;stampa;"['nell  elenco che sarà pubblicato figurano il caso di agata kobylinska , arrestata in stato di gravidanza , piacchiata in prigione e morta dopo aver perso il figlio ; il caso di emil barchanski , un giovane di    anni il cui corpo è stato ritrovato  orribilmente  sfigurato nella vistola , e quello di tadeusz wolski , morto in seguito ad un pestaggio nel carcere di biala podlaska .']";orribilmente sfigurato;"Die Liste, die veröffentlicht wird, enthält den Fall von Agata Kobylinska, die im Zustand der Schwangerschaft festgenommen, im Gefängnis gefoltert wurde und starb, nachdem sie ihren Sohn verloren hatte; der Fall von Emil Barchanski, einem jungen Mann, dessen Körper schrecklich entstellt in der Weichsel gefunden wurde, und der von Tadeusz Wolski, der im Gefängnis von Biala Podlaska an den Folgen von Schlägen starb";BU;
14631;LRorribilmente1985.txt;La Repubblica;Alberto Jacovello;UNA VERGOGNA PER L' OCCIDENTE.;1985.0;1951-2000;stampa;['sette uomini di spicco dell  opposizione rapiti , tre di essi barbaramente uccisi , altri quattro rilasciati dopo essere stati  orribilmente  torturati .'];orribilmente torturato;sieben prominente Oppositionelle entführt, drei von ihnen brutal getötet, vier weitere freigelassen, nachdem sie schrecklich gefoltert wurden;CU;
14634;LRorribilmente1985.txt;La Repubblica;Elena Guicciardi; Gli  immateriali : una mostra -- labirinto dedicata alla sfida della della tecnologia alla  vecchia  cultura. ;1985.0;1951-2000;stampa;['poco più in là , l  immagine dell  ermafrodito primitivo , che zeus crudele spezzò in due , e la fotografia di un corpo  orribilmente  coperto di cicatrici , come potrebbe concepirlo salvador dalì : forse rinvia alle metamorfosi transessuali operate dai chirurghi d  oggi .'];orribilmente coperto;Etwas weiter das Bild des primitiven Hermaphroditen, den der grausame Zeus in zwei Teile zerbrach, und die Fotografie eines schrecklich mit Narben übersäten Körpers, wie es sich Salvador Dalì vorstellen könnte: Vielleicht bezieht es sich auf die transsexuelle Metamorphose, die von den heutigen Chirurgen durchgeführt wird;BU;
14641;LRorribilmente1985.txt;La Repubblica;Guido Almansi; Una mostra dei suoi quadri a Londra, mentre in Italia esce  Il bello del brutto  di Chesterton, dove si lodano le sue celebri filastrocche. ;1985.0;1951-2000;stampa;['carroll sarebbe solo un   escapista   : per questo docente   eccezionalmente scrupoloso e ligio alle convenzioni   , l  universo squinternato di alice offrirebbe un ideale di evasione ,   una sorta di fuga in un mondo in cui le cose non sono  orribilmente  fisse nella loro appropriatezza   .'];orribilmente fisso;Carroll wäre nur ein Eskapist: Für diese außergewöhnlich gewissenhafte und konventionstreue Lehrerin würde Alices gestörtes Universum ein ideales Entkommen bieten, eine Art Flucht in eine Welt, in der die Dinge nicht schrecklich in ihrer Angemessenheit fixiert sind.;NU;
14642;LRorribilmente1985.txt;La Repubblica;Elena Guicciardi; Ritratto di un uomo difficile IL MISTERIOSO SIGNOR SIMENON. ;1985.0;1951-2000;stampa;['nel suo libro autobiografico un oiseau pour le chat , denise descrive il marito come un uomo  orribilmente  presuntuoso , egocentrico e ubriacone .'];orribilmente presuntuoso;In ihrem autobiografischen Buch Un oiseau pour le chat beschreibt Denise ihren Ehemann als einen schrecklich eingebildeten, egozentrischen und betrunkenen Mann;NU;!
16187;LRorribilmente.txt;La Repubblica;Paolo Vagheggi;IL MOSTRO SFIDA I MAGISTRATI PER VOI QUESTI TRE PROIETTILI.;1986.0;1951-2000;stampa;['il mostro di firenze , l  inafferrabile assassino che ha ucciso e  orribilmente  massacrato otto giovani coppie , sei mesi fa ha scritto ai tre magistrati che si occupano di questa difficile indagine .'];orribilmente massacrato;Das Monster von Florenz, der schwer fassbare Mörder, der acht junge Paare getötet und schrecklich massakriert hat, schrieb vor sechs Monaten an die drei Richter, die an dieser schwierigen Untersuchung beteiligt sind;CU;
16351;LRorribilmente.txt;La Repubblica;Fabrizio Ravelli;ALLA TEDESCA CHE HA ACCECATO ORA VUOLE DONARE UN OCCHIO.;1986.0;1951-2000;stampa;['sul ciglio di una strada di desio , nella sterpaglia che separa i capannoni , c  era una donna smunta e sanguinante : teneva in mano l  occhio destro , l  altro era  orribilmente  schiacciato nell  orbita .'];orribilmente schiacciato ;Am Rand einer Desio-Straße, im Buschwerk, das die Schuppen trennt, lag eine hagere und blutende Frau: Sie hielt ihr rechtes Auge in einer Hand, die andere war fürchterlich in die Augenhöhle gepresst;CU;
16388;LRorribilmente.txt;La Repubblica;Ugo Volli; Primeteatro -- Prima mondiale per ' El publico ', regia di Lluis Pasqual, dal testo ritrovato di Garcia Lorca. ;1986.0;1951-2000;stampa;['le nude panche progettate da zanuso saranno anche belle , ma dopo un  ora diventano  orribilmente  scomode .'];orribilmente scomodo;Die von Zanuso entworfenen nackten Bänke werden auch schön sein, aber nach einer Stunde werden sie schrecklich unbequem;NU;
16413;LRorribilmente.txt;La Repubblica;sconosciuto; Firenze, per la Procura è stato uno smarrimento. ;1986.0;1951-2000;stampa;['la raccoglie , la guarda , e non può trattenere la paura : è il cadavere di una donna ,  orribilmente  straziato , mutilato .'];orribilmente straziato;er hebt es auf, sieht es an und kann die Angst nicht zurückhalten: Es ist die Leiche einer Frau, schrecklich verstümmelt, zugerichtet;CU;
16431;LRorribilmente.txt;La Repubblica;Eugenio Scalfari;LA CADUTA DI RAMBO.;1986.0;1951-2000;stampa;['ora che la doppiezza è stata scoperta , ora che gli amici di rambo sparsi in tutto il mondo sono stati  orribilmente  spiazzati dal loro stesso eroe , la sua credibilità giace in frantumi e tarderà un bel pezzo a ritrovare la saldezza d  un tempo .'];orribilmente spiazzato;Jetzt, wo die Duplizität entdeckt wurde, jetzt, wo Rambos Freunde auf der ganzen Welt von ihrem eigenen Helden schrecklich vertrieben wurden, ist seine Glaubwürdigkeit erschüttert und es wird lange dauern, bis er seine frühere Stärke wiedererlangt hat;CU;
16447;LRorribilmente.txt;La Repubblica;Paolo Vagheggi;" Pisa, nel 25 & ordm; anniversario della tragedia la cerimonia ufficiale e le proteste. ";1986.0;1951-2000;stampa;['l     novembre del      furono massacrati , i corpi furono  orribilmente  straziati .'];orribilmente straziato;...wurden sie massakriert, die Körper wurden schrecklich verstümmelt;CU;
17701;LRorribilmente.txt;La Repubblica;sconosciuto; Nasce un coordinamento nazionale. ;1987.0;1951-2000;stampa;['a chiedere l  aiuto di associazioni come la milanese aga arrivano da qualche tempo anche familiari dei nuovi cocainomani , quelli che non si limitano alla sniffata da night , ma alla cocaina arrivano dopo essere stati assuefatti all  eroina , se la iniettano , ne fanno un modo di vita  orribilmente  angoscioso .'];orribilmente angoscioso;Seit einiger Zeit bitten Angehörige der neuen Kokainsüchtigen auch um die Hilfe von Vereinen wie der Mailänder Aga, die sich nach der Heroinsucht nicht aufs nächtliche Schnupfen, sondern auf Kokain beschränken, sie spritzen es, sie machen es zu einem Weg des schrecklich quälenden Lebens;BU;
17725;LRorribilmente.txt;La Repubblica;Lucia Annunziata; Durante la notte, le squadre armate dei tonton macoutes hanno sparso il terrore nella capitale dell' isola caraibica.;1987.0;1951-2000;stampa;['chiuse col sangue le urne elettorali a port au prince cadaveri freddati al suolo corpi  orribilmente  mutilati a colpi di machete una violenza che non ha risparmiato né donne né giovani .'];orribilmente mutilato;verschlossen die Wahlurnen mit Blut, um Leichen zu tragen, die kalt am Boden liegen und mit Macheten fürchterlich verstümmelt wurden, eine Gewalt, die weder Frauen noch junge Menschen verschont hat;CU;
17730;LRorribilmente.txt;La Repubblica;Emanuela Audisio; MARADONA Questo argentino piace perché ha l' estro di pochi e i difetti di tutti.;1987.0;1951-2000;stampa;['orribilmente  grassoccio ed allegro cammina come camminano i vagabondi : gente che non ha una meta precisa .'];orribilmente grassoccio;schrecklich rundlich und fröhlich geht er wie Vagabunden: Menschen, die kein genaues Ziel haben;NU;
17754;LRorribilmente.txt;La Repubblica;Carlo Chianura; Dopo la morte di Jean Louis Nater, trovato decapitato nel faro di San Domino, gli inquirenti puntano la loro attenzione sul suo amico.;1987.0;1951-2000;stampa;['trentanove anni , nato a fraunenfeld ma residente a martignj , jean louis nater giaceva da qualche ora  orribilmente  mutilato sotto un cumulo di macerie , all  interno del faro di san domino .'];orribilmente mutilato;Der neununddreißigjährige, in Frauenfeld geborene, aber in Martignj lebende Jean Louis Nater lag einige Stunden lang schrecklich verstümmelt unter einem Trümmerhaufen im Inneren des Leuchtturms von San Domino;BU;
17768;LRorribilmente.txt;La Repubblica;sconosciuto; Primefilm  Il grande imbroglio  di Cassavetes con Falk e Arkin. ;1987.0;1951-2000;stampa;['lei gli dice che il marito ha una settimana di vita , che soffre  orribilmente  e che lei vorrebbe compiere un atto di eutanasia dichiarandosi però decisa a firmare una polizza sulla vita del coniuge e pronta a dividere con lui i soldi dell  assicurazione .'];soffrire orribilmente;Sie erzählt ihm, dass ihr Mann eine Woche alt ist, dass er schrecklich leidet und dass sie gerne Euthanasie durchführen würde, erklärt sich entschlossen, eine Police für das Leben ihres Ehepartners zu unterzeichnen und bereit, das Versicherungsgeld mit ihm zu teilen;BU;
18197;LRorribilmente.txt;La Repubblica;Renato Caprile; Assurdo delitto a Mondragone, in provincia di Caserta.;1987.0;1951-2000;stampa;['e alla luce delle fotoelettriche , in un giardino pieno di sterpi , un piccolo corpo  orribilmente  sfigurato si para agli occhi degli investigatori .'];orribilmente  sfigurato;und im Licht der Fotoelektrik erscheint in einem Garten voller Reisig ein kleiner, schrecklich entstellter Körper in den Augen der Ermittler;BU;
18276;diacorisTimpanaro1.txt;DiaCoris;Sebastiano Timpanaro;Belfagor;1987.0;1951-2000;stampa;"['oggi il comunismo   a chi non si culli nella beata illusione di una vita indefinitamente   tranquilla   della società democratico   liberale , un   illusione , oltretutto , orribilmente   occidentalista   e razzista anche se nutrita da uomini dotti e privatamente onesti   appare più che mai necessario in quanto , altrimenti , non avremo soltanto l   ingiustizia sociale e l   alienazione , ma la fine dell   umanità ; ma non possiamo più considerarlo necessario in quanto il suo avvento sia garantito da una dialettica di matrice hegeliana che , per quanto   riformata   o   capovolta   in senso materialistico , rimane pur sempre una traduzione laica della divina provvidenza']";orribilmente occidentalisto;Heute erscheint der Kommunismus denen, die sich nicht in die selige Illusion eines unendlich ruhigen Lebens der liberal-demokratischen Gesellschaft einlullen, eine noch dazu schrecklich westliche und rassistische Illusion, selbst wenn sie von gelehrten und privat ehrlichen Männern genährt wird, notwendiger denn je...;NU;
18454;LRorribilmente.txt;La Repubblica;Ugo Volli; A Torino la deludente messa in scena di Cobelli del prelibretto che Beaumarchais scrisse per l' opera di Mozart. ;1987.0;1951-2000;stampa;['ha poi suggerito a tutti gli attori un timbro di voce  orribilmente  ingolato   quello , per intenderci , che viene spontaneo a lia tanzi   e ha in genere lasciato che involgarissero tutti molto i loro ruoli .'];orribilmente ingolato;dann suggerierte er allen Schauspielern einen fürchterlich aufgeblähten Tonfall, der uns sozusagen spontan einfällt und sie alle ihre Rollen überhaupt sehr vulgarisieren ließ;NU;
