;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
9019;LLSalgari1.txt;Liber Liber;Emilio Salgari;Alla conquista di un impero;1907.0;1901-1950;prosa letteraria;['i malesi ed i dayachi avevano aperto il fuoco, sparando all impazzata in tutte le direzioni, mentre gli elefanti, atterriti, raddoppiavano lo slancio, barrendo spaventosamente e sfondando, come mostruose catapulte, le folte macchie che si paravano a loro dinanzi.'];barrere spaventosamente;die Malaysier und die Dayachi hatten das Feuer eröffnet und wie wild in alle Richtungen geschossen, während die verängstigten Elefanten ihren Schwung verdoppelten, fürchterlich brüllten und wie monströse Katapulte die dicken Flecken durchbrachen, die vor ihnen standen;CU
9034;GBspaventosamente.csv;Gutenberg; Anton Giulio Barrili;Il ritratto del diavolo;1907.0;1901-1950;prosa letteraria;"['le fauci aperte pareva volesse ingoiarlo; ma già il corpo si piegava, gli anelli del ventre si contorcevano, le zampe spaventosamente unghiate si stendevano nello spasimo e graffiavano l  aria.']";spaventosamente unghiato;"die offenen Rachen schienen es schlucken zu wollen; aber schon war der Körper verbogen, die Bauchringe verdreht, die schrecklich genagelten Pfoten krampfhaft ausgestreckt und kratzten in der Luft";CU
9035;GBspaventosamente.csv;Gutenberg; Anton Giulio Barrili;Il ritratto del diavolo;1907.0;1901-1950;prosa letteraria;['lo spirito delle tenebre era apparso al pittore, dolendosi con lui d  essere stato fatto così spaventosamente brutto,   brutto!'];spaventosamente brutto;der Geist der Finsternis war dem Maler erschienen und hatte sich bei ihm beklagt, dass er so furchtbar hässlich gemacht worden sei, hässlich;BU
9075;GBspaventosamente.csv;Gutenberg; Anton Giulio Barrili;L''olmo e l''edera;1907.0;1901-1950;prosa letteraria;['è vero tutto ciò, è spaventosamente vero!'];spaventosamente vero;das alles ist wahr, es ist schrecklich wahr;NU
9081;GBspaventosamente.csv;Gutenberg; Edmondo De Amicis;Marocco;1907.0;1901-1950;prosa letteraria;['di abbandonarsi ad una vana disperazione, fecero giuramento solenne di non radersi più la testa prima d  essersi spaventosamente vendicati.'];spaventosamente vendicato;um sich vergeblicher Verzweiflung hinzugeben, schworen sie einen feierlichen Eid, sich nicht wieder den Kopf zu scheren, bevor sie sich entsetzlich rächte;BU
9082;GBspaventosamente.csv;Gutenberg; Edmondo De Amicis;Pagine sparse;1907.0;1901-1950;prosa letteraria;"['signorina ungherese in una povera contadina con due bimbi in braccio; e il bastimento rulla, beccheggia e scroscia spaventosamente mandando ogni cosa sossopra.']";scrosciare spaventosamente;"ungarische junge Dame in einer armen Bäuerin mit zwei Kindern im Arm; und das Schiff rollt, stampft und donnert fürchterlich und bringt alles auf den Kopf";BU
9117;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;['vedi, il matrimonio e la vecchiezza si rassomigliano spaventosamente .'];rassomigliare spaventosamente;Sehen Sie, Ehe und Alter sind sich schrecklich ähnlich;NU
9121;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['nello studio per sorprendere il segreto chiesto invano all  estinto filosofo, ma la sua dottrina cresciuta spaventosamente , procurandogli l  accusa di magia, lo costringe a fuggire come bruno.'];crescere spaventosamente;im Studierzimmer, um das Geheimnis zu überraschen, das vergeblich von dem ausgestorbenen Philosophen erfragt wurde, aber seine Lehre ist schrecklich gewachsen, verschafft ihm den Auftrag der Magie...;BU
9123;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;"['di vino caldo, subito dopo la comunione, ricevendone il prezzo come un  elemosina sopra un bacile, il malumore crebbe spaventosamente ; però una circolare del santo sinodo venne per caso a sostenere questa sua arbitraria riforma.']";crescere spaventosamente;Glühwein, gleich nach der Kommunion, den Preis wie ein Almosen auf einem Becken erhaltend, wuchs die schlechte Laune fürchterlich…;NU
9124;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['la sua testa semisvenuta si muoveva spasmodicamente sul fieno, mentre il petto le si sollevava spaventosamente .'];sollevare spaventosamente;Ihr halb ohnmächtiger Kopf bewegte sich krampfhaft auf dem Heu, während ihre Brust sich fürchterlich hob;BU
9126;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['rivedeva la contrazione spaventosamente rapida della sua faccia, una contorsione della bocca, che non aveva potuto parlare, con uno sguardo feroce, poi'];spaventosamente rapido;er sah das schrecklich schnelle Zucken seines Gesichts, eine Verrenkung seines Mundes, den er nicht hätte sprechen können, dann mit einem wilden Blick;BU
9128;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['a questa confessione, spaventosamente superba, tutto il comitato fissò loris con ammirazione.'];spaventosamente superbo;bei diesem schrecklich stolzen Geständnis starrte das gesamte Komitee Loris bewundernd an;PU
9129;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;['col cuore che le batteva spaventosamente per la fatica di fare le scale, si trovò fra le due porte aperte sul pianerottolo: betta era di là, nella propria camera.'];battere spaventosamente;mit furchtbar klopfendem Herzen von der Anstrengung, die Treppe hinaufzusteigen, fand sie sich zwischen den beiden offenen Türen auf dem Treppenabsatz wieder...;NU
9132;GBspaventosamente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;[', finchè si metteva a piangere nuovamente, con l  orecchio teso ai rumori della scala, come se dei fantasmi salissero spaventosamente insino alla sua porta.'];salire spaventosamente;bis sie wieder anfing zu weinen, mit angestrengtem Ohr für die Geräusche der Treppe, als ob Geister unheimlich zu ihrer Tür klettern würden;CU
9250;GBsgomento.csv;Gutenberg; Gerolamo Rovetta;Mater dolorosa;1909.0;1901-1950;prosa letteraria;['ed io sono solo, spaventosamente solo!'];spaventosamente solo;und ich bin allein, schrecklich allein;NU
9355;GBspaventosamente.csv;Gutenberg; Gerolamo Rovetta;Mater dolorosa;1909.0;1901-1950;prosa letteraria;"['e poi i tempi si fanno difficili; la marea cresce, cresce ad ogni ora, spaventosamente ; e se la monarchia, a forza di democratizzarsi, andrà a gambe levate, quel giorno, credilo, cara, l  aver in casa un po']";crescere spaventosamente;"und dann werden die Zeiten schwierig; die Flut steigt, steigt stündlich, schrecklich; und wenn die Monarchie kraft der Demokratisierung an diesem Tag in die Hölle geht…";BU
9384;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['yokara slegò abd el kerim che non respirava quasi più tutto scorticato, tutto rosso di sangue, colla faccia spaventosamente alterata e gli occhi stravolti, schizzanti dalle orbite.'];spaventosamente alterato;...die nicht mehr atmeten, fast ganz gehäutet, ganz rot von Blut, mit einem schrecklich veränderten Gesicht und verzerrten Augen, die aus ihren Höhlen schossen;CU
9386;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['il greco divenne spaventosamente pallido; un urlo gli lacerò il petto.']";spaventosamente pallido;"der Grieche wurde schrecklich blass; ein Schrei fuhr durch seine Brust";BU
9387;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['là, dispersi pel recinto, sotto un sole torrido che li arrostiva c  erano quaranta o cinquanta egiziani seminudi, spaventosamente sparuti, coperti di ferite non ancora cicatrizzate e di larghe macchie di sangue.'];spaventosamente sparuto;dort, verstreut in der Einfriedung, unter einer sengenden Sonne, die sie röstete, waren vierzig oder fünfzig halbnackte Ägypter, schrecklich ausgemergelt, übersät mit noch nicht verheilten Wunden und großen Blutflecken;BU
9389;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['pugno sia per impedire a loro la fuga, sia per arrestare i guerrieri di ahmed che già tornavano alla carica vociferando spaventosamente .'];vociferare spaventosamente ;schlagen sie beide, um sie an der Flucht zu hindern, und um Ahmeds Krieger zu verhaften, die bereits mit schrecklichem Geschrei zum Angriff zurückkehrten;CU
9396;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['mormorò fathma che sentiva la zattera inclinarsi spaventosamente a tribordo.'];inclinarsi spaventosamente ;murmelte Fathma, als er spürte, wie das Floß furchtbar nach Steuerbord kippte;BU
9399;GBspaventosamente.csv;Gutenberg; Antonio Fogazzaro;Il dolore nell''arte: discorso;1910.0;1901-1950;prosa letteraria;['troppo in esse sul dolore morale, vedete niobe che impietrata piange ancora secondo il tragico mito, piange spaventosamente per gli occhi di sasso, niobe, il sempiterno dolore inflitto alla creatura umana dall  invisibile, che innamorò di sè'];piangere spaventosamente;zu sehr in ihnen moralischer Schmerz, du siehst Niobe, der versteinert immer noch nach dem tragischen Mythos weint, fürchterlich weint um die Steinaugen, Niobe, der ewige Schmerz, der dem menschlichen Geschöpf von dem Unsichtbaren zugefügt wird, der sich in sich selbst verliebt hat;BU
9409;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['diventò spaventosamente pallido, vacillò come colpito da una mazzolata sul capo e le braccia gli caddero senza forze lungo i fianchi.'];spaventosamente pallido;er wurde schrecklich blass, schwankte, als hätte ihn ein Hammer auf den Kopf getroffen, und seine Arme fielen schlaff an seine Seiten;BU
9410;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['nell  istesso momento abd el kerim si slanciava contro al leone che era incapace di muoversi e che ruggiva spaventosamente e con un colpo di scimitarra gli apriva la testa rovesciandolo agonizzante al suolo.'];ruggire spaventosamente;im selben Augenblick warf sich Abd El Kerim gegen den bewegungsunfähigen Löwen, der fürchterlich brüllte, und mit einem Hieb vom Krummsäbel öffnete er seinen Kopf und warf ihn qualvoll zu Boden;CU
9418;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['aveva i capelli irti, la spuma alle labbra, il volto spaventosamente scomposto, chiazzato di rosso e gli occhi roteanti in un cerchio sanguigno.'];spaventosamente scomposto;er hatte struppiges Haar, Schaum auf den Lippen, ein schrecklich zerzaustes Gesicht mit roten Flecken und Augen, die in einem Blutkreis rollten;BU
9442;GBorrendamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['i cavalli urlando disperatamente ma fathma si slanciò addosso al felino che ruggiva spaventosamente dilaniando orrendamente la vittima e gli spaccò la testa con un colpo di jatagan.'];ruggire spaventosamente;Die Pferde schrien verzweifelt, aber Fatma stürzte sich auf die Katze, die fürchterlich brüllte, das Opfer fürchterlich zerriss und ihm mit einem Jatagan-Schlag den Kopf zerschmetterte;CU
9454;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['il volto dell  almea s  alterò spaventosamente , burrascosamente.'];alterarsi spaventosamente;das Antlitz der Almea veränderte sich furchtbar, stürmisch;BU
9460;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['o  donovan le versò in bocca alcune gocce di merissak; l  almea sbarrò spaventosamente gli occhi e si rizzò a sedere guardando all  intorno con smarrimento.']";sbarrare spaventosamente;"oder Donovan goss ihr ein paar Tropfen Merissak in den Mund; die Almea weitete ihre Augen fürchterlich und setzte sich auf und sah sich verwirrt um";BU
9462;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['il sangue le si gelò nelle vene; impallidì spaventosamente .']";impallidire spaventosamente;"das Blut gefror in ihren Adern; er wurde schrecklich blass";BU
9468;GBspaventosamente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['traballò, cercò di rimettersi in equilibrio, ma le forze le vennero meno; lasciossi sfuggire di mano l  arma, dilatò spaventosamente le pupille nelle quali brillava un ultimo lampo di minaccia e precipitò, roteando, nel fondo del baratro.']";dilatare spaventosamente;"sie taumelte, versuchte ihr Gleichgewicht wiederzugewinnen, aber ihre Kraft ließ sie im Stich; ließ die Waffe aus der Hand gleiten, weitete schrecklich die Pupillen, in denen ein letzter Drohblitz aufblitzte und wirbelnd in den Grund des Abgrunds fiel";CU
9471;BibItSighele1.txt;BibIt;Scipio Sighele;Eva moderna;1910.0;1901-1950;espositivo;['troppo tristi e gravi, infine, erano le rivelazioni statistiche perché noi   sotto l impulso della pietà, e anche forse sotto l aculeo della paura   non cercassimo di opporre all abbandono, al vagabondaggio, alla delinquenza dei minorenni che spaventosamente aumentano, dighe più forti di quelle finora costrutte.'];spaventosamente aumentare;...um nicht unter dem Impuls des Mitleids und vielleicht sogar unter dem Stachel der Angst zu versuchen, der Verlassenheit, dem Umherirren, der Kriminalität Minderjähriger, die schrecklich zunimmt…;BU
9568;li1026.txt;CLiGS Ro;Luciano Zuccoli;La freccia nel fianco;1913.0;1901-1950;prosa letteraria;"['maurizio si rabbonì, accolse bene gigi, non sollevò obiezioni, il fidanzamento fu annunziato; e sei mesi dopo a milano, con una ricca cerimonia, in un giorno di pioggia, nicla dossena diventava la signora nicoletta barbano, e gigi credeva di sognare, di travedere, di vivere in un mondo irreale, tanto era spaventosamente felice.']";spaventosamente felice;"...die Verlobung wurde bekannt gegeben; und sechs Monate später in Mailand, mit einer reichen Zeremonie, wurde aus Nicla Dossena an einem regnerischen Tag Signora Nicoletta Barbano, und Gigi dachte, er träume, sehe, lebe in einer unwirklichen Welt, er war so schrecklich glücklich";PU
9775;GBspaventosamente.csv;Gutenberg; Carolina Invernizio;La trovatella di Milano;1915.0;1901-1950;prosa letteraria;['soffriva spaventosamente ed era da quasi un mese che aveva il cuore straziato.'];soffrire spaventosamente;Er litt schrecklich und war fast einen Monat lang untröstlich;NU
9776;GBspaventosamente.csv;Gutenberg; Carolina Invernizio;La trovatella di Milano;1915.0;1901-1950;prosa letteraria;['ma sentendo che diveniva di ghiaccio, impallidì spaventosamente .'];impallidire spaventosamente;aber als er hörte, wie es zu Eis wurde, wurde er schrecklich blass;BU
9841;GBspaventosamente.csv;Gutenberg; Arrigo Boito;Novelle e riviste drammatiche;1917.0;1901-1950;prosa letteraria;['a un tratto mi sentii ghermito spaventosamente pel collo e udii la voce di ramàr ululare:  vampiro!'];ghermito spaventosamente;plötzlich fühlte ich mich fürchterlich am Hals gepackt und hörte Ramàrs Stimme heulen: Vampir;CU
9843;diacorisCivinini1.txt;DiaCoris;Guelfo Civinini / La letteratura;Qualche giorno coi granatieri;1917.0;1901-1950;stampa;['una solitudine allocata da un meriggio torrido , acre , sitibondo : qualcosa di spaventosamente africano .'];spaventosamente africano;eine Einsamkeit, die einem heißen, scharfen, qualvollen Nachmittag zuteil wird: etwas schrecklich Afrikanisches;NU
9882;GBterrore.csv;Gutenberg; marchesa Colombi;La cartella N. 4;1919.0;1901-1950;prosa letteraria;['la sua voce cavernosa aveva preso un accento così spaventosamente vero, che il pubblico impaurito rispose con grida di terrore , balzò in piedi, rovesciò le panche, ed urtando, calpestando tutto, si precipitò fuori, pazzo di terrore, credendo'];spaventosamente vero;seine hohle Stimme hatte einen so schrecklich wahren Akzent angenommen, dass die erschrockenen Zuhörer mit Schreckensschreien antworteten, aufsprangen, die Bänke umkippten und stoßend, alles niedertrampelnd, wahnsinnig vor Schrecken, glaubend hinausstürzten;CU
9901;LLZuccoli1.txt;Liber Liber;Luciano Zuccoli;Il designato;1920.0;1901-1950;prosa letteraria;"['il medico, supposto in gian luigi un parente di laura, cio un indifferente, s era creduto in dovere di preavvisarlo che la donna non avrebbe resistito pi d un anno; e laura, per caso, aveva ascoltata la sentenza; e fra quei due, un terzo personaggio era venuto a collocarsi, spaventosamente afrodisiaco: la morte.']";spaventosamente afrodisiaco;"der Doktor... hatte es für seine Pflicht gehalten, ihn zu warnen, dass die Frau nicht länger als ein Jahr überleben würde; und Laura hatte zufällig den Satz gehört; und zwischen diesen beiden hatte sich ein dritter Charakter eingefunden, schrecklich aphrodisisch: der Tod";BU
9907;diacorisAnnunzio1.txt;DiaCoris;Gabriele d'Annunzio;L'impresa di fiume e la reggenza del carnaro;1920.0;1901-1950;prosa letteraria;['ma , a proposito dell   ungheria , io non posso approvare il regime di reazione e di terrore che oggi imperversa a budapest , e che senza sollevare il disgraziato popolo ungherese dal disagio economico nel quale si trovava alla caduta del governo di bela kun , non ha fatto che aumentare spaventosamente il numero delle vittime sacrificate alle passioni di parte .'];aumentare spaventosamente;aber wenn ich von Ungarn spreche, kann ich das Regime der Reaktion und des Terrors, das heute in Budapest wütet, nicht gutheißen, das, ohne das unglückliche ungarische Volk aus der wirtschaftlichen Not zu befreien, in der es sich beim Sturz der Regierung von Bela Kun befand, nicht, als die Zahl der Opfer der Partisanenleidenschaft schrecklich zu erhöhen;BU
9983;GBspaventosamente.csv;Gutenberg; Adolfo Albertazzi;Top;1923.0;1901-1950;prosa letteraria;"['prospero marzioli corse a lui; e vide gli occhi spaventosamente affettuosi, ebbe da quegli occhi che si spegnevano una tremenda invocazione di pietà.']";spaventosamente affettuoso;"wohlhabende Marzioli liefen zu ihm; und er sah die furchtbar liebevollen Augen, er hatte eine gewaltige Bitte um Gnade aus diesen sterbenden Augen";BU
9984;GBspaventosamente.csv;Gutenberg; Adolfo Albertazzi;In faccia al destino;1923.0;1901-1950;prosa letteraria;"['ma io, che non ero più uno scienziato o che, avendo violentato il potere della scienza, non lo fui mai, io più spaventosamente d  ogni altro dovevo pagare il fio della mia insania: il mio cuore era esaurito; _non sentivo più nulla_.']";spaventosamente dovere;aber ich, der kein Wissenschaftler mehr war, oder, nachdem er die Macht der Wissenschaft vergewaltigt hatte, es nie war, ich musste schrecklicher als alle anderen die Strafe für meinen Wahnsinn zahlen: mein Herz war erschöpft, ich fühlte nichts mehr;BU
9985;GBspaventosamente.csv;Gutenberg; Adolfo Albertazzi;In faccia al destino;1923.0;1901-1950;prosa letteraria;"['ma quando rialzò il viso, ortensia mi apparve spaventosamente pallida; la vidi mordersi le labbra prima di parlare, per contenere la commozione; e parlando fissò su di me uno sguardo']";spaventosamente pallido;"aber als sie ihr Gesicht hob, sah Ortensia für mich schrecklich bleich aus; ich sah, wie sie sich auf die Lippe biss, bevor sie sprach, um ihre Gefühle einzudämmen; und während er sprach, fixierte er mich mit einem Blick";BU
9991;diacorisGerace1.txt;DiaCoris;Vincenzo Gerace;Idee sul fascismo' di Massimo Rocca;1924.0;1901-1950;stampa;['che massimo rocca non abbia la tempra dell   uomo politico è evidente dalla ingenuità onde egli ha creduto , sulla semplice base di astratte ideologie , di dovere fervorosamente partecipare all   azione di un partito , la cui concreta realtà , come oggimai risulta spaventosamente dai fatti , e come lui stesso aveva oscuramente preveduto , non ha niente a che fare colla purezza di que   suoi ideali : onde le sue recenti , e odierne , amarissime delusioni .'];risultare spaventosamente;Dass Massimo Rocca nicht das Temperament eines Politikers hat, zeigt sich an der Naivität, mit der er glaubte, auf der einfachen Grundlage abstrakter Ideologien inbrünstig am Handeln einer Partei teilnehmen zu müssen, deren konkrete Realität, wie heute, schrecklich offensichtlich ist nach den Tatsachen und wie er selbst dunkel vorausgesehen hatte...;NU
9996;GBfinora.csv;Gutenberg; Olinto Marinelli;Guida delle Prealpi Giulie: Distretti di Gemona, Tarcento, S. Daniele, Cividale e S. Pietro;1925.0;1901-1950;prosa letteraria;['purtroppo però ora di bel nuovo è seriissimamente minacciata dalla finora invincibile _diaspis pentagona_ che, specialmente nella zona pedemontana, va guadagnando spaventosamente'];guadagnare spaventosamente;Leider ist sie aber nun wieder ernsthaft bedroht durch die bisher unbezwingbare fünfeckige Diaspis, die vor allem im Voralpengebiet schrecklich zunimmt;NU
