;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use;
9083;GBorribilmente.csv;Gutenberg; Edmondo De Amicis;Spagna;1907.0;1901-1950;prosa letteraria;"['vide una donna misteriosa che lo guardava cogli occhi fissi senza poter profferire parola; i muscoli del suo viso erano orribilmente contratti, e tratto tratto un acuto lamento prorompeva dal suo seno.']";orribilmente contratto;"er sah eine geheimnisvolle Frau, die ihn mit starren Augen ansah, ohne ein Wort hervorbringen zu können; die Muskeln ihres Gesichts waren schrecklich zusammengezogen, und plötzlich brach ein schrilles Stöhnen aus ihrer Brust";BU;
9085;GBorribilmente.csv;Gutenberg; Alfredo Oriani;No: Romanzo;1908.0;1901-1950;prosa letteraria;['tuttavia le parole non gli venivano, era orribilmente imbarazzato per andarsene.'];orribilmente imbarazzato;aber die Worte kamen ihm nicht, es war ihm schrecklich peinlich zu gehen;NU;
9093;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;['udirono dietro una voce e videro la marchesa orribilmente pallida sulla soglia di un usciuolo nascosto dalla tappezzeria: si avanzò lentamente cogli occhi su mimy.'];orribilmente pallido;sie hörten eine Stimme hinter sich und sahen die schrecklich blasse Marquise auf der Schwelle einer vom Wandteppich verdeckten Tür: sie kam langsam näher, die Augen auf Mimy gerichtet;NU;
9146;GBorribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 3 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['un  africa orribilmente nera e selvaggia si è rivelata alla storia, ma il suo clima che in molti luoghi è una vampa, i suoi deserti che hanno l'];orribilmente nero;Ein schrecklich schwarzes und wildes Afrika wurde der Geschichte offenbart, aber sein Klima, das an vielen Orten ein loderndes Feuer ist, seine Wüsten…;NU;
9153;GBorribilmente.csv;Gutenberg; Alfredo Oriani;No: Romanzo;1908.0;1901-1950;prosa letteraria;['ma geltrude, piegando sotto la ferrea volontà di ida, sparlava orribilmente della figlia colle vicine.'];sparlare orribilmente;aber Geltrude, die sich Idas eisernem Willen beugte, schwatzte fürchterlich mit ihren Nachbarn über ihre Tochter;NU;
9163;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;['tina era diventata orribilmente pallida, si sentiva attanagliare lo stomaco, ma fece uno sforzo supremo per resistere, perchè questa volta era decisa'];orribilmente pallido;Tina war furchtbar bleich geworden, sie fühlte, wie sich ihr Magen umdrehte, aber sie gab sich alle Mühe, Widerstand zu leisten, denn dieses Mal war sie entschlossen;NU;
9165;LLYambo1.txt;Liber Liber;Yambo;Ciuffettino;1908.0;1901-1950;prosa letteraria;['non gli riusciva più di abbaiare per una laringite cronica, che lo affliggeva da qualche anno, e non poteva camminare per via di una sciatica a una zampa che lo faceva orribilmente soffrire.'];orribilmente soffrire;Er konnte nicht mehr bellen wegen einer chronischen Kehlkopfentzündung, die ihn einige Jahre lang geplagt hatte, und konnte nicht mehr gehen, weil er an einem Bein an Ischias litt, was ihm schreckliche Schmerzen bereitete;NU;
9165;LLYambo1.txt;Liber Liber;Yambo;Ciuffettino;1908.0;1901-1950;prosa letteraria;['il cielo si fece nero come la cappa del camino, e la superficie del mare, il dì innanzi tersa come uno specchio, divenne orribilmente sconvolta ed irta di montagne verdi orlate di bianco.'];orribilmente sconvolto;der Himmel wurde schwarz wie die Schornsteinhaube, und die Meeresoberfläche, die am Tag zuvor so klar wie ein Spiegel war, wurde schrecklich aufgewühlt und übersät mit grünen Bergen, die weiß gesäumt waren;NU;
9210;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;"['se tu la vedessi, perderesti subito almeno la metà della tua fede in lei; è una donna orribilmente brutta, pare un uomo.']";orribilmente brutto;"Wenn Sie sie sehen würden, würden Sie sofort mindestens die Hälfte Ihres Vertrauens in sie verlieren; Sie ist eine schrecklich hässliche Frau, sie sieht aus wie ein Mann";NU;
9211;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;['nuovamente il sudore l  inondava, ricadde sulla sedia col fazzoletto fra i denti, orribilmente pallida.'];orribilmente pallido;Schweiß überflutete sie wieder, sie fiel mit dem Taschentuch zwischen den Zähnen auf den Stuhl zurück, furchtbar blass;NU;
9229;GBorribilmente.csv;Gutenberg; Gerolamo Rovetta;L''idolo;1909.0;1901-1950;prosa letteraria;"['colla voce sempre più bassa, più fioca, più rauca, soffermandosi quasi ad ogni gradino_  si soffoca; si soffoca orribilmente .']";soffocare orribilmente;"mit seiner immer tieferen, schwächeren, heisereren Stimme, die fast bei jedem Schritt innehält, erstickt er; er erstickt fürchterlich";CU;
9234;LLPirandello3.txt;Liber Liber;Luigi Pirandello;I vecchi e i giovani;1909.0;1901-1950;prosa letteraria;"['ma sopra tutto gli occhi, sotto le folte sopracciglia nere, mostravano la rovina di quel volto: le pàlpebre s eran rilassate, una più, l altra meno; e quell occhio più dell altro socchiuso, dallo sguardo lento, velato d intensa angoscia, conferiva a quella faccia spenta l aspetto d una maschera di cera, orribilmente dolorosa.']";orribilmente doloroso;"aber vor allem die Augen unter den dicken schwarzen Brauen zeigten die Ruine dieses Gesichts: die Lider waren entspannt, das eine mehr, das andere weniger; und dieses Auge, das mehr als das geschlossen war, mit langsamem Blick, verschleiert von intensiver Angst, gab diesem stumpfen Gesicht das Aussehen einer Wachsmaske, schrecklich schmerzhaft";BU;
9234;LLPirandello3.txt;Liber Liber;Luigi Pirandello;I vecchi e i giovani;1909.0;1901-1950;prosa letteraria;['mi sono orribilmente annojata.'];orribilmente annoiarsi;Ich habe mich schrecklich gelangweilt;NU;
9234;LLPirandello3.txt;Liber Liber;Luigi Pirandello;I vecchi e i giovani;1909.0;1901-1950;prosa letteraria;['non aveva finito di dirlo, che da quella bocca springò fuori, di scatto, qualcosa, orribilmente.'];springere orribilmente;er hatte es noch nicht zu Ende gesagt, als plötzlich etwas fürchterlich aus diesem Mund kam;CU;
9272;GBorribilmente.csv;Gutenberg; Gerolamo Rovetta;L''idolo;1909.0;1901-1950;prosa letteraria;['smania, soffre orribilmente !'];soffrire orribilmente;Manie, er leidet entsetzlich;BU;
9301;GBorribilmente.csv;Gutenberg; Paolo Mantegazza;L''arte di prender marito;1909.0;1901-1950;prosa letteraria;['emma fosse divenuta una donna, e intanto essa lo era divenuta inconsciamente, e i solitarii martirii la tormentavano orribilmente , senza che la parola e la carezza materna l  aiutassero alla grande iniziazione.'];tormentare orribilmente;Emma war eine Frau geworden, und inzwischen war sie unbewusst eine geworden, und die einsamen Qualen quälten sie entsetzlich, ohne dass das Wort und die mütterliche Liebkosung ihr bei der großen Initiation verhalfen;NU;
9303;diacorisCougnet1.txt;DiaCoris;Cougnet / La gazzetta dello sport;Seguendo la corsa;1909.0;1901-1950;stampa;['il poverino può pedalare a stento , perché la riaperta ferita alla gamba   la ferita che egli si produsse alla corsa dell   audax a brescia   lo fa soffrire orribilmente .'];soffrire orribilmente;Der arme Mann kann kaum in die Pedale treten, denn die wieder aufgerissene Wunde in seinem Bein, die er sich beim Audax-Rennen in Brescia zugezogen hat, lässt ihn schrecklich leiden;NU;
9390;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['notis impallidì orribilmente .'];impallidire orribilmente;Notis wurde schrecklich blass;BU;
9393;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['noi siamo suoi amici, ve lo giuro, ed egli punirà orribilmente colui che avrà alzato la mano su di noi.'];punire orribilmente ;wir sind seine Freunde, das schwöre ich dir, und er wird jeden, der seine Hand zu uns erhebt, fürchterlich bestrafen;BU;
9400;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['impallidì orribilmente , chiuse gli occhi e li riaprì che roteavano in un cerchio sanguigno.'];impallidire orribilmente;er wurde furchtbar bleich, schloss die Augen und öffnete sie wieder und drehte sich in einem Kreis aus Blut;BU;
9404;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['la faccia dell  almea si alterò orribilmente ; stette per alcuni istanti muta colle mani strette sul cuore.']";alterare orribilmente;"das Gesicht der Almea veränderte sich schrecklich; Sie schwieg einige Augenblicke, die Hände ans Herz gelegt";BU;
9407;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['lo deformerò così orribilmente che nessuno riconoscerà più nel tuo cadavere l  almea fathma.'];deformare così orribilmente;Ich werde es so entsetzlich deformieren, dass niemand mehr die Almea Fathma in deiner Leiche erkennen wird;BU;!
9427;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['di venti uomini caddero al suolo, chi colla testa spaccata fino al mento, chi passato da parte a parte dalle lancie, chi orribilmente mutilato, senza gambe o senza braccia.'];orribilmente mutilato;...fielen zu Boden, einige mit bis zum Kinn gespaltenen Köpfen, einige gingen von einer Seite zur anderen an den Speeren vorbei, einige schrecklich verstümmelt, ohne Beine oder Arme;CU;
9430;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['notis, che le assalì vigorosamente inaffiandole con latte di cammella fermentato nella pelle di una capra, che sapeva orribilmente di muschio.'];sapere orribilmente;Notis, der sie heftig angriff, indem er sie mit Kamelmilch besprenkelte, die in der Haut einer Ziege fermentiert war und fürchterlich nach Moschus schmeckte;NU;
9436;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['colle scimitarre in pugno troncavano tutte le mani che cercavano di aggrapparsi al bordo della darnas e spaccavano orribilmente le teste che s  alzavano verso di essi.'];spaccare orribilmente;Mit Krummsäbeln in der Hand trennten sie alle Hände ab, die versuchten, sich an den Rand der Darnas zu klammern, und zerschmetterten fürchterlich die Köpfe, die sich ihnen entgegenstellten;CU;
9450;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['apparvero dinanzi e di dietro, a destra e a sinistra, saettando colle loro lunghe lancie i basci bozuk e massacrando orribilmente i disgraziati che feriti o affranti o colpiti dalle insolazioni rimanevano indietro.'];massacrare orribilmente;sie tauchten vorne und hinten, rechts und links auf, jagten mit ihren langen Speeren die baskischen Bozuk und schlachteten entsetzlich die Elenden, die verwundet oder gebrochen oder von der Sonneneinstrahlung getroffen zurückblieben;CU;
9464;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['impallidì orribilmente e fece un gesto di sorpresa e di spavento.'];impallidire orribilmente;er wurde entsetzlich blass und machte eine Geste der Überraschung und Angst;BU;!
9467;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['la vittima orribilmente schiacciata, precipitò inerte al suolo insanguinando le sabbie.'];orribilmente schiacciato;Das schrecklich zerschmetterte Opfer fiel träge zu Boden und blutete in den Sand;CU;
9470;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['un pallore cadaverico era diffuso sul suo volto orribilmente alterato.'];orribilmente alterato;eine Leichenblässe breitete sich über sein schrecklich verändertes Gesicht aus;BU;
9473;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['era un vecchio leone, lungo due metri, alto più di uno dalla maestosa figura, dal portamento ancora fiero, che ruggiva orribilmente scuotendo la villosa giubba.'];ruggire orribilmente;es war ein alter Löwe, zwei Meter lang, von mehr als großer, majestätischer Gestalt, immer noch stolzer Haltung, der fürchterlich brüllte und sein haariges Jackett schüttelte;CU;
9474;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['il moto del cavallo mi fa orribilmente male.'];orribilmente male;die Bewegung des Pferdes tut mir schrecklich weh;NU;
9501;li1050.txt;CLiGS Ro;Matilde Serao;La mano tagliata;1912.0;1901-1950;prosa letteraria;['e impallidì orribilmente.'];impallidire orribilmente;und er wurde schrecklich bleich;BU;
9501;li1050.txt;CLiGS Ro;Matilde Serao;La mano tagliata;1912.0;1901-1950;prosa letteraria;['respingere rosa che le portava notizie dell unico uomo che aveva amato, della persona in cui ella aveva riposte tutte le sue speranze, era stato un atto di suprema volontà, ma il suo cuore ne soffriva orribilmente.'];soffrire orribilmente;Rosa abzulehnen, die ihr die Nachricht von dem einzigen Mann brachte, den sie geliebt hatte, von dem Menschen, auf den sie all ihre Hoffnung gesetzt hatte, war ein Akt höchsten Willens, aber ihr Herz litt entsetzlich;NU;
9501;li1050.txt;CLiGS Ro;Matilde Serao;La mano tagliata;1912.0;1901-1950;prosa letteraria;['mentre sonnecchiava giù nella sua cabina, egli ebbe una strana allucinazione: gli parve di vedersi accanto l infame gobbo dagli occhi verdi, mentre lontano, bianco, si allontanava un fantasma femminile, e di questo volto muliebre egli non arrivava a vedere le linee: egli ne scorgeva solo lo sguardo, uno sguardo infinitamente triste e dolce, e gli pareva che questo fantasma lo salutasse con la mano, perdendosi, con una mano simile a quella tagliata, mentre il gobbo accanto a lui orribilmente sghignazzava.'];orribilmente sghignazzare;er sah nur ihren Blick, einen unendlich traurigen und süßen Blick, und es schien ihm, als winkte ihm dieses Gespenst mit einer Hand, die der abgeschnittenen ähnlichen war, sich verlaufend, während der Bucklige neben ihm fürchterlich kicherte;CU;
9568;li1026.txt;CLiGS Ro;Luciano Zuccoli;La freccia nel fianco;1913.0;1901-1950;prosa letteraria;['io soffro orribilmente!'];soffrire orribilmente;ich leide schrecklich;BU;
9568;li1026.txt;CLiGS Ro;Luciano Zuccoli;La freccia nel fianco;1913.0;1901-1950;prosa letteraria;['è triste, è orribilmente triste!'];orribilmente triste;er ist traurig, schrecklich traurig;NU;
9579;ProsaLett.V.26.Testo.txt;MIDIA;Grazia Deledda;Canne al vento;1913.0;1901-1950;prosa letteraria;"['ed ecco adesso egli aspettava di nuovo; ma giacinto aveva anche lui preso un aspetto mostruoso, come se gli spiriti notturni l avessero portato via nel loro regno misterioso ed egli ritornasse di l orribilmente deformato.']";orribilmente deformato;"und siehe, jetzt wartete er wieder; aber Giacinto hatte auch ein monströses Aussehen angenommen, als hätten ihn die nächtlichen Geister in ihr geheimnisvolles Reich entführt und er wäre von dort entsetzlich entstellt zurückgekehrt";BU;
9746;GBorribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;['tutto gli fa paura, e garibaldi lo spaventa orribilmente .'];spaventare orribilmente;alles macht ihm Angst, und Garibaldi macht ihm schrecklich Angst;BU;!
9757;GBorribilmente.csv;Gutenberg; Carolina Invernizio;La trovatella di Milano;1915.0;1901-1950;prosa letteraria;['tremava orribilmente e stringendosi colle mani la fronte.'];tremare orribilmente;er zitterte fürchterlich und griff sich mit den Händen an die Stirn;BU;
9761;GBorribilmente.csv;Gutenberg; Giuseppe Pitrè;La vita in Palermo cento e più anni fa, Volume 2;1915.0;1901-1950;prosa letteraria;['il vella, privo affatto di coltura, nessun sospettava capace di sofisticar l  originale, che nella traduzione orribilmente spropositata offeriva, secondo l  airoldi, anzi secondo la comune opinione, una impronta nuova, la quale agli ignari'];orribilmente spropositato;...niemand ahnte, in der Lage zu sein, das Original zu verfeinern, das in der schrecklich unverhältnismäßigen Übersetzung nach Airoldi oder vielmehr nach allgemeiner Meinung eine neue Prägung bot…;NU;
9781;GBorribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;"[', in germania, in inghilterra, dove volete; e questo perchè è un canto d  amore, mentre l  altro, esclusivamente ed orribilmente barbarico ed intraducibile, è un canto tra l  epico e il drammatico, riflesso di qualche antica leggenda.']";orribilmente barbarico;"in Deutschland, in England, wo immer Sie wollen; und das liegt daran, dass es ein Liebeslied ist, während das andere, ausschließlich und schrecklich barbarisch und unübersetzbar, ein Lied zwischen dem Epos und dem Dramatischen ist, eine Widerspiegelung einer alten Legende";BU;!
9787;GBorribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;['le strofe non erano manzoniane, e c  era in tutto un non so che di pagano che stonava orribilmente col deismo delle maggioranze amiche ancora dei _mezzi morali_.'];stonare orribilmente;und Strophen waren nicht von Manzoni, und alles hatte etwas Heidenhaftes, was mit dem Deismus der Mehrheit, die noch moralischen Mitteln gegenüber freundlich war, fürchterlich kollidierte;NU;
9805;GBorribilmente.csv;Gutenberg; Edoardo Scarfoglio;Il libro di Don Chisciotte;1916.0;1901-1950;prosa letteraria;['il duca nega recisamente, con un vivo fuoco d  artifizio di facezie orribilmente ciniche, fiutando tabacco.'];orribilmente cinico;der Herzog leugnet rundheraus, mit einem lebhaften Kunstfeuer entsetzlich zynischer Witze, Tabak schnüffelnd;NU;
9839;GBorribilmente.csv;Gutenberg; Salvatore Farina;Fante di picche;1917.0;1901-1950;prosa letteraria;"['avevo però anch  io un diffettaccio: mi distraeva orribilmente ; a certi momenti, per tener dietro ad una sciocca fantasia, non mi accorgevo che ella, sorridendo, mi domandava un']";distrarre orribilmente;Aber auch ich hatte einen Fehler: Es lenkte mich schrecklich ab…;NU;
9874;GBorribilmente.csv;Gutenberg; marchesa Colombi;Senz''Amore;1919.0;1901-1950;prosa letteraria;['come se fossero per uscire dall  orbite, e la bocca contorta, dalla quale pendeva la lingua stretta fra i denti, ed orribilmente gonfiata.'];orribilmente gonfiare;als wollten sie aus ihren Höhlen kommen, und der verdrehte Mund, aus dem die Zunge heraushing, zwischen die Zähne geklemmt und fürchterlich geschwollen;BU;
9945;GBorribilmente.csv;Gutenberg; Luigi Morandi;Origine della lingua italiana: dissertazione;1921.0;1901-1950;prosa letteraria;[', un notaro e un prete di lucca e un altro notaro della vicina sovana usassero nello stesso tempo  a.          tre formule orribilmente sgrammaticate rispetto al latino, ma con spropositi del tutto diversi, sicchè ognuna, per di così, costituisce una'];orribilmente sgrammaticato;...drei gegenüber dem Lateinischen furchtbar ungrammatische Formeln…;NU;
9992;diacorisCecchi1.txt;DiaCoris;Emilio Cecchi;L'anno della peste;1924.0;1901-1950;stampa;"['nella cappella , i condannati aspettano il turno alla mannaja ; e gli occhi de   confortatori orribilmente balenano da   buchi della buffa .']";orribilmente balenare;"in der Kapelle warten die Verurteilten darauf, an der Mannaja an die Reihe zu kommen; und die Augen der Tröster blitzen fürchterlich aus den Löchern…";BU;
10006;GBorribilmente.csv;Gutenberg; Paolo Valera;Dal cellulare a Finalborgo;1925.0;1901-1950;prosa letteraria;['ci si diceva che aveva sofferto orribilmente a passare per le vie con tanti arrestati e cogli ordini severi che avevano soldati e agenti di p. s. un molla!'];soffrire orribilmente;Uns wurde gesagt, dass er schrecklich gelitten hatte, mit so vielen Verhafteten und mit strengen Befehlen…;BU;
10018;GBorribilmente.csv;Gutenberg; Olinto Marinelli;Guida delle Prealpi Giulie: Distretti di Gemona, Tarcento, S. Daniele, Cividale e S. Pietro;1925.0;1901-1950;prosa letteraria;"['spinsero nel      fino all  isonzo, ma poi nel     , sconfitto il generale veneziano giovanni novello, devastarono, orribilmente , tutti i villaggi fra l  isonzo e la livenza del basso friuli, guastando persino i dintorni di udine e di cividale;']";devastare orribilmente;Sie drangen in den Isonzo ein, aber dann verwüsteten sie bei der Niederlage des venezianischen Generals Giovanni Novello alle Dörfer zwischen dem Isonzo und der Livenza des unteren Friaul auf schreckliche Weise und beschädigten sogar die Umgebung von Udine und Cividale;CU;
10034;GBanche_randomsample.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;['è triste, è orribilmente triste.'];orribilmente triste;er ist traurig, schrecklich traurig;NU;
10080;GBorribilmente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;['hai dinanzi a te un uomo che ti fu caro, al quale fosti caro, e che soffre, soffre orribilmente .'];soffrire orribilmente;du hast einen Mann vor dir, der dir lieb war, dem du lieb warst, und der leidet, schrecklich leidet ;NU;
10081;ProsaLett.V.34.Testo.txt;MIDIA;Luigi Pirandello;Uno nessuno centomila;1926.0;1901-1950;prosa letteraria;['e quella tenerezza per me, affiorando e brillando negli occhi da quel ghigno nascosto, m appariva ora orribilmente maliziosa: tante cose mi svelava a un tratto che mi fendevano di brividi la schiena.'];orribilmente malizioso;und diese Zärtlichkeit für mich, die aus diesem verborgenen Grinsen auftauchte und in den Augen leuchtete, erschien jetzt schrecklich schelmisch: so viele Dinge wurden mir plötzlich offenbart, die meinen Rücken erzittern ließen;NU;
10129;GBorribilmente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;['orribilmente geloso di te.'];orribilmente geloso;schrecklich einfersüchtig auf dich;NU;
10130;GBorribilmente.csv;Gutenberg; Federico De Roberto;L''Arte;1926.0;1901-1950;prosa letteraria;['un giorno, per esempio, si trova una donna, una certa hache, distesa al suolo della sua camera, morta, orribilmente mutilata, con la testa quasi staccata dal busto, il naso tagliato, le dita monche.'];orribilmente mutilato;Eines Tages liegt zum Beispiel eine Frau, eine gewisse Hache, auf dem Boden ihres Zimmers, tot, entsetzlich verstümmelt, der Kopf fast vom Oberkörper gelöst, die Nase abgeschnitten, die Finger abgeschnitten;CU;
10135;GBorribilmente.csv;Gutenberg; Matilde Serao;Suor Giovanna della Croce: romanzo;1926.0;1901-1950;prosa letteraria;['pantaloni macchiati orribilmente , cento volte rattoppati, tenuti su con lo spago, troppo larghi per chi li portava o troppo corti, lasciando vedere'];macchiato orribilmente;schrecklich fleckige Hosen, hundertfach geflickt, mit Schnüren zusammengehalten, zu locker für die Trägerin oder zu kurz...;NU;!
10137;GBorribilmente.csv;Gutenberg; Matilde Serao;Dal vero;1926.0;1901-1950;prosa letteraria;"['; egli si era suicidato giorno per giorno, ora per ora; non trovava più concetti, non trovava più parole, si ripeteva orribilmente , scendeva alle frasi comuni, l  originalità era morta.']";ripetere orribilmente;"er hatte Tag für Tag, Stunde für Stunde Selbstmord begangen; fand keine Begriffe mehr, keine Worte mehr, wiederholte sich fürchterlich, verfiel in geläufige Phrasen, die Originalität war tot";NU;
10142;GBorribilmente.csv;Gutenberg; Federico De Roberto;Gli amori;1926.0;1901-1950;prosa letteraria;['egli divenne orribilmente pallido, non volle credere a sè stesso, volse in giro gli occhi ed aguzzò l  udito come per riafferrar quel grido.'];orribilmente pallido;er wurde furchtbar blass, wollte nicht an sich glauben, drehte die Augen um und schärfte sein Gehör, als wollte er diesen Schrei noch einmal hören;BU;
