;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
63408;TT10spaventosamente.csv;itTenten2010;giovani.it;giovani.it;2010.0;2001-2021;web;['scavato i suoi solchi sulla sua fronte, e la passione avrà corrotto le sue labbra con il suo tremendo ardore, lo sentirà spaventosamente .'];sentire spaventosamente ;;
70009;JSIspaventosamente.csv;JSI;ilsole24ore.com;ilsole24ore.com;2015.0;2001-2021;web;['c  erano gli arcieri a cavallo, che rimasero a lungo i guerrieri più spaventosamente efficienti del pianeta.'];spaventosamente efficiente;;
70216;JSIspaventosamente.csv;JSI;ilfattoquotidiano.it;ilfattoquotidiano.it;2015.0;2001-2021;web;['vogliamo che sembrino amichevoli e avvicinabili, non che sfreccino spaventosamente fra le strade di quartiere , spiegano.'];sfreccire spaventosamente;;
70264;ita_newscrawl_2015_1M-sentences.txt;Corpora Italian;http://www.ilsole24ore.com/art/SoleOnLine4/Italia/2009/06/pirati-napoli.shtml?uuid=207a04b0-5d00-11de-903e-f38e88e3a6c6=Libero;http://www.ilsole24ore.com/art/SoleOnLine4/Italia/2009/06/pirati-napoli.shtml?uuid=207a04b0-5d00-11de-903e-f38e88e3a6c6=Libero;2015.0;2001-2021;stampa;['mi chiedo solo se abbiano tenuto conto del fatto che i divorzi fanno aumentare spaventosamente le emissioni di co .'];aumentare spaventosamente;;
84289;JSIspaventosamente.csv;JSI;sanremonews.it;sanremonews.it;2016.0;2001-2021;web;['chiunque voglia sinceramente la verità è sempre spaventosamente forte.'];spaventosamente forte;;
84297;TT16spaventosamente.csv;itTenten2016;gqitalia.it;gqitalia.it;2016.0;2001-2021;web;['è assai più difficile oggi rispetto ai suoi tempi, nonostante le strade sterrate, le bici da quindici chili, i rapporti spaventosamente duri, le tappe da     chilometri.'];spaventosamente duri;;
84298;TT16spaventosamente.csv;itTenten2016;fabula.it;fabula.it;2016.0;2001-2021;web;['sono spaventosamente allucinato.'];spaventosamente allucinato;;
84315;TT16spaventosamente.csv;itTenten2016;dondialetto.it;dondialetto.it;2016.0;2001-2021;web;['il nostro popolo, per un malinteso senso di civiltà volendo parlare in pulito, parla più sporco che mai, e confondendo spaventosamente poche e guaste parole italiane a frasi e modi di dire dialettali, né la madre lingua italiana onora, né il patrio'];spaventosamente poco;;
84356;TT16spaventosamente.csv;itTenten2016;esonet.it;esonet.it;2016.0;2001-2021;web;['il regno di francia fu spaventosamente devastato dagli inglesi e dai borgognoni.'];spaventosamente devastato;;
85202;JSIspaventosamente.csv;JSI;sputniknews.com;sputniknews.com;2016.0;2001-2021;web;"['occupiamoci piuttosto delle centrali che creano il contagio psichico; e dei media, che lo diffondono spaventosamente , irresponsabilmente, con la loro chiacchiera infinita sulle poche immagini che arrivavano da monaco, e parole come']";diffondere spaventosamente;;
85301;TT16spaventosamente.csv;itTenten2016;italianiliberi.it;italianiliberi.it;2016.0;2001-2021;web;['ma c  è qualcosa di diverso e di spaventosamente grave, al di là delle osservazioni culturali, che impedisce la costruzione in italia di opere  a rischio , come'];spaventosamente grave;;
85341;TT16spaventosamente.csv;itTenten2016;over-blog.it;over-blog.it;2016.0;2001-2021;web;['sandra ascoltava sentendo le sue palpitazioni aumentare spaventosamente .'];aumentare spaventosamente;;
85498;TT16spaventosamente.csv;itTenten2016;carponline.it;carponline.it;2016.0;2001-2021;web;['bisogna dare una volta e per tutte un segnale forte, deciso, e categorico, ad un fenomeno che si sta amplificando spaventosamente , attività di bracconaggio che vengono fatte di notte e di giorno con la conseguente commercializzazione illegale del'];amplificare spaventosamente;;
85605;TT16spaventosamente.csv;itTenten2016;tinamerlin.it;tinamerlin.it;2016.0;2001-2021;web;['intanto gli interessi economici aumentavano innalzando spaventosamente i limiti imposti alla diga, la nazionalizzazione dell  impresa ridusse i tempi di consegna e accelerò continui invasi'];innalzare spaventosamente;;
85613;TT16spaventosamente.csv;itTenten2016;premiosofia.it;premiosofia.it;2016.0;2001-2021;web;['la stanza era sempre uguale, incolume nonostante la vivida esplosione di sensi che avevo appena spaventosamente vissuto.'];spaventosamente vissuto;;
85632;TT16spaventosamente.csv;itTenten2016;reset.it;reset.it;2016.0;2001-2021;web;[', che toccò il suo apice nel cosiddetto  mercoledì nero , il    febbraio     : crollò la borsa, la lira turca si deprezzò spaventosamente e nelle settimane successive la gente ritirò i risparmi, causando enormi problemi di liquidità al settore bancario.'];deprezzare spaventosamente;;
85635;TT16spaventosamente.csv;itTenten2016;altervista.org;altervista.org;2016.0;2001-2021;web;['abbiamo   commenti a questo articolo  spaventosamente abile lui e pazzi loro, col piffero che mi infilavo li!'];spaventosamente abile;;
85646;TT16spaventosamente.csv;itTenten2016;cristinazagaria.it;cristinazagaria.it;2016.0;2001-2021;web;['in racconti  perchè i giornali non parlano solo delle ruby , anche see ahimè a sette mesi di distanza è tutto ancora spaventosamente attuale , e per metà sono storie di pura invenzione.'];spaventosamente attuale;;
85757;TT16spaventosamente.csv;itTenten2016;teatroteatro.it;teatroteatro.it;2016.0;2001-2021;web;['postulato porta la maggior parte delle piccole realtà teatrali   soprattutto a roma, dove i prezzi dei locali sono spaventosamente alti   a piegarsi alla necessità di affittare le sale, caricando di fatto la spesa sulle compagnie, che'];spaventosamente alto;;
85847;JSIspaventosamente.csv;JSI;tempi.it;tempi.it;2016.0;2001-2021;web;['se ti trovi negli usa, quella brodaglia amarognola e spaventosamente bollente la bevi volentieri, perché il suo sgradevole sapore ti ricorda che sei in un altro paese, in un altro mondo.'];spaventosamente bollente;;
85882;TT16spaventosamente.csv;itTenten2016;idealo.it;idealo.it;2016.0;2001-2021;web;['intorno ai   miliardi di dollari continua  la notte delle streghe diventa l  occasione propizia per sfoggiare outfit    spaventosamente    divertenti per bambini e marciare in orde chiassose nel quartiere facendo la questua di leccornie nelle case del'];spaventosamente divertente;;
85890;TT16spaventosamente.csv;itTenten2016;frontediliberazionedaibanchieri.it;frontediliberazionedaibanchieri.it;2016.0;2001-2021;web;['oltre ad aumentare spaventosamente .'];aumentare spaventosamente;;
85918;JSIspaventosamente.csv;JSI;fanpage.it;fanpage.it;2016.0;2001-2021;web;['ecco le idee a cui potete ispirarvi per realizzare un travestimento spaventosamente sexy per la notte di halloween.'];spaventosamente sexy;;
85930;TT16spaventosamente.csv;itTenten2016;filidaquilone.it;filidaquilone.it;2016.0;2001-2021;web;['ed è spaventosamente avvertibile, sghignazza e con l  humus si lava e gratta via la vita.'];spaventosamente avvertibile;;
85959;JSIspaventosamente.csv;JSI;zazoom.it;zazoom.it;2016.0;2001-2021;web;['it il bilancio del sisma che ha sconvolto il centro italia è ancora spaventosamente provvisorio.'];spaventosamente provvisorio;;
85990;TT16spaventosamente.csv;itTenten2016;classicitaliani.it;classicitaliani.it;2016.0;2001-2021;web;['la visita è   spaventosamente impressionante  e viene così descritta nella lettera a marta abba del   xii, che riportiamo quasi per intero:  il'];spaventosamente impressionante;;
86051;JSIspaventosamente.csv;JSI;altervista.org;altervista.org;2016.0;2001-2021;web;['a fronte di una percentuale di riciclo di plastica ancora spaventosamente bassa .'];spaventosamente bassa;;
86059;TT16spaventosamente.csv;itTenten2016;ivanscalfarotto.it;ivanscalfarotto.it;2016.0;2001-2021;web;['questa generale assuefazione al male ricorda spaventosamente tempi bui.'];ricordare spaventosamente;;
86068;TT16spaventosamente.csv;itTenten2016;itb.it;itb.it;2016.0;2001-2021;web;"['pagine dedicate alla programmazione di suddetta scheda: mezza, scarna, ed in tedesco antico;     un listato, spaventosamente incompleto, di un programma di carico e scarico dati dall  host, che ovviamente usava proprio le funzioni di cui io non']";spaventosamente incompleto;;
86116;TT16spaventosamente.csv;itTenten2016;informasalus.it;informasalus.it;2016.0;2001-2021;web;['e   qualcosa di spaventosamente sbagliato la vera difficoltà è che non sappiamo la conseguenza a lungo termine di tutte queste vaccinazioni.'];spaventosamente sbagliato;;
86134;TT16spaventosamente.csv;itTenten2016;milano.it;milano.it;2016.0;2001-2021;web;"['; maltrattamenti no, in quanto non ne davamo occasione, inerti ed abbandonati come eravamo, ma grande fame che mieteva spaventosamente tutti i più deboli: ma il buon violante si manteneva malgrado tutto, abbastanza bene: solo dei gonfiori alle gambe che']";mietere spaventosamente;;
86165;TT16spaventosamente.csv;itTenten2016;antoniosocci.com;antoniosocci.com;2016.0;2001-2021;web;['il declassamento dei titoli di stato dell  italia da parte di standard poor  s  ormai spaventosamente vicino al livello  spazzatura   e la pubblicazione dell  annuale rapporto censis che sembra quasi la pietra tombale'];spaventosamente vicino;;
86186;TT16spaventosamente.csv;itTenten2016;diredonna.it;diredonna.it;2016.0;2001-2021;web;['i dolci di halloween sono semplici da preparare anche in casa: ecco   idee di dolci, biscotti e torte spaventosamente buoni.'];spaventosamente buoni;;
86234;TT16spaventosamente.csv;itTenten2016;oltrecultura.it;oltrecultura.it;2016.0;2001-2021;web;['oggi che tutta la nostra società è spaventosamente istituzionalizzata, forse occorrerebbe per tutti una nuova legge    .'];spaventosamente istituzionalizzato;;
86247;TT16spaventosamente.csv;itTenten2016;helvetika.it;helvetika.it;2016.0;2001-2021;web;['l  helvetica sa essere spaventosamente  mimetico  alla bisogna.'];spaventosamente mimetico;;
86258;TT16spaventosamente.csv;itTenten2016;gamesark.it;gamesark.it;2016.0;2001-2021;web;['ci sarebbe da rinverdire la sezione nintendo, spaventosamente vuota?'];spaventosamente vuoto;;
86328;TT16spaventosamente.csv;itTenten2016;rivistapaginauno.it;rivistapaginauno.it;2016.0;2001-2021;web;['di terra chiuso tra le quattro mura di un palazzotto signorile del centro di trieste, ma appare come una giungla spaventosamente   viva   per chi incautamente vi si avventura   però il fucile che egli brandisce è indubbiamente carico.'];spaventosamente vivo;;
